# ['lat', 'u_a', 'u_p', 'v_a', 'v_p', 'geopt_a', 'geopt_p', 'temp_a', 'temp_p', 'dr_rho_a', 'dr_rho_p']
-87.0000 3.3122 8.5939 3.3207 11.5939 1351.1692 8.7797 8.7892 8.2751 0.1907 8.8977
-84.0000 6.6061 8.5939 6.6504 11.5939 1350.9564 8.7797 8.7931 8.2751 0.1906 8.8977
-81.0000 9.8559 8.5939 9.9903 11.6039 1349.9885 8.7797 8.8012 8.2751 0.1904 8.8977
-78.0000 13.0407 8.6019 13.3440 11.6039 1347.6885 8.7716 8.8086 8.2751 0.1900 8.8977
-75.0000 16.1309 8.6039 16.7169 11.6139 1343.0885 8.7716 8.8104 8.2851 0.1892 8.8977
-72.0000 19.1040 8.6119 20.1009 11.6139 1336.0564 8.7797 8.7982 8.2851 0.1879 8.8977
-69.0000 21.9273 8.6219 23.5021 11.6239 1323.5885 8.7797 8.7615 8.2871 0.1860 8.8977
-66.0000 24.5762 8.6239 26.9189 11.6339 1304.3012 8.7797 8.6900 8.2871 0.1830 8.9058
-63.0000 27.0072 8.6339 30.3221 11.6439 1276.9333 8.7797 8.5693 8.2809 0.1790 8.9058
-60.0000 29.1760 8.6439 33.6988 11.6539 1240.5394 8.7797 8.3837 8.2809 0.1734 8.9058
-57.0000 31.0366 8.6539 37.0058 11.6639 1190.8323 8.7816 8.1171 8.2829 0.1663 8.9158
-54.0000 32.5157 8.6577 40.2044 11.6677 1127.4378 8.7897 7.7533 8.2829 0.1570 8.9158
-51.0000 33.5743 8.6677 43.2265 11.6777 1048.4736 8.7916 7.2780 8.2848 0.1457 8.9258
-48.0000 34.1425 8.6697 45.9771 11.6897 952.0347 8.7997 6.6763 8.2867 0.1320 8.9358
-45.0000 34.1775 8.6797 48.3695 11.6916 837.4275 8.8097 5.9418 8.3067 0.1157 8.9458
-42.0000 33.6189 8.6916 50.2988 11.7016 704.2474 8.8197 5.0714 8.3286 0.0968 8.9558
-39.0000 32.4624 8.7016 51.6444 11.7135 552.9343 8.8397 4.0688 8.3786 0.0755 8.9739
-36.0000 30.6984 8.7116 52.3025 11.7235 384.9559 8.8777 2.9459 8.4686 0.0519 9.0019
-33.0000 28.3811 8.7216 52.1807 11.7416 203.1123 8.9758 1.7281 8.6825 0.0263 9.0742
-30.0000 25.5756 8.7416 51.2180 11.7535 22.6895 11.0347 0.5571 9.9480 0.0022 0.6997
-27.0000 22.3866 8.7597 49.3531 11.7797 191.8943 2.5893 1.1269 1.4983 0.0286 2.8113
-24.0000 18.9491 8.7797 46.5900 11.7997 392.0673 2.7055 2.4891 1.9567 0.0563 2.8735
