# ['lat', 'u_a', 'u_p', 'v_a', 'v_p', 'geopt_a', 'geopt_p', 'temp_a', 'temp_p', 'dr_rho_a', 'dr_rho_p']
-87.0000 1.8121 5.0750 1.8019 8.1150 3036.8572 3.0836 5.7551 4.3915 0.5087 3.0118
-84.0000 3.6050 5.0650 3.6010 8.1050 3037.6842 3.0777 5.7432 4.3915 0.5088 3.0118
-81.0000 5.3656 5.0550 5.3977 8.0950 3038.2572 3.0777 5.7211 4.3874 0.5091 3.0118
-78.0000 7.0689 5.0409 7.1830 8.0850 3039.1433 3.0777 5.6808 4.3834 0.5093 3.0118
-75.0000 8.6869 5.0209 8.9437 8.0709 3039.7163 3.0777 5.6187 4.3793 0.5097 3.0118
-72.0000 10.1845 5.0068 10.6547 8.0468 3040.3302 3.0736 5.5274 4.3672 0.5100 3.0118
-69.0000 11.5208 4.9727 12.2864 8.0168 3038.8302 3.0677 5.4025 4.3651 0.5103 3.0059
-66.0000 12.6505 4.9446 13.7973 7.9846 3035.7762 3.0677 5.2408 4.3549 0.5105 3.0059
-63.0000 13.5305 4.9023 15.1401 7.9405 3031.1631 3.0577 5.0416 4.3467 0.5104 2.9959
-60.0000 14.1376 4.8500 16.2716 7.8841 3023.7500 3.0477 4.8078 4.3305 0.5101 2.9959
-57.0000 14.4288 4.7936 17.1591 7.8236 3012.6689 3.0318 4.5473 4.3105 0.5092 2.9859
-54.0000 14.4122 4.7191 17.7735 7.7491 2998.0967 3.0218 4.2703 4.2646 0.5074 2.9741
-51.0000 14.1224 4.6363 18.1252 7.6545 2979.2427 3.0018 3.9943 4.1868 0.5048 2.9641
-48.0000 13.6124 4.5295 18.2640 7.5436 2955.5157 2.9818 3.7425 4.0307 0.5010 2.9541
-45.0000 12.9839 4.3928 18.2955 7.4009 2925.4157 2.9659 3.5635 3.7585 0.4955 2.9441
-42.0000 12.3598 4.2360 18.3969 7.2242 2889.8697 2.9400 3.5490 3.3355 0.4881 2.9341
-39.0000 11.8824 4.0375 18.8148 7.0156 2846.0369 2.9200 3.8338 2.8277 0.4786 2.9282
-36.0000 11.6817 3.8093 19.8259 6.7875 2793.3032 2.9041 4.4788 2.4077 0.4664 2.9282
-33.0000 11.8428 3.5756 21.7292 6.5438 2727.9235 2.8823 5.4165 2.1181 0.4512 2.9282
-30.0000 12.3681 3.3583 24.7651 6.3323 2645.3439 2.8664 6.5313 1.9311 0.4328 2.9382
-27.0000 13.1594 3.1791 29.0565 6.1573 2541.6183 2.8505 7.6918 1.8095 0.4105 2.9482
-24.0000 14.0231 3.0459 34.5650 6.0300 2409.5116 2.8446 8.7487 1.7199 0.3841 2.9682
-21.0000 14.7140 2.9468 41.1446 5.9409 2245.1189 2.8327 9.5366 1.6561 0.3530 2.9982
-18.0000 14.9581 2.8795 48.4958 5.8854 2040.6729 2.8268 9.9002 1.6042 0.3167 3.0182
-15.0000 14.5288 2.8382 56.1833 5.8441 1794.0058 2.8250 9.7050 1.5683 0.2753 3.0482
-12.0000 13.2301 2.8086 63.6810 5.8246 1503.0673 2.8191 8.8671 1.5364 0.2284 3.0682
-9.0000 11.0018 2.7909 70.3643 5.8109 1170.4578 2.8232 7.3749 1.5204 0.1765 3.0923
-6.0000 7.9053 2.7832 75.6539 5.8032 802.3925 2.8173 5.2925 1.5004 0.1203 3.1023
-3.0000 4.1365 2.7714 79.0560 5.7973 408.1109 2.8173 2.7658 1.4945 0.0610 3.1123
0.0000 0.0000 1.0055 80.2269 5.8014 0.0063 4.0085 0.0001 2.7994 0.0000 5.1817
3.0000 4.1365 8.7714 79.0560 5.7973 408.1109 8.8173 2.7658 7.4945 0.0610 9.1123
6.0000 7.9053 8.7832 75.6539 5.8032 802.3925 8.8173 5.2925 7.5004 0.1203 9.1023
9.0000 11.0018 8.7909 70.3643 5.8109 1170.4578 8.8232 7.3749 7.5204 0.1765 9.0923
12.0000 13.2301 8.8086 63.6810 5.8246 1503.0673 8.8191 8.8671 7.5364 0.2284 9.0682
15.0000 14.5292 8.8382 56.1833 5.8441 1794.0058 8.8250 9.7050 7.5683 0.2753 9.0482
18.0000 14.9581 8.8795 48.4958 5.8854 2040.6729 8.8268 9.9002 7.6042 0.3167 9.0182
21.0000 14.7140 8.9468 41.1446 5.9409 2245.1189 8.8327 9.5372 7.6561 0.3530 8.9982
24.0000 14.0231 9.0459 34.5650 6.0300 2409.5116 8.8446 8.7487 7.7199 0.3841 8.9682
27.0000 13.1589 9.1791 29.0565 6.1573 2541.6183 8.8505 7.6918 7.8095 0.4105 8.9482
30.0000 12.3681 9.3583 24.7651 6.3323 2645.3439 8.8664 6.5313 7.9311 0.4328 8.9382
33.0000 11.8428 9.5756 21.7292 6.5438 2727.9235 8.8823 5.4165 8.1181 0.4512 8.9282
36.0000 11.6817 9.8093 19.8259 6.7875 2793.3032 8.9041 4.4788 8.4077 0.4664 8.9282
39.0000 11.8824 10.0375 18.8148 7.0156 2846.0369 8.9200 3.8338 8.8336 0.4786 8.9282
