# ['lat', 'u_a', 'u_p', 'v_a', 'v_p', 'geopt_a', 'geopt_p', 'temp_a', 'temp_p', 'dr_rho_a', 'dr_rho_p']
-87.0000 0.1233 16.2849 0.0671 22.8066 6.6501 21.1971 0.1692 12.7917 0.0019 22.7671
-84.0000 0.2682 15.9949 0.1449 22.4949 6.5088 20.4086 0.1864 12.5183 0.0018 22.3244
-81.0000 0.4339 15.7232 0.2357 22.2149 6.9338 19.8917 0.2204 12.0266 0.0021 21.9407
-78.0000 0.6414 15.3698 0.3514 21.8532 7.7046 19.0123 0.2776 11.4298 0.0024 21.3623
-75.0000 0.9126 14.9464 0.5062 21.4298 9.1248 18.0053 0.3635 10.8129 0.0029 20.7054
-72.0000 1.2740 14.4729 0.7182 20.9481 11.5134 16.9732 0.4842 10.2161 0.0036 20.0065
-69.0000 1.7564 13.9695 1.0101 20.4464 15.1691 16.0318 0.6478 9.6409 0.0046 19.3222
-66.0000 2.3943 13.4678 1.4096 19.9347 20.3878 15.1952 0.8627 9.0974 0.0060 18.6543
-63.0000 3.2256 12.9643 1.9510 19.4329 27.4461 14.4702 1.1377 8.5840 0.0077 18.0129
-60.0000 4.2876 12.4743 2.6743 18.9412 36.5941 13.8234 1.4819 8.0905 0.0099 17.4164
-57.0000 5.6162 11.9961 3.6251 18.4695 48.0041 13.2449 1.9003 7.6105 0.0127 16.8564
-54.0000 7.2326 11.5361 4.8510 18.0112 61.7173 12.7181 2.3938 7.1588 0.0159 16.3364
-51.0000 9.1442 11.1061 6.3987 17.5812 77.5155 12.2329 2.9540 6.7288 0.0196 15.8447
-48.0000 11.3266 10.6895 8.3095 17.1729 94.8669 11.7795 3.5616 6.3253 0.0236 15.3829
-45.0000 13.7214 10.3012 10.5961 16.7847 112.8441 11.3478 4.1830 5.9353 0.0277 14.9512
-42.0000 16.2224 9.9329 13.2585 16.4264 129.9936 10.9443 4.7620 5.5635 0.0316 14.5412
-39.0000 18.6696 9.5964 16.2425 16.0964 144.4519 10.5543 5.2347 5.2035 0.0347 14.1412
-36.0000 20.8620 9.2781 19.4564 15.7881 153.9494 10.1743 5.5208 4.8618 0.0366 13.7595
-33.0000 22.5667 8.9898 22.7321 15.5164 156.0794 9.7943 5.5380 4.5118 0.0367 13.3712
