# ['lat', 'u_a', 'u_p', 'v_a', 'v_p', 'geopt_a', 'geopt_p', 'temp_a', 'temp_p', 'dr_rho_a', 'dr_rho_p']
-87.0000 0.0625 13.9570 0.0584 19.5690 1.2166 18.0849 0.0024 7.3445 0.0002 18.1609
-84.0000 0.1552 14.8029 0.1362 20.2150 0.2056 7.3371 0.0115 7.4847 0.0000 19.6946
-81.0000 0.2858 15.3349 0.2413 20.6329 0.6617 15.0685 0.0301 7.5248 0.0002 17.7308
-78.0000 0.4483 15.6729 0.3773 20.8469 1.2749 14.6290 0.0652 7.4667 0.0005 17.6889
-75.0000 0.6070 15.7969 0.5463 20.8690 2.4399 14.1890 0.1295 7.7006 0.0009 17.7589
-72.0000 0.7443 15.3010 0.7584 20.6950 4.5333 14.1869 0.2139 8.2606 0.0014 17.9569
-69.0000 1.0429 14.3350 1.0402 20.3610 6.7527 14.3510 0.2830 8.4987 0.0019 17.9470
-66.0000 1.5490 13.7870 1.4251 19.9570 9.1719 13.9870 0.3685 8.0607 0.0026 17.4570
-63.0000 2.1403 13.3730 1.9440 19.5330 12.9629 13.4830 0.5143 7.5947 0.0036 16.9530
-60.0000 2.8765 12.8730 2.6298 19.1030 17.9521 13.0690 0.6986 7.2507 0.0048 16.5490
-57.0000 3.8339 12.3770 3.5233 18.6730 23.9569 12.6550 0.9150 6.8947 0.0063 16.1290
-54.0000 5.0296 11.9010 4.6626 18.2470 31.1131 12.2250 1.1688 6.5147 0.0081 15.6890
-51.0000 6.4801 11.4550 6.0953 17.8370 39.2580 11.7890 1.4537 6.1287 0.0101 15.2590
-48.0000 8.1864 11.0350 7.8545 17.4410 48.0502 11.3490 1.7545 5.7326 0.0121 14.8130
-45.0000 10.1195 10.6490 9.9569 17.0710 56.9428 10.9030 2.0475 5.3406 0.0142 14.3670
-42.0000 12.2157 10.2929 12.3983 16.7190 64.9540 10.4470 2.2982 4.9225 0.0159 13.9010
-39.0000 14.3840 9.9669 15.1326 16.3929 70.9187 9.9710 2.4643 4.4804 0.0171 13.3990
-36.0000 16.4854 9.6769 18.0681 16.0929 73.5435 9.4350 2.5009 3.9623 0.0175 12.8269
-33.0000 18.3516 9.4249 21.0623 15.8169 71.6157 8.7829 2.3720 3.3021 0.0168 12.1149
-30.0000 19.8029 9.2149 23.9144 15.5709 64.7241 7.8889 2.0782 2.3279 0.0151 11.1089
-27.0000 20.6802 9.0449 26.3807 15.3449 55.0010 6.4488 1.7442 0.6337 0.0133 9.5189
-24.0000 20.8679 8.9189 28.1839 15.1449 51.4746 4.0867 1.7840 22.0123 0.0134 7.1890
-21.0000 20.3217 8.8489 29.0390 14.9749 67.5356 1.6308 2.5758 19.7947 0.0180 5.0570
-18.0000 19.1059 8.8489 28.7162 14.8249 101.7723 0.1409 3.9055 18.5867 0.0262 3.7450
-15.0000 17.3855 8.9149 27.0252 14.6989 145.1488 23.3229 5.4830 17.9147 0.0363 2.9890
-12.0000 15.4174 9.0649 23.8942 14.5989 190.8371 22.8390 7.1052 17.5126 0.0467 2.5129
-9.0000 13.5182 9.2949 19.3746 14.5189 233.3268 22.5290 8.5892 17.2566 0.0562 2.2109
-6.0000 11.9784 9.5649 13.6591 14.4629 267.7780 22.3390 9.7833 17.0945 0.0640 2.0209
-3.0000 11.0027 9.8049 7.0632 14.4289 290.1249 22.2390 10.5563 17.0045 0.0690 1.9109
0.0000 10.6711 9.8949 0.0000 6.5473 298.0047 22.1990 10.8241 16.9745 0.0707 1.8809
3.0000 11.0027 9.8049 7.0632 2.4289 290.1249 22.2390 10.5563 17.0045 0.0690 1.9109
6.0000 11.9784 9.5649 13.6591 2.4629 267.7780 22.3390 9.7833 17.0945 0.0640 2.0209
9.0000 13.5182 9.2949 19.3746 2.5189 233.3268 22.5290 8.5892 17.2566 0.0562 2.2109
12.0000 15.4174 9.0649 23.8942 2.5989 190.8371 22.8390 7.1052 17.5126 0.0467 2.5129
15.0000 17.3855 8.9149 27.0252 2.6989 145.1488 23.3229 5.4830 17.9147 0.0363 2.9890
18.0000 19.1059 8.8489 28.7162 2.8249 101.7723 0.1409 3.9055 18.5867 0.0262 3.7450
21.0000 20.3217 8.8489 29.0390 2.9749 67.5356 1.6308 2.5758 19.7947 0.0180 5.0570
24.0000 20.8679 8.9189 28.1839 3.1449 51.4746 4.0867 1.7840 22.0123 0.0134 7.1890
27.0000 20.6802 9.0449 26.3807 3.3449 55.0010 6.4488 1.7442 0.6337 0.0133 9.5189
30.0000 19.8029 9.2149 23.9144 3.5709 64.7241 7.8889 2.0782 2.3279 0.0151 11.1089
33.0000 18.3516 9.4249 21.0623 3.8169 71.6157 8.7829 2.3720 3.3021 0.0168 12.1149
36.0000 16.4854 9.6769 18.0681 4.0929 73.5435 9.4350 2.5009 3.9623 0.0175 12.8269
39.0000 14.3840 9.9669 15.1326 4.3929 70.9187 9.9710 2.4643 4.4804 0.0171 13.3990
42.0000 12.2157 10.2929 12.3983 4.7190 64.9540 10.4470 2.2982 4.9225 0.0159 13.9010
45.0000 10.1195 10.6490 9.9569 5.0710 56.9428 10.9030 2.0475 5.3406 0.0142 14.3670
48.0000 8.1864 11.0350 7.8545 5.4410 48.0502 11.3490 1.7545 5.7326 0.0121 14.8130
51.0000 6.4801 11.4550 6.0953 5.8370 39.2580 11.7890 1.4537 6.1287 0.0101 15.2590
54.0000 5.0296 11.9010 4.6626 6.2470 31.1131 12.2250 1.1688 6.5147 0.0081 15.6890
57.0000 3.8339 12.3770 3.5233 6.6730 23.9569 12.6550 0.9150 6.8947 0.0063 16.1290
60.0000 2.8765 12.8730 2.6298 7.1030 17.9521 13.0690 0.6986 7.2507 0.0048 16.5490
63.0000 2.1403 13.3730 1.9440 7.5330 12.9629 13.4830 0.5143 7.5947 0.0036 16.9530
66.0000 1.5490 13.7870 1.4251 7.9570 9.1719 13.9870 0.3685 8.0607 0.0026 17.4570
69.0000 1.0429 14.3350 1.0402 8.3610 6.7527 14.3510 0.2830 8.4987 0.0019 17.9470
72.0000 0.7443 15.3010 0.7584 8.6950 4.5333 14.1869 0.2139 8.2606 0.0014 17.9569
75.0000 0.6070 15.7969 0.5463 8.8690 2.4399 14.1890 0.1295 7.7006 0.0009 17.7589
78.0000 0.4483 15.6729 0.3773 8.8469 1.2749 14.6290 0.0652 7.4667 0.0005 17.6889
81.0000 0.2858 15.3349 0.2413 8.6329 0.6617 15.0685 0.0301 7.5248 0.0002 17.7308
84.0000 0.1552 14.8029 0.1362 8.2150 0.2056 7.3371 0.0115 7.4847 0.0000 19.6946
87.0000 0.0625 13.9570 0.0584 7.5690 1.2166 18.0849 0.0024 7.3445 0.0002 18.1609
