# ['lat', 'u_a', 'u_p', 'v_a', 'v_p', 'geopt_a', 'geopt_p', 'temp_a', 'temp_p', 'dr_rho_a', 'dr_rho_p']
-87.0000 0.1337 14.1947 0.0721 20.7328 5.4459 19.9668 0.1893 10.3373 0.0019 21.1568
-84.0000 0.2911 13.9228 0.1560 20.4288 5.0539 18.8965 0.2100 10.0978 0.0019 20.6769
-81.0000 0.4713 13.6648 0.2539 20.1608 5.4021 18.0951 0.2502 9.6625 0.0021 20.2110
-78.0000 0.6966 13.3268 0.3788 19.8129 6.2267 16.8335 0.3168 9.1332 0.0024 19.5271
-75.0000 0.9903 12.9189 0.5455 19.4049 7.9593 15.5851 0.4153 8.5777 0.0030 18.7810
-72.0000 1.3797 12.4609 0.7725 18.9369 10.8956 14.5029 0.5520 8.0361 0.0038 18.0249
-69.0000 1.8958 11.9790 1.0833 18.4490 15.2640 13.6160 0.7352 7.5023 0.0049 17.3008
-66.0000 2.5742 11.4850 1.5062 17.9510 21.3179 12.8732 0.9741 6.9864 0.0064 16.6148
-63.0000 3.4531 10.9910 2.0773 17.4510 29.3082 12.2319 1.2780 6.4945 0.0084 15.9829
-60.0000 4.5706 10.5010 2.8377 16.9610 39.4775 11.6583 1.6558 6.0166 0.0109 15.3889
-57.0000 5.9640 10.0210 3.8351 16.4910 52.0007 11.1366 2.1128 5.5487 0.0139 14.8409
-54.0000 7.6573 9.5550 5.1211 16.0310 66.8758 10.6528 2.6486 5.1047 0.0176 14.3329
-51.0000 9.6587 9.1190 6.7425 15.5950 83.8608 10.1968 3.2542 4.6747 0.0217 13.8490
-48.0000 11.9437 8.6929 8.7462 15.1790 102.4212 9.7589 3.9064 4.2687 0.0261 13.3890
-45.0000 14.4522 8.2969 11.1520 14.7890 121.5056 9.3469 4.5699 3.8726 0.0306 12.9590
-42.0000 17.0764 7.9209 13.9563 14.4229 139.6494 8.9469 5.1866 3.4966 0.0348 12.5490
-39.0000 19.6476 7.5749 17.1072 14.0869 154.8211 8.5629 5.6826 3.1366 0.0382 12.1490
-36.0000 21.9577 7.2549 20.5078 13.7769 164.6869 8.1829 5.9761 2.7785 0.0402 11.7569
-33.0000 23.7579 6.9589 23.9876 13.4949 166.6456 7.8029 5.9779 2.4164 0.0403 11.3609
-30.0000 24.8079 6.6989 27.3153 13.2349 158.4358 7.3929 5.6105 2.0304 0.0379 10.9349
-27.0000 24.8819 6.4629 30.2066 13.0089 138.4371 6.9069 4.8241 1.5523 0.0328 10.4229
-24.0000 23.8455 6.2529 32.3403 12.8089 106.7540 6.2049 3.6334 0.8321 0.0250 9.6508
-21.0000 21.6768 6.0708 33.3902 12.6289 68.1732 4.7368 2.2433 23.2116 0.0161 8.0288
-18.0000 18.5007 5.9168 33.0639 12.4729 50.2426 0.7947 1.8107 18.9463 0.0130 4.0969
-15.0000 14.6007 5.7908 31.1542 12.3468 89.8496 21.6589 3.3972 16.1587 0.0228 1.2629
-12.0000 10.3825 5.7008 27.5709 12.2429 149.1733 20.6009 5.5364 15.2366 0.0367 0.2469
-9.0000 6.3496 5.6608 22.3724 12.1629 207.0815 20.1369 7.5892 14.8145 0.0502 23.7809
-6.0000 3.0080 5.7148 15.7815 12.1068 254.6425 19.8909 9.2630 14.5985 0.0612 23.5349
-3.0000 0.8137 6.2588 8.1637 12.0729 285.7607 19.7669 10.3542 14.4825 0.0684 23.4089
0.0000 0.1711 10.8948 0.0000 10.0200 296.5965 19.7309 10.7343 14.4485 0.0709 23.3689
3.0000 0.8137 6.2588 8.1637 0.0729 285.7607 19.7669 10.3542 14.4825 0.0684 23.4089
6.0000 3.0080 5.7148 15.7815 0.1068 254.6425 19.8909 9.2630 14.5985 0.0612 23.5349
9.0000 6.3496 5.6608 22.3724 0.1629 207.0815 20.1369 7.5892 14.8145 0.0502 23.7809
12.0000 10.3825 5.7008 27.5709 0.2429 149.1733 20.6009 5.5364 15.2366 0.0367 0.2469
15.0000 14.6007 5.7908 31.1542 0.3468 89.8496 21.6589 3.3972 16.1587 0.0228 1.2629
18.0000 18.5007 5.9168 33.0639 0.4729 50.2426 0.7947 1.8107 18.9463 0.0130 4.0969
21.0000 21.6768 6.0708 33.3902 0.6289 68.1732 4.7368 2.2433 23.2116 0.0161 8.0288
24.0000 23.8455 6.2529 32.3403 0.8089 106.7540 6.2049 3.6334 0.8321 0.0250 9.6508
27.0000 24.8819 6.4629 30.2066 1.0089 138.4371 6.9069 4.8241 1.5523 0.0328 10.4229
30.0000 24.8079 6.6989 27.3153 1.2349 158.4358 7.3929 5.6105 2.0304 0.0379 10.9349
33.0000 23.7579 6.9589 23.9876 1.4949 166.6456 7.8029 5.9779 2.4164 0.0403 11.3609
36.0000 21.9577 7.2549 20.5078 1.7769 164.6869 8.1829 5.9761 2.7785 0.0402 11.7569
39.0000 19.6476 7.5749 17.1072 2.0869 154.8211 8.5629 5.6826 3.1366 0.0382 12.1490
42.0000 17.0764 7.9209 13.9563 2.4229 139.6494 8.9469 5.1866 3.4966 0.0348 12.5490
45.0000 14.4522 8.2969 11.1520 2.7890 121.5056 9.3469 4.5699 3.8726 0.0306 12.9590
48.0000 11.9437 8.6929 8.7462 3.1790 102.4212 9.7589 3.9064 4.2687 0.0261 13.3890
51.0000 9.6587 9.1190 6.7425 3.5950 83.8608 10.1968 3.2542 4.6747 0.0217 13.8490
54.0000 7.6573 9.5550 5.1211 4.0310 66.8758 10.6528 2.6486 5.1047 0.0176 14.3329
57.0000 5.9640 10.0210 3.8351 4.4910 52.0007 11.1366 2.1128 5.5487 0.0139 14.8409
60.0000 4.5706 10.5010 2.8377 4.9610 39.4775 11.6583 1.6558 6.0166 0.0109 15.3889
63.0000 3.4531 10.9910 2.0773 5.4510 29.3082 12.2319 1.2780 6.4945 0.0084 15.9829
66.0000 2.5742 11.4850 1.5062 5.9510 21.3179 12.8732 0.9741 6.9864 0.0064 16.6148
69.0000 1.8958 11.9790 1.0833 6.4490 15.2640 13.6160 0.7352 7.5023 0.0049 17.3008
72.0000 1.3797 12.4609 0.7725 6.9369 10.8956 14.5029 0.5520 8.0361 0.0038 18.0249
75.0000 0.9903 12.9189 0.5455 7.4049 7.9593 15.5851 0.4153 8.5777 0.0030 18.7810
78.0000 0.6966 13.3268 0.3788 7.8129 6.2267 16.8335 0.3168 9.1332 0.0024 19.5271
81.0000 0.4713 13.6648 0.2539 8.1608 5.4021 18.0951 0.2502 9.6625 0.0021 20.2110
84.0000 0.2911 13.9228 0.1560 8.4288 5.0539 18.8965 0.2100 10.0978 0.0019 20.6769
87.0000 0.1337 14.1947 0.0721 8.7328 5.4459 19.9668 0.1893 10.3373 0.0019 21.1568
