# ['lat', 'u_a', 'u_p', 'v_a', 'v_p', 'geopt_a', 'geopt_p', 'temp_a', 'temp_p', 'dr_rho_a', 'dr_rho_p']
-87.0000 0.2603 3.7185 0.5259 7.3564 58.8084 2.4770 0.0334 4.5374 0.0102 2.4470
-84.0000 2.6931 2.5984 1.5530 5.0189 12.9600 6.0574 0.3969 5.0467 0.0017 7.4667
-81.0000 5.4122 2.6088 4.1168 4.6791 19.1931 6.4076 0.7172 5.7878 0.0018 0.4483
-78.0000 8.1852 2.4792 7.6237 4.4793 27.5895 6.6590 0.9310 6.2681 0.0015 0.6174
-75.0000 12.5663 2.3593 12.0733 4.3493 49.4696 6.4595 1.4248 6.1085 0.0025 7.7691
-72.0000 17.3945 2.3193 16.8768 4.2693 91.5498 6.4693 2.2840 5.9687 0.0066 7.4792
-69.0000 21.5562 2.2293 21.2302 4.2192 140.0966 6.3193 3.1374 5.7488 0.0117 7.1692
-66.0000 25.7610 2.1993 24.5247 4.1692 211.5155 6.3193 4.4839 5.6789 0.0195 7.1290
-63.0000 28.0406 2.1693 26.1866 4.1392 278.6255 6.2593 5.6515 5.5889 0.0269 7.0289
-60.0000 29.2418 2.1593 25.8746 4.1193 355.6383 6.2492 6.9087 5.5490 0.0358 6.9689
-57.0000 28.4440 2.1493 23.5570 4.1094 415.8336 6.2192 7.8678 5.5190 0.0423 6.9089
-54.0000 26.6066 2.1594 19.5314 4.1195 471.4823 6.2093 8.6151 5.5191 0.0484 6.8590
-51.0000 23.2412 2.1794 14.2671 4.1497 496.4664 6.1993 8.9018 5.5391 0.0507 6.8191
-48.0000 19.3030 2.1995 8.3227 4.2499 504.0149 6.1994 8.8273 5.5792 0.0509 6.7792
-45.0000 14.7531 2.2495 2.4079 4.7403 479.0911 6.2194 8.3043 5.6292 0.0475 6.7593
-42.0000 10.0787 2.2996 3.9466 7.7485 429.3657 6.2295 7.3951 5.6992 0.0415 6.7394
-39.0000 5.4995 2.4196 9.0799 0.0192 353.2142 6.2695 6.1058 5.7892 0.0331 6.7395
-36.0000 1.3797 2.9898 13.3565 0.1194 255.6187 6.3096 4.4904 5.9093 0.0228 6.7296
-33.0000 2.6612 5.9491 16.4229 0.1995 142.0737 6.3996 2.6352 6.1193 0.0113 6.7398
-30.0000 5.6015 6.1693 17.9626 0.2595 23.6507 7.1297 0.8976 7.1291 0.0007 3.0866
-27.0000 7.7218 6.2394 17.7443 0.2995 104.3854 2.1392 1.8016 1.2689 0.0122 2.7991
-24.0000 8.9435 6.2695 15.6942 0.3395 214.7614 2.2494 3.5933 1.5991 0.0225 2.7992
-21.0000 9.3300 6.2895 11.9726 0.3696 303.5181 2.2894 5.0629 1.7291 0.0305 2.7893
-18.0000 9.0122 6.3095 7.0308 0.3998 361.1651 2.3195 5.9962 1.7992 0.0356 2.7794
-15.0000 8.1459 6.3196 1.5139 0.5909 381.7362 2.3295 6.2922 1.8393 0.0371 2.7595
-12.0000 6.8995 6.3196 3.9649 4.2689 363.3506 2.3296 5.9323 1.8793 0.0350 2.7395
-9.0000 5.3843 6.3296 8.7065 4.3094 308.5104 2.3396 4.9912 1.9093 0.0296 2.7196
-6.0000 3.6884 6.3296 12.3216 4.3196 223.5612 2.3297 3.5875 1.9294 0.0214 2.6997
-3.0000 1.8741 6.3296 14.5659 4.3196 117.2311 2.3297 1.8717 1.9394 0.0112 2.6798
0.0000 0.0000 0.3783 15.3198 4.3197 0.0003 4.3482 0.0000 3.1282 0.0000 5.4079
3.0000 1.8741 2.3296 14.5659 4.3196 117.2311 6.3297 1.8717 5.9394 0.0112 6.6798
6.0000 3.6884 2.3296 12.3216 4.3196 223.5612 6.3297 3.5875 5.9294 0.0214 6.6997
9.0000 5.3843 2.3296 8.7065 4.3094 308.5104 6.3396 4.9912 5.9093 0.0296 6.7196
12.0000 6.8995 2.3196 3.9649 4.2689 363.3506 6.3296 5.9323 5.8793 0.0350 6.7395
15.0000 8.1459 2.3196 1.5139 0.5909 381.7362 6.3295 6.2922 5.8393 0.0371 6.7595
18.0000 9.0122 2.3095 7.0308 0.3998 361.1651 6.3195 5.9962 5.7992 0.0356 6.7794
21.0000 9.3300 2.2895 11.9726 0.3696 303.5181 6.2894 5.0629 5.7291 0.0305 6.7893
24.0000 8.9435 2.2695 15.6942 0.3395 214.7614 6.2494 3.5933 5.5991 0.0225 6.7992
27.0000 7.7218 2.2394 17.7443 0.2995 104.3854 6.1392 1.8016 5.2689 0.0122 6.7991
30.0000 5.6015 2.1693 17.9626 0.2595 23.6507 3.1297 0.8976 3.1291 0.0007 7.0866
33.0000 2.6612 1.9491 16.4229 0.1995 142.0737 2.3996 2.6352 2.1193 0.0113 2.7398
36.0000 1.3797 6.9898 13.3565 0.1194 255.6187 2.3096 4.4904 1.9093 0.0228 2.7296
39.0000 5.4995 6.4196 9.0799 0.0192 353.2142 2.2695 6.1058 1.7892 0.0331 2.7395
42.0000 10.0787 6.2996 3.9466 7.7485 429.3657 2.2295 7.3951 1.6992 0.0415 2.7394
45.0000 14.7531 6.2495 2.4079 4.7403 479.0911 2.2194 8.3043 1.6292 0.0475 2.7593
48.0000 19.3030 6.1995 8.3227 4.2499 504.0149 2.1994 8.8273 1.5792 0.0509 2.7792
51.0000 23.2412 6.1794 14.2671 4.1497 496.4664 2.1993 8.9018 1.5391 0.0507 2.8191
54.0000 26.6066 6.1594 19.5314 4.1195 471.4823 2.2093 8.6151 1.5191 0.0484 2.8590
57.0000 28.4440 6.1493 23.5570 4.1094 415.8336 2.2192 7.8678 1.5190 0.0423 2.9089
60.0000 29.2418 6.1593 25.8746 4.1193 355.6383 2.2492 6.9087 1.5490 0.0358 2.9689
63.0000 28.0406 6.1693 26.1866 4.1392 278.6255 2.2593 5.6515 1.5889 0.0269 3.0289
66.0000 25.7610 6.1993 24.5247 4.1692 211.5155 2.3193 4.4839 1.6789 0.0195 3.1290
69.0000 21.5562 6.2293 21.2302 4.2192 140.0966 2.3193 3.1374 1.7488 0.0117 3.1692
72.0000 17.3945 6.3193 16.8768 4.2693 91.5498 2.4693 2.2840 1.9687 0.0066 3.4792
75.0000 12.5663 6.3593 12.0733 4.3493 49.4696 2.4595 1.4248 2.1085 0.0025 3.7691
78.0000 8.1852 6.4792 7.6237 4.4793 27.5895 2.6590 0.9310 2.2681 0.0015 4.6174
81.0000 5.4122 6.6088 4.1168 4.6791 19.1931 2.4076 0.7172 1.7878 0.0018 4.4483
84.0000 2.6931 6.5984 1.5530 5.0189 12.9600 2.0574 0.3969 1.0467 0.0017 3.4667
87.0000 0.2603 7.7185 0.5260 7.3564 58.8084 6.4770 0.0334 0.5374 0.0102 6.4470
