# ['lat', 'u_a', 'u_p', 'v_a', 'v_p', 'geopt_a', 'geopt_p', 'temp_a', 'temp_p', 'dr_rho_a', 'dr_rho_p']
-87.0000 2.3315 8.4786 2.3324 11.4786 0.1696 3.1228 0.0009 7.4335 0.0000 2.8589
-84.0000 4.6636 8.4786 4.6709 11.4786 0.2515 3.7268 0.0026 7.1720 0.0000 3.1840
-81.0000 6.9967 8.4786 7.0233 11.4786 0.6364 3.5714 0.0052 6.7404 0.0001 3.1021
-78.0000 9.3312 8.4786 9.3979 11.4786 1.4076 3.2268 0.0086 6.6575 0.0003 2.8732
-75.0000 11.6892 8.4786 11.7996 11.4786 3.3844 2.9518 0.0110 3.6806 0.0006 2.8782
-72.0000 14.0190 8.4846 14.2300 11.4846 6.8497 2.8600 0.0285 3.0286 0.0011 2.8355
-69.0000 16.3218 8.4886 16.6738 11.4886 12.5247 2.7523 0.0582 2.5538 0.0019 2.7891
-66.0000 18.5969 8.4886 19.1356 11.4886 21.3904 2.6964 0.1137 2.3127 0.0031 2.7727
-63.0000 20.8333 8.4946 21.5837 11.4946 34.3213 2.6505 0.1985 2.1764 0.0050 2.7486
-60.0000 22.9928 8.4986 24.0052 11.4986 52.3104 2.6305 0.3218 2.1014 0.0075 2.7505
-57.0000 25.0346 8.4986 26.3637 11.4986 76.0559 2.6046 0.4878 2.0500 0.0108 2.7423
-54.0000 26.9503 8.4986 28.6287 11.4986 107.0015 2.5946 0.7080 2.0064 0.0151 2.7382
-51.0000 28.6967 8.4986 30.7469 11.4986 145.8597 2.5786 0.9871 1.9727 0.0205 2.7382
-48.0000 30.2341 8.4986 32.6609 11.5027 193.2250 2.5686 1.3294 1.9409 0.0271 2.7382
-45.0000 31.5468 8.5027 34.3210 11.5027 249.9179 2.5686 1.7406 1.9191 0.0350 2.7382
-42.0000 32.5979 8.5027 35.6543 11.5027 316.0410 2.5586 2.2204 1.8932 0.0443 2.7382
-39.0000 33.3706 8.5086 36.6073 11.5027 391.4875 2.5527 2.7675 1.8772 0.0548 2.7382
-36.0000 33.8579 8.5086 37.1121 11.5027 475.6579 2.5527 3.3785 1.8613 0.0665 2.7382
-33.0000 34.0643 8.5127 37.1053 11.5027 567.4696 2.5468 4.0469 1.8513 0.0794 2.7382
-30.0000 33.9922 8.5127 36.5484 11.5127 665.4238 2.5427 4.7622 1.8354 0.0930 2.7382
-27.0000 33.6856 8.5127 35.3986 11.5127 767.4452 2.5427 5.5128 1.8313 0.1072 2.7382
-24.0000 33.1649 8.5227 33.6236 11.5227 870.7707 2.5427 6.2828 1.8254 0.1216 2.7423
-21.0000 32.4881 8.5227 31.2105 11.5268 972.9106 2.5468 7.0515 1.8254 0.1357 2.7423
-18.0000 31.7132 8.5327 28.1827 11.5368 1070.9297 2.5468 7.7979 1.8295 0.1491 2.7482
-15.0000 30.8981 8.5327 24.5489 11.5427 1160.6517 2.5468 8.4961 1.8295 0.1614 2.7482
-12.0000 30.1181 8.5368 20.3756 11.5527 1239.2953 2.5527 9.1186 1.8336 0.1722 2.7482
-9.0000 29.4254 8.5368 15.7255 11.5568 1304.7346 2.5527 9.6370 1.8336 0.1810 2.7541
-6.0000 28.8860 8.5427 10.7066 11.5668 1352.5287 2.5527 10.0297 1.8436 0.1876 2.7582
-3.0000 28.5460 8.5427 5.4203 11.5668 1382.5372 2.5568 10.2721 1.8436 0.1915 2.7582
0.0000 28.4273 8.5427 0.0000 3.2904 1392.3005 2.5568 10.3562 1.8436 0.1929 2.7582
3.0000 28.5460 8.5427 5.4203 5.5668 1382.5372 2.5568 10.2721 1.8436 0.1915 2.7582
6.0000 28.8860 8.5427 10.7066 5.5668 1352.5287 2.5527 10.0297 1.8436 0.1876 2.7582
9.0000 29.4254 8.5368 15.7255 5.5568 1304.7346 2.5527 9.6370 1.8336 0.1810 2.7541
12.0000 30.1181 8.5368 20.3756 5.5527 1239.2953 2.5527 9.1186 1.8336 0.1722 2.7482
15.0000 30.8981 8.5327 24.5489 5.5427 1160.6517 2.5468 8.4961 1.8295 0.1614 2.7482
18.0000 31.7132 8.5327 28.1827 5.5368 1070.9297 2.5468 7.7979 1.8295 0.1491 2.7482
21.0000 32.4881 8.5227 31.2105 5.5268 972.9106 2.5468 7.0515 1.8254 0.1357 2.7423
24.0000 33.1649 8.5227 33.6236 5.5227 870.7707 2.5427 6.2828 1.8254 0.1216 2.7423
27.0000 33.6856 8.5127 35.3986 5.5127 767.4452 2.5427 5.5128 1.8313 0.1072 2.7382
30.0000 33.9922 8.5127 36.5484 5.5127 665.4238 2.5427 4.7622 1.8354 0.0930 2.7382
33.0000 34.0643 8.5127 37.1053 5.5027 567.4696 2.5468 4.0469 1.8513 0.0794 2.7382
36.0000 33.8579 8.5086 37.1121 5.5027 475.6579 2.5527 3.3785 1.8613 0.0665 2.7382
39.0000 33.3706 8.5086 36.6073 5.5027 391.4875 2.5527 2.7675 1.8772 0.0548 2.7382
42.0000 32.5979 8.5027 35.6543 5.5027 316.0410 2.5586 2.2204 1.8932 0.0443 2.7382
45.0000 31.5468 8.5027 34.3210 5.5027 249.9179 2.5686 1.7406 1.9191 0.0350 2.7382
48.0000 30.2341 8.4986 32.6609 5.5027 193.2250 2.5686 1.3294 1.9409 0.0271 2.7382
51.0000 28.6967 8.4986 30.7469 5.4986 145.8597 2.5786 0.9871 1.9727 0.0205 2.7382
54.0000 26.9503 8.4986 28.6287 5.4986 107.0015 2.5946 0.7080 2.0064 0.0151 2.7382
57.0000 25.0346 8.4986 26.3637 5.4986 76.0559 2.6046 0.4878 2.0500 0.0108 2.7423
60.0000 22.9928 8.4986 24.0052 5.4986 52.3104 2.6305 0.3218 2.1014 0.0075 2.7505
63.0000 20.8333 8.4946 21.5837 5.4946 34.3213 2.6505 0.1985 2.1764 0.0050 2.7486
66.0000 18.5969 8.4886 19.1356 5.4886 21.3904 2.6964 0.1137 2.3127 0.0031 2.7727
69.0000 16.3218 8.4886 16.6738 5.4886 12.5247 2.7523 0.0582 2.5538 0.0019 2.7891
72.0000 14.0190 8.4846 14.2300 5.4846 6.8497 2.8600 0.0285 3.0286 0.0011 2.8355
75.0000 11.6892 8.4786 11.7996 5.4786 3.3847 2.9518 0.0110 3.6806 0.0006 2.8782
78.0000 9.3312 8.4786 9.3979 5.4786 1.4076 3.2268 0.0086 6.6575 0.0003 2.8732
81.0000 6.9967 8.4786 7.0233 5.4786 0.6364 3.5714 0.0052 6.7404 0.0001 3.1021
84.0000 4.6636 8.4786 4.6709 5.4786 0.2515 3.7268 0.0026 7.1720 0.0000 3.1840
87.0000 2.3315 8.4786 2.3324 5.4786 0.1696 3.1228 0.0009 7.4335 0.0000 2.8589
