# ['lat', 'u_a', 'u_p', 'v_a', 'v_p', 'geopt_a', 'geopt_p', 'temp_a', 'temp_p', 'dr_rho_a', 'dr_rho_p']
-87.0000 0.3599 5.6281 0.3188 7.7684 13.2286 5.5258 0.0053 0.8320 0.0023 5.5158
-84.0000 1.6106 5.5339 1.5147 7.5800 5.7697 1.3313 0.0457 1.1829 0.0008 1.3758
-81.0000 3.6790 5.5039 3.5507 7.5158 8.0040 1.5258 0.1486 1.3977 0.0006 1.7165
-78.0000 6.5339 5.4677 6.3620 7.4777 21.9102 1.4939 0.2843 1.2432 0.0023 1.6684
-75.0000 10.0299 5.4597 9.8051 7.4616 43.5540 1.4877 0.5418 1.1932 0.0048 1.6600
-72.0000 13.9042 5.4616 13.6469 7.4535 75.8556 1.4997 0.9167 1.1651 0.0086 1.6839
-69.0000 17.9318 5.4535 17.6104 7.4535 119.1291 1.4835 1.4081 1.1170 0.0137 1.6877
-66.0000 22.0404 5.4535 21.4439 7.4535 175.5862 1.4816 2.0670 1.0970 0.0203 1.6897
-63.0000 25.9538 5.4535 24.9012 7.4455 244.5223 1.4755 2.8642 1.0870 0.0284 1.6897
-60.0000 29.2979 5.4535 27.6873 7.4435 322.5561 1.4835 3.7738 1.0790 0.0375 1.6997
-57.0000 31.9719 5.4435 29.5454 7.4435 409.4699 1.4735 4.7836 1.0690 0.0477 1.6897
-54.0000 33.8554 5.4435 30.2681 7.4335 502.3799 1.4735 5.8657 1.0690 0.0586 1.6916
-51.0000 34.6866 5.4435 29.6873 7.4335 593.5938 1.4655 6.9344 1.0609 0.0692 1.6897
-48.0000 34.5258 5.4335 27.7108 7.4235 681.2188 1.4655 7.9533 1.0509 0.0795 1.6897
-45.0000 33.2411 5.4255 24.2951 7.4055 755.6290 1.4635 8.8202 1.0409 0.0883 1.6816
-42.0000 30.9304 5.4235 19.5044 7.3855 811.7561 1.4555 9.4648 1.0309 0.0951 1.6797
-39.0000 27.6764 5.4155 13.5395 7.3393 841.6762 1.4455 9.7993 1.0128 0.0988 1.6797
-36.0000 23.6392 5.4055 6.6842 7.2351 839.3893 1.4355 9.7523 0.9928 0.0988 1.6716
-33.0000 19.0244 5.3974 1.2421 4.5300 799.6591 1.4274 9.2694 0.9728 0.0945 1.6716
-30.0000 14.0756 5.3874 8.2687 3.5416 720.2274 1.4174 8.3249 0.9548 0.0854 1.6635
-27.0000 9.0504 5.3774 15.1354 3.4635 601.2986 1.4074 6.9264 0.9348 0.0715 1.6535
-24.0000 4.1858 5.3493 20.9348 3.4274 446.6881 1.3974 5.1253 0.9128 0.0534 1.6455
-21.0000 0.3501 1.9419 25.1444 3.4074 263.9459 1.3693 3.0091 0.8648 0.0318 1.6255
-18.0000 4.3053 1.4335 27.3766 3.3974 64.4057 1.2213 0.7205 0.6067 0.0080 1.5213
-15.0000 7.6813 1.4155 27.3991 3.3874 140.8285 5.4935 1.6602 5.0728 0.0164 5.7197
-12.0000 10.4082 1.4055 25.2084 3.3855 334.5078 5.4374 3.8747 4.9848 0.0395 5.6735
-9.0000 12.4850 1.4055 20.9658 3.3755 503.4182 5.4255 5.8037 4.9628 0.0597 5.6616
-6.0000 13.9376 1.4055 15.0037 3.3755 634.4437 5.4155 7.2990 4.9528 0.0753 5.6535
-3.0000 14.7911 1.3974 7.8189 3.3755 717.4540 5.4155 8.2467 4.9528 0.0852 5.6516
0.0000 15.0740 1.3974 0.0000 2.9492 745.9109 5.4155 8.5697 4.9528 0.0886 5.6516
3.0000 14.7911 1.3974 7.8189 7.3755 717.4540 5.4155 8.2467 4.9528 0.0852 5.6516
6.0000 13.9376 1.4055 15.0037 7.3755 634.4437 5.4155 7.2990 4.9528 0.0753 5.6535
9.0000 12.4850 1.4055 20.9658 7.3755 503.4182 5.4255 5.8037 4.9628 0.0597 5.6616
12.0000 10.4082 1.4055 25.2084 7.3855 334.5078 5.4374 3.8747 4.9848 0.0395 5.6735
15.0000 7.6813 1.4155 27.3991 7.3874 140.8285 5.4935 1.6602 5.0728 0.0164 5.7197
18.0000 4.3053 1.4335 27.3766 7.3974 64.4057 1.2213 0.7205 0.6067 0.0080 1.5213
21.0000 0.3501 1.9419 25.1444 7.4074 263.9459 1.3693 3.0091 0.8648 0.0318 1.6255
24.0000 4.1858 5.3493 20.9348 7.4274 446.6881 1.3974 5.1253 0.9128 0.0534 1.6455
