# ['lat', 'u_a', 'u_p', 'v_a', 'v_p', 'geopt_a', 'geopt_p', 'temp_a', 'temp_p', 'dr_rho_a', 'dr_rho_p']
-87.0000 0.5205 8.1180 0.4992 5.0079 5.8717 4.9869 0.0729 6.5479 0.0008 4.2972
-84.0000 1.1228 8.4980 0.9647 5.2780 9.3243 8.3879 0.2959 6.9878 0.0011 10.6271
-81.0000 1.7712 8.7380 1.3148 5.4780 21.6558 8.4680 0.6403 7.2379 0.0023 10.5871
-78.0000 2.4681 8.8280 1.4694 5.6181 40.0038 8.7380 1.0857 7.3279 0.0047 10.6072
-75.0000 3.0955 8.6580 1.3631 5.6481 56.5286 8.7180 1.5367 7.2279 0.0070 10.5673
-72.0000 4.6012 8.5680 1.0604 5.5583 83.5458 8.6380 2.3338 7.1679 0.0103 10.5473
-69.0000 6.0829 8.6379 0.4986 5.3286 113.7516 8.6580 3.1338 7.2079 0.0138 10.5473
-66.0000 7.7043 8.6079 0.4355 0.1167 145.7117 8.6380 3.9998 7.1779 0.0178 10.5173
-63.0000 9.6859 8.5879 1.7198 11.7776 181.4555 8.6280 4.9622 7.1479 0.0222 10.4873
-60.0000 11.7873 8.5779 3.4092 11.6977 217.0583 8.6080 5.9130 7.1279 0.0267 10.4673
-57.0000 13.9674 8.5479 5.5027 11.6578 251.0487 8.5880 6.8130 7.0979 0.0310 10.4372
-54.0000 16.1243 8.5279 7.9647 11.6178 281.2024 8.5680 7.5838 7.0679 0.0349 10.3973
-51.0000 18.0599 8.4979 10.7225 11.5779 303.4556 8.5380 8.1376 7.0379 0.0378 10.3573
-48.0000 19.6208 8.4679 13.6594 11.5379 315.4142 8.5080 8.3867 6.9979 0.0395 10.3073
-45.0000 20.6048 8.4279 16.6011 11.4979 313.3245 8.4780 8.2480 6.9479 0.0394 10.2573
-42.0000 20.8346 8.3979 19.3352 11.4579 294.8938 8.4479 7.6571 6.8979 0.0373 10.1873
-39.0000 20.1742 8.3579 21.6065 11.4179 258.4412 8.3980 6.5768 6.8379 0.0330 10.0973
-36.0000 18.5525 8.3079 23.1535 11.3779 204.0376 8.3480 5.0212 6.7579 0.0263 9.9774
-33.0000 15.9836 8.2579 23.7022 11.3379 133.6969 8.2580 3.0603 6.6078 0.0177 9.7475
-30.0000 12.6118 8.2079 23.0402 11.2879 52.1360 7.9682 0.8819 5.8172 0.0082 9.0078
-27.0000 8.6671 8.1180 21.0307 11.2479 39.1682 2.9570 1.6941 1.3277 0.0069 5.7261
-24.0000 4.5132 7.9580 17.6447 11.1979 123.8074 2.5276 3.9533 0.9978 0.0166 4.7266
-21.0000 0.7973 6.3959 13.0115 11.1279 198.4702 2.4377 5.9129 0.8878 0.0261 4.4668
-18.0000 2.9997 2.5676 7.4142 11.0179 253.7373 2.3877 7.3204 0.8179 0.0333 4.3469
-15.0000 5.3950 2.3478 1.4246 10.0867 282.3121 2.3478 7.9986 0.7778 0.0371 4.2669
-12.0000 6.5861 2.2778 5.0678 5.4577 279.7708 2.3278 7.8369 0.7478 0.0368 4.2170
-9.0000 6.4612 2.2278 10.6869 5.2878 245.2240 2.3078 6.8168 0.7278 0.0323 4.1869
-6.0000 5.1078 2.2078 15.2077 5.2378 181.9056 2.2978 5.0306 0.7078 0.0240 4.1570
-3.0000 2.8106 2.1878 18.1347 5.2078 96.7931 2.2878 2.6700 0.6978 0.0128 4.1470
0.0000 0.0000 2.1780 19.1468 5.2078 0.0000 2.2380 0.0000 0.3173 0.0000 3.4677
3.0000 2.8106 8.1878 18.1347 5.2078 96.7931 8.2878 2.6700 6.6978 0.0128 10.1470
6.0000 5.1078 8.2078 15.2077 5.2378 181.9056 8.2978 5.0306 6.7078 0.0240 10.1570
9.0000 6.4612 8.2278 10.6869 5.2878 245.2240 8.3078 6.8168 6.7278 0.0323 10.1869
12.0000 6.5861 8.2778 5.0678 5.4577 279.7708 8.3278 7.8369 6.7478 0.0368 10.2170
15.0000 5.3950 8.3478 1.4246 10.0867 282.3121 8.3478 7.9986 6.7778 0.0371 10.2669
18.0000 2.9997 8.5676 7.4142 11.0179 253.7373 8.3877 7.3204 6.8179 0.0333 10.3469
21.0000 0.7973 0.3959 13.0115 11.1279 198.4702 8.4377 5.9129 6.8878 0.0261 10.4668
24.0000 4.5132 1.9580 17.6447 11.1979 123.8074 8.5276 3.9533 6.9978 0.0166 10.7266
27.0000 8.6671 2.1180 21.0307 11.2479 39.1682 8.9570 1.6941 7.3277 0.0069 11.7261
30.0000 12.6118 2.2079 23.0402 11.2879 52.1360 1.9682 0.8819 11.8172 0.0082 3.0078
33.0000 15.9836 2.2579 23.7022 11.3379 133.6969 2.2580 3.0603 0.6078 0.0177 3.7475
36.0000 18.5525 2.3079 23.1535 11.3779 204.0376 2.3480 5.0212 0.7579 0.0263 3.9774
