# ['lat', 'u_a', 'u_p', 'v_a', 'v_p', 'geopt_a', 'geopt_p', 'temp_a', 'temp_p', 'dr_rho_a', 'dr_rho_p']
-87.0000 0.4133 21.9000 0.4172 3.8700 3.3490 20.2247 0.0384 15.5065 0.0006 21.6164
-84.0000 0.4774 21.5205 0.4548 3.6188 1.8325 22.1465 0.0765 15.3230 0.0006 1.1236
-81.0000 0.5999 21.1492 0.5288 3.2257 3.2603 21.2540 0.1221 14.7413 0.0009 0.2460
-78.0000 0.7216 20.6443 0.6400 2.7326 4.7680 20.6726 0.1959 14.4813 0.0014 0.0130
-75.0000 0.9294 19.8961 0.8034 2.1661 6.9776 20.2943 0.2761 14.2513 0.0019 23.6583
-72.0000 1.2437 19.2143 1.0371 1.5761 9.6084 19.8161 0.3779 13.8795 0.0026 23.2353
-69.0000 1.6765 18.5992 1.3630 1.0043 13.1161 19.2943 0.5107 13.4778 0.0035 22.7605
-66.0000 2.2531 18.0257 1.8075 0.4609 17.7171 18.7626 0.6805 13.0478 0.0046 22.2640
-63.0000 3.0029 17.4822 2.4013 23.9374 23.6625 18.2474 0.8937 12.6260 0.0061 21.7657
-60.0000 3.9603 16.9788 3.1803 23.4357 31.0852 17.7522 1.1553 12.1960 0.0078 21.2774
-57.0000 5.1475 16.4988 4.1829 22.9640 40.1420 17.2688 1.4682 11.7760 0.0099 20.7974
-54.0000 6.5865 16.0405 5.4531 22.5222 50.7751 16.8053 1.8305 11.3660 0.0123 20.3274
-51.0000 8.2776 15.6122 7.0230 22.1022 62.7835 16.3635 2.2326 10.9560 0.0150 19.8757
-48.0000 10.2065 15.2122 8.9212 21.7040 75.6153 15.9318 2.6569 10.5660 0.0179 19.4440
-45.0000 12.3159 14.8340 11.1571 21.3257 88.4946 15.5200 3.0729 10.1860 0.0207 19.0222
-42.0000 14.5209 14.4857 13.7138 20.9840 100.1458 15.1100 3.4388 9.8142 0.0231 18.6040
-39.0000 16.6948 14.1674 16.5330 20.6574 109.1171 14.7018 3.7032 9.4342 0.0249 18.1840
