# ['lat', 'u_a', 'u_p', 'v_a', 'v_p', 'geopt_a', 'geopt_p', 'temp_a', 'temp_p', 'dr_rho_a', 'dr_rho_p']
-87.0000 5.9289 10.9836 5.4252 8.0136 101.1708 11.0977 1.1012 9.6673 0.0140 11.6672
-84.0000 6.2265 10.8036 4.5721 7.9836 105.2934 10.9236 2.1073 9.5673 0.0124 0.1813
-81.0000 8.9456 10.6936 3.5341 7.9195 186.9886 10.8036 3.6475 9.4614 0.0220 0.0172
-78.0000 10.1537 10.8577 1.9406 7.9954 245.2009 10.8777 4.6661 9.5655 0.0286 0.0432
-75.0000 12.2241 10.7817 0.3238 0.5177 304.5653 10.8536 5.8225 9.5155 0.0357 0.0232
-72.0000 14.8844 10.7817 2.9812 1.6817 364.2116 10.8536 6.9833 9.5155 0.0428 0.0332
-69.0000 17.7917 10.7677 6.2112 1.7417 420.0639 10.8377 8.0750 9.4995 0.0494 0.0172
-66.0000 20.9579 10.7617 9.9328 1.7617 471.5947 10.8277 9.0812 9.4895 0.0556 0.0172
-63.0000 24.2109 10.7517 14.0882 1.7717 515.6048 10.8177 9.9509 9.4695 0.0609 0.0072
-60.0000 27.4070 10.7417 18.5934 1.7717 549.4968 10.8017 10.6221 9.4477 0.0650 11.9972
-57.0000 30.3498 10.7258 23.3269 1.7658 569.8336 10.7817 11.0340 9.4277 0.0676 11.9813
-54.0000 32.8219 10.7158 28.1190 1.7617 572.8921 10.7658 11.1098 9.3977 0.0683 11.9713
-51.0000 34.6080 10.7058 32.7531 1.7517 555.9593 10.7417 10.7888 9.3617 0.0665 11.9454
-48.0000 35.4879 10.6858 36.9722 1.7358 515.8463 10.7158 10.0120 9.3217 0.0621 11.9254
-45.0000 35.2761 10.6658 40.4769 1.7158 450.5518 10.6799 8.7436 9.2717 0.0546 11.8895
-42.0000 33.8394 10.6399 42.9585 1.6958 360.3630 10.6299 6.9901 9.1958 0.0442 11.8477
-39.0000 31.1355 10.6158 44.1141 1.6758 247.0398 10.5381 4.7908 9.0639 0.0308 11.7599
-36.0000 27.2210 10.5799 43.6635 1.6458 115.7522 10.2644 2.2763 8.6802 0.0152 11.5225
-33.0000 22.2772 10.5399 41.4151 1.6099 43.9864 6.0458 1.0393 4.9345 0.0044 7.5872
-30.0000 16.6009 10.4799 37.2675 1.5799 185.6438 4.9777 3.6560 3.6817 0.0214 6.1909
-27.0000 10.5928 10.3940 31.2576 1.5299 327.6497 4.8317 6.3558 3.4717 0.0389 6.0272
-24.0000 4.7553 10.1421 23.5805 1.4681 451.7579 4.7658 8.7057 3.3717 0.0543 5.9613
-21.0000 1.1708 6.4311 14.5956 1.3621 546.1870 4.7199 10.4780 3.3117 0.0663 5.9095
-18.0000 4.9481 4.8558 4.9439 0.9029 600.5081 4.6899 11.4783 3.2617 0.0735 5.8795
-15.0000 7.7176 4.6858 5.6517 8.0958 608.3312 4.6599 11.5891 3.2258 0.0749 5.8536
-12.0000 8.8944 4.6158 15.0542 7.7158 565.9720 4.6440 10.7512 3.2017 0.0699 5.8277
-9.0000 8.4435 4.5758 23.3835 7.6258 475.1653 4.6299 9.0079 3.1758 0.0589 5.8117
-6.0000 6.5468 4.5499 29.8818 7.5899 342.6790 4.6199 6.4849 3.1617 0.0426 5.8017
-3.0000 3.5636 4.5399 34.0145 7.5640 179.4749 4.6140 3.3939 3.1517 0.0223 5.7917
0.0000 0.0000 1.6104 35.4298 7.5599 0.0000 1.8273 0.0000 2.7191 0.0000 1.4834
3.0000 3.5636 10.5399 34.0145 7.5640 179.4749 10.6140 3.3939 9.1517 0.0223 11.7917
6.0000 6.5468 10.5499 29.8818 7.5899 342.6790 10.6199 6.4849 9.1617 0.0426 11.8017
9.0000 8.4435 10.5758 23.3835 7.6258 475.1653 10.6299 9.0079 9.1758 0.0589 11.8117
12.0000 8.8944 10.6158 15.0542 7.7158 565.9720 10.6440 10.7512 9.2017 0.0699 11.8277
15.0000 7.7176 10.6858 5.6517 8.0958 608.3312 10.6599 11.5891 9.2258 0.0749 11.8536
18.0000 4.9481 10.8558 4.9439 0.9029 600.5081 10.6899 11.4783 9.2617 0.0735 11.8795
21.0000 1.1708 0.4311 14.5956 1.3621 546.1870 10.7199 10.4780 9.3117 0.0663 11.9095
24.0000 4.7553 4.1421 23.5805 1.4681 451.7579 10.7658 8.7057 9.3717 0.0543 11.9613
27.0000 10.5928 4.3940 31.2576 1.5299 327.6497 10.8317 6.3558 9.4717 0.0389 0.0272
30.0000 16.6009 4.4799 37.2675 1.5799 185.6438 10.9777 3.6560 9.6817 0.0214 0.1909
33.0000 22.2772 4.5399 41.4151 1.6099 43.9864 0.0458 1.0393 10.9345 0.0044 1.5872
36.0000 27.2210 4.5799 43.6635 1.6458 115.7522 4.2644 2.2763 2.6802 0.0152 5.5225
39.0000 31.1355 4.6158 44.1141 1.6758 247.0398 4.5381 4.7908 3.0639 0.0308 5.7599
