# ['lat', 'u_a', 'u_p', 'v_a', 'v_p', 'geopt_a', 'geopt_p', 'temp_a', 'temp_p', 'dr_rho_a', 'dr_rho_p']
-87.0000 0.4149 23.8022 0.4183 5.7722 3.1080 22.2916 0.0363 17.3923 0.0005 23.6916
-84.0000 0.4728 23.4720 0.4524 5.5621 1.8397 0.0323 0.0724 17.1923 0.0006 2.9026
-81.0000 0.5811 23.1419 0.5184 5.2019 3.2235 23.2220 0.1164 16.6024 0.0009 2.0824
-78.0000 0.6890 22.6618 0.6179 4.7418 4.6668 22.6818 0.1870 16.3424 0.0013 1.8823
-75.0000 0.8736 21.9218 0.7643 4.1918 6.7234 22.3118 0.2643 16.1124 0.0019 1.5522
-72.0000 1.1546 21.2318 0.9747 3.6018 9.1410 21.8418 0.3629 15.7324 0.0025 1.1621
-69.0000 1.5455 20.5919 1.2703 3.0218 12.3315 21.3118 0.4916 15.3224 0.0034 0.7120
-66.0000 2.0743 20.0019 1.6769 2.4619 16.4924 20.7718 0.6570 14.8924 0.0044 0.2320
-63.0000 2.7672 19.4420 2.2248 1.9219 21.8828 20.2319 0.8650 14.4624 0.0058 23.7419
-60.0000 3.6568 18.9221 2.9479 1.4119 28.6527 19.7120 1.1207 14.0324 0.0074 23.2619
-57.0000 4.7703 18.4421 3.8849 0.9320 36.9441 19.2121 1.4267 13.6124 0.0094 22.7819
-54.0000 6.1218 17.9920 5.0732 0.4820 46.7846 18.7321 1.7813 13.2024 0.0117 22.3119
-51.0000 7.7118 17.5720 6.5474 0.0620 57.9184 18.2821 2.1752 12.7924 0.0143 21.8519
-48.0000 9.5231 17.1720 8.3280 23.6720 69.9021 17.8422 2.5905 12.4024 0.0170 21.4120
-45.0000 11.5016 16.8020 10.4222 23.3019 81.9896 17.4222 2.9983 12.0224 0.0197 20.9820
-42.0000 13.5612 16.4619 12.8120 22.9520 92.9855 17.0122 3.3585 11.6425 0.0220 20.5720
-39.0000 15.5769 16.1519 15.4368 22.6419 101.4637 16.6122 3.6185 11.2625 0.0238 20.1520
-36.0000 17.3986 15.8719 18.2048 22.3419 105.7544 16.1922 3.7206 10.8725 0.0245 19.7220
-33.0000 18.8562 15.6119 20.9668 22.0719 104.1834 15.7421 3.6116 10.4425 0.0239 19.2420
-30.0000 19.7717 15.3918 23.5308 21.8319 95.4353 15.2021 3.2420 9.9025 0.0216 18.6520
-27.0000 20.0070 15.2018 25.6798 21.6119 79.2629 14.4221 2.6146 9.0925 0.0178 17.8019
-24.0000 19.4690 15.0418 27.1645 21.4119 58.5610 13.0221 1.8605 7.5024 0.0133 16.2119
-21.0000 18.1587 14.9318 27.7470 21.2419 47.0880 10.1020 1.6027 4.1823 0.0117 13.2319
-18.0000 16.1631 14.8718 27.2220 21.0919 67.2802 7.1020 2.5476 1.4224 0.0172 10.5819
-15.0000 13.6842 14.8718 25.4486 20.9719 108.2078 5.7120 4.0985 0.2525 0.0267 9.3219
-12.0000 11.0082 14.9618 22.3746 20.8719 154.2040 5.0421 5.7733 23.6925 0.0372 8.6919
-9.0000 8.4785 15.1719 18.0670 20.7919 197.5494 4.6820 7.3290 23.3825 0.0470 8.3319
-6.0000 6.4423 15.5319 12.6970 20.7319 232.7620 4.4720 8.5885 23.1925 0.0550 8.1319
-3.0000 5.1620 15.9320 6.5547 20.7019 255.7102 4.3521 9.4021 23.1025 0.0602 8.0119
0.0000 4.7364 16.1320 0.0000 11.9899 263.6431 4.3220 9.6846 23.0625 0.0620 7.9819
3.0000 5.1620 15.9320 6.5547 8.7019 255.7102 4.3521 9.4021 23.1025 0.0602 8.0119
6.0000 6.4423 15.5319 12.6970 8.7319 232.7620 4.4720 8.5885 23.1925 0.0550 8.1319
