# ['lat', 'u_a', 'u_p', 'v_a', 'v_p', 'geopt_a', 'geopt_p', 'temp_a', 'temp_p', 'dr_rho_a', 'dr_rho_p']
-87.0000 4.2313 5.6937 4.2286 8.7337 669.8994 5.9064 9.7988 4.8332 0.0775 6.6141
-84.0000 8.4373 5.6837 8.4705 8.7237 669.5989 5.8964 9.7822 4.8332 0.0775 6.6060
-81.0000 12.5851 5.6756 12.7240 8.7237 668.7218 5.8883 9.7471 4.8232 0.0775 6.6041
-78.0000 16.6315 5.6656 16.9821 8.7137 665.9913 5.8783 9.6759 4.8032 0.0775 6.5879
-75.0000 20.5201 5.6456 21.2297 8.6937 660.9236 5.8683 9.5492 4.7932 0.0771 6.5779
-72.0000 24.1756 5.6356 25.4215 8.6756 650.7964 5.8583 9.3465 4.7732 0.0762 6.5579
-69.0000 27.4995 5.6156 29.4842 8.6556 634.6234 5.8464 9.0388 4.7613 0.0746 6.5379
-66.0000 30.3937 5.5937 33.3256 8.6356 610.4727 5.8283 8.6105 4.7494 0.0719 6.5098
-63.0000 32.7308 5.5737 36.8343 8.6137 576.0053 5.8183 8.0374 4.7556 0.0679 6.4898
-60.0000 34.4081 5.5537 39.8753 8.6017 530.0845 5.8144 7.3115 4.7717 0.0624 6.4579
-57.0000 35.3160 5.5398 42.2961 8.5798 470.9981 5.8125 6.4274 4.8060 0.0550 6.4260
-54.0000 35.3897 5.5360 43.9729 8.5679 397.9743 5.8186 5.3955 4.8883 0.0459 6.4021
-51.0000 34.5998 5.5341 44.7705 8.5660 311.7048 5.8448 4.2459 5.0206 0.0349 6.3744
-48.0000 32.9630 5.5483 44.6109 8.5802 213.2232 5.9151 3.0210 5.2929 0.0224 6.3651
-45.0000 30.5571 5.5744 43.4489 8.6044 105.5471 6.1400 1.8372 5.9325 0.0087 6.3817
-42.0000 27.5058 5.6186 41.2939 8.6406 28.8001 9.7451 1.2160 7.7327 0.0059 0.1774
-39.0000 23.9681 5.6829 38.1973 8.7048 135.5252 11.3928 1.9435 9.4345 0.0203 0.2675
-36.0000 20.1256 5.7690 34.2503 8.7890 252.2787 11.5798 3.2279 10.0890 0.0340 0.2928
-33.0000 16.1520 5.8851 29.5686 8.9051 363.0598 11.6802 4.6200 10.4298 0.0462 0.3213
-30.0000 12.2153 6.0351 24.2619 9.0551 462.1088 11.7544 6.0110 10.6621 0.0562 0.3598
-27.0000 8.4685 6.2409 18.4320 9.2690 544.1845 11.8206 7.3188 10.8402 0.0637 0.4121
-24.0000 5.0709 6.5802 12.2416 9.6202 603.7756 11.8786 8.4526 10.9841 0.0680 0.4764
-21.0000 2.3163 7.4339 6.3110 10.5113 636.3514 11.9467 9.2936 11.0979 0.0693 0.5586
-18.0000 1.5381 10.0745 5.0482 1.1564 637.6721 0.0067 9.6984 11.1937 0.0673 0.6348
-15.0000 2.7525 11.3706 10.6840 2.4206 605.1021 0.0567 9.5491 11.2613 0.0623 0.7129
-12.0000 3.5792 11.7529 17.1795 2.8029 538.4337 0.1086 8.7650 11.3171 0.0542 0.7909
-9.0000 3.6314 11.9348 23.1034 2.9848 438.2490 0.1406 7.3138 11.3590 0.0434 0.8609
-6.0000 2.9261 0.0286 27.8206 3.0886 309.8285 0.1706 5.2631 11.3828 0.0304 0.9109
-3.0000 1.6262 0.0806 30.8622 3.1406 160.4594 0.1825 2.7554 11.3966 0.0156 0.9429
0.0000 0.0000 9.7232 31.9127 3.1625 0.0002 1.7145 0.0000 11.8307 0.0000 3.0372
3.0000 1.6262 6.0806 30.8622 3.1406 160.4594 6.1825 2.7554 5.3966 0.0156 6.9429
