# ['lat', 'u_a', 'u_p', 'v_a', 'v_p', 'geopt_a', 'geopt_p', 'temp_a', 'temp_p', 'dr_rho_a', 'dr_rho_p']
-87.0000 1.0884 14.9534 0.5474 21.0554 230.0075 15.2676 2.8876 13.4981 0.0272 16.2657
-84.0000 2.2132 14.9434 1.1174 21.0354 236.6628 15.2576 2.9468 13.4962 0.0280 16.2457
-81.0000 3.3782 14.9315 1.7169 21.0254 246.6631 15.2457 3.0656 13.4681 0.0293 16.2257
-78.0000 4.6117 14.9115 2.3669 21.0054 261.2825 15.2257 3.2372 13.4381 0.0311 16.2057
-75.0000 5.9334 14.8834 3.0848 20.9854 280.2849 15.1976 3.4599 13.4000 0.0334 16.1776
-72.0000 7.3646 14.8634 3.8884 20.9573 303.7272 15.1676 3.7363 13.3600 0.0363 16.1476
-69.0000 8.9197 14.8334 4.7977 20.9273 331.6492 15.1296 4.0641 13.3100 0.0398 16.1176
-66.0000 10.6089 14.7954 5.8314 20.8973 363.8929 15.0976 4.4451 13.2619 0.0437 16.0796
-63.0000 12.4426 14.7654 7.0101 20.8673 400.4391 15.0596 4.8758 13.2119 0.0483 16.0496
-60.0000 14.3996 14.7273 8.3509 20.8292 440.8456 15.0196 5.3538 13.1619 0.0533 16.0096
-57.0000 16.4931 14.6954 9.8728 20.7992 484.6877 14.9896 5.8725 13.1039 0.0587 15.9796
-54.0000 18.6728 14.6573 11.5925 20.7592 531.1028 14.9496 6.4235 13.0558 0.0645 15.9415
-51.0000 20.9170 14.6273 13.5142 20.7292 579.1141 14.9115 6.9952 13.0058 0.0704 15.9115
-48.0000 23.1703 14.5973 15.6505 20.6992 627.3535 14.8796 7.5708 12.9577 0.0764 15.8796
-45.0000 25.3663 14.5673 18.0007 20.6692 674.1873 14.8415 8.1329 12.9177 0.0822 15.8415
-42.0000 27.4136 14.5373 20.5563 20.6473 717.6762 14.8115 8.6574 12.8796 0.0875 15.8115
-39.0000 29.2345 14.5073 23.3013 20.6192 755.5560 14.7815 9.1178 12.8496 0.0921 15.7896
-36.0000 30.7178 14.4873 26.1958 20.5973 785.5010 14.7515 9.4854 12.8196 0.0958 15.7596
-33.0000 31.7542 14.4654 29.2212 20.5773 805.0170 14.7296 9.7295 12.7996 0.0981 15.7315
-30.0000 32.2508 14.4534 32.3263 20.5654 811.7398 14.7015 9.8218 12.7796 0.0988 15.7096
-27.0000 32.1135 14.4415 35.4354 20.5454 803.6232 14.6815 9.7345 12.7616 0.0977 15.6896
-24.0000 31.2718 14.4315 38.4984 20.5334 778.6735 14.6615 9.4458 12.7516 0.0946 15.6696
-21.0000 29.6658 14.4196 41.4438 20.5315 735.9876 14.6496 8.9387 12.7496 0.0893 15.6576
-18.0000 27.2886 14.4096 44.1943 20.5215 674.7776 14.6396 8.2061 12.7396 0.0818 15.6376
-15.0000 24.1442 14.4076 46.6698 20.5176 595.6225 14.6296 7.2523 12.7396 0.0721 15.6257
-12.0000 20.2827 14.4057 48.8100 20.5096 499.6425 14.6196 6.0894 12.7377 0.0604 15.6157
-9.0000 15.8025 14.4057 50.5440 20.5076 388.7788 14.6096 4.7438 12.7377 0.0469 15.6057
-6.0000 10.8297 14.4038 51.8169 20.5076 266.2199 14.6076 3.2492 12.7377 0.0321 15.6038
-3.0000 5.5047 14.4038 52.6002 20.5057 135.1996 14.6076 1.6516 12.7377 0.0163 15.6038
0.0000 0.0000 12.9251 52.8666 20.5057 0.0000 21.9947 0.0000 16.5018 0.0000 1.5340
3.0000 5.5047 2.4038 52.6002 20.5057 135.1996 2.6076 1.6516 0.7377 0.0163 3.6038
6.0000 10.8297 2.4038 51.8169 20.5076 266.2199 2.6076 3.2492 0.7377 0.0321 3.6038
9.0000 15.8025 2.4057 50.5440 20.5076 388.7788 2.6096 4.7438 0.7377 0.0469 3.6057
12.0000 20.2827 2.4057 48.8100 20.5096 499.6425 2.6196 6.0894 0.7377 0.0604 3.6157
15.0000 24.1442 2.4076 46.6698 20.5176 595.6225 2.6296 7.2523 0.7396 0.0721 3.6257
18.0000 27.2886 2.4096 44.1943 20.5215 674.7776 2.6396 8.2061 0.7396 0.0818 3.6376
21.0000 29.6658 2.4196 41.4438 20.5315 735.9876 2.6496 8.9387 0.7496 0.0893 3.6576
