# ['lat', 'u_a', 'u_p', 'v_a', 'v_p', 'geopt_a', 'geopt_p', 'temp_a', 'temp_p', 'dr_rho_a', 'dr_rho_p']
-87.0000 0.1393 1.8598 0.1326 3.8900 4.6409 1.9191 0.0014 5.0082 0.0008 1.9091
-84.0000 0.5847 1.8396 0.5661 3.8398 1.8581 5.5701 0.0135 5.2776 0.0003 5.6606
-81.0000 1.3179 1.8397 1.2794 3.8198 3.1957 5.8295 0.0494 5.4977 0.0003 6.1203
-78.0000 2.2364 1.7799 2.2481 3.7799 7.8907 5.8198 0.0590 5.7886 0.0011 5.8301
-75.0000 3.4830 1.7499 3.4839 3.7599 15.2568 5.7699 0.0977 5.5991 0.0021 5.8101
-72.0000 4.9828 1.7499 4.9709 3.7399 27.1622 5.7699 0.1630 5.4994 0.0039 5.8200
-69.0000 6.6718 1.7399 6.6747 3.7399 43.5992 5.7599 0.2446 5.4395 0.0063 5.8200
-66.0000 8.5609 1.7499 8.5539 3.7499 66.1076 5.7599 0.3624 5.3796 0.0096 5.8299
-63.0000 10.5937 1.7499 10.5646 3.7599 95.3064 5.7599 0.5145 5.3496 0.0139 5.8399
-60.0000 12.7522 1.7599 12.6631 3.7699 132.1545 5.7699 0.7078 5.3396 0.0194 5.8499
-57.0000 14.9498 1.7799 14.7817 3.7899 177.1856 5.7799 0.9433 5.3396 0.0260 5.8599
-54.0000 17.1473 1.7899 16.8612 3.7999 230.7988 5.7799 1.2198 5.3595 0.0339 5.8699
-51.0000 19.3448 1.7999 18.8417 3.8199 294.1648 5.7999 1.5401 5.3895 0.0432 5.8699
-48.0000 21.4633 1.8199 20.6751 3.8399 366.2029 5.8099 1.8948 5.4196 0.0539 5.8799
-45.0000 23.4938 1.8299 22.3105 3.8599 447.9931 5.8199 2.2879 5.4696 0.0660 5.8899
-42.0000 25.4253 1.8499 23.7099 3.8700 538.4654 5.8399 2.7156 5.5096 0.0793 5.8899
-39.0000 27.2288 1.8599 24.8342 3.8900 637.4998 5.8499 3.1826 5.5597 0.0939 5.8999
-36.0000 28.9042 1.8700 25.6616 3.9100 744.0270 5.8599 3.6931 5.6097 0.1096 5.9099
-33.0000 30.4318 1.8899 26.1349 3.9300 856.9669 5.8699 4.2499 5.6598 0.1262 5.9100
-30.0000 31.8113 1.8999 26.2142 3.9400 974.8299 5.8899 4.8540 5.6998 0.1433 5.9200
-27.0000 33.0337 1.9099 25.8493 3.9500 1095.8855 5.8999 5.4995 5.7298 0.1607 5.9300
-24.0000 34.0781 1.9100 24.9733 3.9600 1217.0205 5.9099 6.1687 5.7598 0.1782 5.9300
-21.0000 34.9554 1.9199 23.5539 3.9600 1336.3583 5.9100 6.8388 5.7698 0.1952 5.9400
-18.0000 35.6646 1.9200 21.5633 3.9599 1448.6968 5.9200 7.4814 5.7797 0.2114 5.9500
-15.0000 36.2168 1.9200 19.0104 3.9499 1553.1247 5.9299 8.0686 5.7797 0.2263 5.9500
-12.0000 36.6309 1.9200 15.9253 3.9499 1643.7527 5.9299 8.5751 5.7797 0.2394 5.9600
-9.0000 36.9260 1.9200 12.3772 3.9399 1718.6735 5.9299 8.9820 5.7697 0.2502 5.9600
-6.0000 37.1230 1.9299 8.4652 3.9299 1774.8837 5.9299 9.2776 5.7697 0.2584 5.9600
-3.0000 37.2420 1.9299 4.2976 3.9199 1809.3908 5.9299 9.4559 5.7597 0.2634 5.9600
0.0000 37.2711 1.9299 0.0000 2.2019 1820.1979 5.9299 9.5160 5.7597 0.2651 5.9600
3.0000 37.2420 1.9299 4.2976 7.9199 1809.3908 5.9299 9.4559 5.7597 0.2634 5.9600
6.0000 37.1230 1.9299 8.4652 7.9299 1774.8837 5.9299 9.2776 5.7697 0.2584 5.9600
9.0000 36.9260 1.9200 12.3772 7.9399 1718.6735 5.9299 8.9820 5.7697 0.2502 5.9600
12.0000 36.6309 1.9200 15.9253 7.9499 1643.7527 5.9299 8.5751 5.7797 0.2394 5.9600
15.0000 36.2168 1.9200 19.0104 7.9499 1553.1247 5.9299 8.0686 5.7797 0.2263 5.9500
18.0000 35.6646 1.9200 21.5633 7.9599 1448.6968 5.9200 7.4814 5.7797 0.2114 5.9500
21.0000 34.9554 1.9199 23.5539 7.9600 1336.3583 5.9100 6.8388 5.7698 0.1952 5.9400
24.0000 34.0781 1.9100 24.9733 7.9600 1217.0205 5.9099 6.1687 5.7598 0.1782 5.9300
27.0000 33.0337 1.9099 25.8493 7.9500 1095.8855 5.8999 5.4995 5.7298 0.1607 5.9300
30.0000 31.8113 1.8999 26.2142 7.9400 974.8299 5.8899 4.8540 5.6998 0.1433 5.9200
33.0000 30.4318 1.8899 26.1349 7.9300 856.9669 5.8699 4.2499 5.6598 0.1262 5.9100
36.0000 28.9042 1.8700 25.6616 7.9100 744.0270 5.8599 3.6931 5.6097 0.1096 5.9099
39.0000 27.2288 1.8599 24.8342 7.8900 637.4998 5.8499 3.1826 5.5597 0.0939 5.8999
42.0000 25.4253 1.8499 23.7099 7.8700 538.4654 5.8399 2.7156 5.5096 0.0793 5.8899
45.0000 23.4938 1.8299 22.3105 7.8599 447.9931 5.8199 2.2879 5.4696 0.0660 5.8899
48.0000 21.4633 1.8199 20.6751 7.8399 366.2029 5.8099 1.8948 5.4196 0.0539 5.8799
51.0000 19.3448 1.7999 18.8417 7.8199 294.1648 5.7999 1.5401 5.3895 0.0432 5.8699
54.0000 17.1473 1.7899 16.8612 7.7999 230.7988 5.7799 1.2198 5.3595 0.0339 5.8699
57.0000 14.9498 1.7799 14.7817 7.7899 177.1856 5.7799 0.9433 5.3396 0.0260 5.8599
60.0000 12.7522 1.7599 12.6631 7.7699 132.1545 5.7699 0.7078 5.3396 0.0194 5.8499
63.0000 10.5937 1.7499 10.5646 7.7599 95.3064 5.7599 0.5145 5.3496 0.0139 5.8399
66.0000 8.5609 1.7499 8.5539 7.7499 66.1076 5.7599 0.3624 5.3796 0.0096 5.8299
69.0000 6.6718 1.7399 6.6747 7.7399 43.5992 5.7599 0.2446 5.4395 0.0063 5.8200
72.0000 4.9828 1.7499 4.9709 7.7399 27.1622 5.7699 0.1630 5.4994 0.0039 5.8200
75.0000 3.4830 1.7499 3.4839 7.7599 15.2568 5.7699 0.0977 5.5991 0.0021 5.8101
78.0000 2.2364 1.7799 2.2481 7.7799 7.8917 5.8198 0.0591 5.7886 0.0011 5.8301
81.0000 1.3179 1.8397 1.2794 7.8198 3.1957 5.8295 0.0494 5.4977 0.0003 6.1203
84.0000 0.5847 1.8396 0.5661 7.8398 1.8581 5.5701 0.0135 5.2776 0.0003 5.6606
87.0000 0.1393 1.8598 0.1326 7.8900 4.6399 1.9191 0.0014 5.0082 0.0008 1.9091
