# ['lat', 'u_a', 'u_p', 'v_a', 'v_p', 'geopt_a', 'geopt_p', 'temp_a', 'temp_p', 'dr_rho_a', 'dr_rho_p']
-87.0000 0.2682 1.8498 0.2700 3.9196 7.1915 1.6704 0.0016 5.5597 0.0013 1.6704
-84.0000 1.0647 1.7799 1.0704 3.8198 3.4938 5.7301 0.0099 5.9199 0.0006 5.7200
-81.0000 2.4227 1.7599 2.4072 3.7899 5.2455 5.7400 0.0404 5.4206 0.0007 5.8299
-78.0000 4.3006 1.7699 4.2396 3.7799 14.8456 5.7599 0.1200 5.4498 0.0020 5.8599
-75.0000 6.5925 1.7799 6.5016 3.7799 29.3021 5.7899 0.2395 5.5297 0.0038 5.8699
-72.0000 9.2074 1.7799 9.1114 3.7799 50.5722 5.7999 0.4048 5.5797 0.0066 5.8699
-69.0000 12.1123 1.7899 11.9753 3.7899 80.2654 5.7999 0.6434 5.5897 0.0105 5.8699
-66.0000 15.1967 1.7899 14.9887 3.7899 119.2518 5.7999 0.9580 5.6097 0.0156 5.8600
-63.0000 18.4152 1.7799 18.0521 3.7799 168.9643 5.7999 1.3573 5.6097 0.0221 5.8600
-60.0000 21.6207 1.7799 21.0364 3.7799 229.5718 5.7999 1.8516 5.6097 0.0300 5.8700
-57.0000 24.6580 1.7799 23.7747 3.7799 300.4339 5.7999 2.4290 5.6096 0.0393 5.8600
-54.0000 27.4863 1.7799 26.1107 3.7799 382.9710 5.7999 3.1038 5.5996 0.0500 5.8700
-51.0000 29.9394 1.7799 27.9016 3.7699 474.3322 5.7999 3.8537 5.5896 0.0619 5.8700
-48.0000 31.9383 1.7799 28.9920 3.7699 572.9671 5.7999 4.6648 5.5796 0.0748 5.8699
-45.0000 33.3919 1.7699 29.2521 3.7699 676.2639 5.7899 5.5146 5.5696 0.0883 5.8699
-42.0000 34.2483 1.7699 28.5768 3.7599 780.0902 5.7899 6.3697 5.5696 0.1018 5.8699
-39.0000 34.4554 1.7699 26.9161 3.7599 879.8856 5.7899 7.1936 5.5596 0.1149 5.8699
-36.0000 34.0273 1.7699 24.2419 3.7499 970.5965 5.7899 7.9423 5.5496 0.1267 5.8699
-33.0000 32.9888 1.7699 20.6083 3.7399 1046.6703 5.7799 8.5703 5.5396 0.1367 5.8600
-30.0000 31.3670 1.7599 16.1052 3.7398 1102.2958 5.7799 9.0309 5.5296 0.1439 5.8600
-27.0000 29.2391 1.7599 10.8649 3.7198 1132.4092 5.7799 9.2801 5.5296 0.1480 5.8599
-24.0000 26.6819 1.7599 5.1040 3.6698 1132.6085 5.7799 9.2800 5.5196 0.1480 5.8599
-21.0000 23.7876 1.7599 1.0233 0.1900 1099.0933 5.7699 9.0023 5.5096 0.1437 5.8599
-18.0000 20.6342 1.7599 7.0430 7.8099 1030.2618 5.7699 8.4340 5.5096 0.1347 5.8599
-15.0000 17.3247 1.7599 12.8308 7.7799 925.8245 5.7699 7.5724 5.4996 0.1211 5.8599
-12.0000 13.9122 1.7599 18.0521 7.7699 787.7420 5.7699 6.4370 5.4996 0.1031 5.8499
-9.0000 10.4496 1.7599 22.4380 7.7599 619.8164 5.7599 5.0590 5.4995 0.0812 5.8499
-6.0000 6.9677 1.7599 25.7474 7.7599 427.6102 5.7599 3.4877 5.4896 0.0560 5.8499
-3.0000 3.4818 1.7599 27.8113 7.7499 218.1572 5.7599 1.7789 5.4896 0.0286 5.8499
0.0000 0.0000 3.3978 28.5116 7.7499 0.0000 7.7973 0.0000 6.8075 0.0000 1.7260
3.0000 3.4818 5.7599 27.8113 7.7499 218.1572 1.7599 1.7789 1.4896 0.0286 1.8499
6.0000 6.9677 5.7599 25.7474 7.7599 427.6102 1.7599 3.4877 1.4896 0.0560 1.8499
9.0000 10.4496 5.7599 22.4380 7.7599 619.8164 1.7599 5.0590 1.4995 0.0812 1.8499
12.0000 13.9122 5.7599 18.0521 7.7699 787.7420 1.7699 6.4370 1.4996 0.1031 1.8499
15.0000 17.3247 5.7599 12.8308 7.7799 925.8245 1.7699 7.5724 1.4996 0.1211 1.8599
18.0000 20.6342 5.7599 7.0430 7.8099 1030.2618 1.7699 8.4340 1.5096 0.1347 1.8599
21.0000 23.7876 5.7599 1.0233 0.1900 1099.0933 1.7699 9.0023 1.5096 0.1437 1.8599
24.0000 26.6819 5.7599 5.1040 3.6698 1132.6085 1.7799 9.2800 1.5196 0.1480 1.8599
27.0000 29.2391 5.7599 10.8649 3.7198 1132.4092 1.7799 9.2801 1.5296 0.1480 1.8599
30.0000 31.3670 5.7599 16.1052 3.7398 1102.2958 1.7799 9.0309 1.5296 0.1439 1.8600
33.0000 32.9888 5.7699 20.6083 3.7399 1046.6703 1.7799 8.5703 1.5396 0.1367 1.8600
36.0000 34.0273 5.7699 24.2419 3.7499 970.5965 1.7899 7.9423 1.5496 0.1267 1.8699
39.0000 34.4554 5.7699 26.9161 3.7599 879.8856 1.7899 7.1936 1.5596 0.1149 1.8699
42.0000 34.2483 5.7699 28.5768 3.7599 780.0902 1.7899 6.3697 1.5696 0.1018 1.8699
45.0000 33.3919 5.7699 29.2521 3.7699 676.2639 1.7899 5.5146 1.5696 0.0883 1.8699
48.0000 31.9383 5.7799 28.9920 3.7699 572.9671 1.7999 4.6648 1.5796 0.0748 1.8699
51.0000 29.9394 5.7799 27.9016 3.7699 474.3322 1.7999 3.8537 1.5896 0.0619 1.8700
54.0000 27.4863 5.7799 26.1107 3.7799 382.9710 1.7999 3.1038 1.5996 0.0500 1.8700
57.0000 24.6580 5.7799 23.7747 3.7799 300.4339 1.7999 2.4290 1.6096 0.0393 1.8600
60.0000 21.6207 5.7799 21.0364 3.7799 229.5718 1.7999 1.8516 1.6097 0.0300 1.8700
63.0000 18.4152 5.7799 18.0521 3.7799 168.9643 1.7999 1.3573 1.6097 0.0221 1.8600
66.0000 15.1967 5.7899 14.9887 3.7899 119.2518 1.7999 0.9580 1.6097 0.0156 1.8600
69.0000 12.1123 5.7899 11.9753 3.7899 80.2654 1.7999 0.6434 1.5897 0.0105 1.8699
72.0000 9.2074 5.7799 9.1114 3.7799 50.5722 1.7999 0.4048 1.5797 0.0066 1.8699
75.0000 6.5925 5.7799 6.5016 3.7799 29.3021 1.7899 0.2395 1.5297 0.0038 1.8699
78.0000 4.3006 5.7699 4.2396 3.7799 14.8456 1.7599 0.1200 1.4498 0.0020 1.8599
81.0000 2.4227 5.7599 2.4072 3.7899 5.2455 1.7400 0.0404 1.4206 0.0007 1.8299
84.0000 1.0647 5.7799 1.0704 3.8198 3.4938 1.7301 0.0099 1.9199 0.0006 1.7200
87.0000 0.2682 5.8498 0.2700 3.9196 7.1915 5.6704 0.0016 1.5597 0.0013 5.6704
