# ['lat', 'u_a', 'u_p', 'v_a', 'v_p', 'geopt_a', 'geopt_p', 'temp_a', 'temp_p', 'dr_rho_a', 'dr_rho_p']
-87.0000 19.4377 2.8500 19.4206 11.8500 186.5113 2.6202 0.2359 2.8412 0.0311 2.6102
-84.0000 19.9366 2.9299 19.4940 11.8700 401.1493 2.9100 0.9056 2.7892 0.0647 2.9200
-81.0000 19.4008 2.8800 19.3339 11.8700 593.7192 2.8900 1.0513 2.9098 0.0972 2.8900
-78.0000 20.0649 2.8700 19.2396 11.8700 783.5053 2.8700 1.3899 2.8698 0.1283 2.8700
-75.0000 21.4865 2.8900 19.3363 11.8600 1009.4774 2.8800 1.9103 2.7797 0.1647 2.8900
-72.0000 20.8054 2.9000 19.2630 11.8700 1179.7823 2.8800 2.0702 2.8599 0.1933 2.8800
-69.0000 22.4668 2.8700 19.1728 11.8700 1408.2007 2.8700 2.5492 2.7599 0.2303 2.8800
-66.0000 22.9607 2.8900 19.1276 11.8700 1598.6095 2.8800 2.8068 2.7800 0.2619 2.8900
-63.0000 23.9997 2.8600 19.0267 11.8899 1810.7201 2.8800 3.1509 2.7201 0.2969 2.8800
-60.0000 25.0595 2.8401 18.9259 11.9199 2016.1314 2.8800 3.4669 2.7001 0.3308 2.8900
-57.0000 26.2031 2.8201 18.8182 11.9698 2224.6413 2.8800 3.7925 2.6602 0.3653 2.8900
-54.0000 27.4536 2.8001 18.7048 0.0198 2433.5523 2.8800 4.1367 2.6202 0.3998 2.8900
-51.0000 28.8092 2.7801 18.5693 0.0996 2642.8633 2.8800 4.5155 2.5703 0.4338 2.9000
-48.0000 30.2857 2.7601 18.3929 0.1795 2851.0792 2.8900 4.9429 2.5302 0.4679 2.9099
-45.0000 31.9014 2.7402 18.1353 0.2794 3057.8979 2.8900 5.4328 2.4901 0.5013 2.9100
-42.0000 33.6644 2.7302 17.7325 0.3893 3262.3173 2.9000 5.9853 2.4500 0.5340 2.9299
-39.0000 35.5586 2.7301 17.1174 0.5093 3461.8470 2.9099 6.5899 2.4298 0.5656 2.9399
-36.0000 37.6100 2.7401 16.2271 0.6493 3653.3703 2.9199 7.2257 2.4096 0.5958 2.9500
-33.0000 39.6956 2.7600 15.0247 0.8094 3837.5951 2.9299 7.8510 2.4095 0.6247 2.9600
-30.0000 41.8163 2.7800 13.5197 0.9996 4011.4071 2.9399 8.4138 2.4294 0.6515 2.9800
-27.0000 43.7989 2.8099 11.8024 1.2400 4167.8318 2.9599 8.8654 2.4693 0.6761 2.9900
-24.0000 45.5716 2.8399 10.0254 1.5504 4303.4562 2.9699 9.1641 2.5393 0.6981 3.0000
-21.0000 47.0318 2.8699 8.3947 1.9507 4421.6682 2.9800 9.2963 2.6394 0.7175 3.0100
-18.0000 48.0749 2.9098 7.0876 2.4207 4518.9686 3.0000 9.2826 2.7696 0.7339 3.0100
-15.0000 48.7009 2.9399 6.1271 2.9203 4595.4562 3.0100 9.1720 2.9398 0.7471 3.0100
-12.0000 48.9788 2.9699 5.3315 3.3597 4651.0562 3.0200 9.0376 3.1299 0.7575 3.0100
-9.0000 48.9787 3.0000 4.4263 3.6992 4689.2562 3.0300 8.9345 3.3101 0.7655 3.0100
-6.0000 48.8396 3.0200 3.2282 3.9189 4713.5562 3.0400 8.8871 3.4701 0.7707 3.0100
-3.0000 48.7006 3.0400 1.7124 4.0487 4727.4562 3.0401 8.8810 3.5801 0.7738 3.0100
0.0000 48.6654 3.0401 0.0000 8.1461 4730.9562 3.0401 8.8848 3.6201 0.7745 3.0100
3.0000 48.7006 3.0400 1.7124 10.0487 4727.4562 3.0401 8.8810 3.5801 0.7738 3.0100
6.0000 48.8396 3.0200 3.2282 9.9189 4713.5562 3.0400 8.8871 3.4701 0.7707 3.0100
9.0000 48.9787 3.0000 4.4263 9.6992 4689.2562 3.0300 8.9345 3.3101 0.7655 3.0100
12.0000 48.9788 2.9699 5.3315 9.3597 4651.0562 3.0200 9.0376 3.1299 0.7575 3.0100
15.0000 48.7009 2.9399 6.1271 8.9203 4595.4562 3.0100 9.1720 2.9398 0.7471 3.0100
18.0000 48.0749 2.9098 7.0876 8.4207 4518.9686 3.0000 9.2826 2.7696 0.7339 3.0100
21.0000 47.0318 2.8699 8.3947 7.9507 4421.6682 2.9800 9.2963 2.6394 0.7175 3.0100
24.0000 45.5716 2.8399 10.0254 7.5504 4303.4562 2.9699 9.1641 2.5393 0.6981 3.0000
27.0000 43.7989 2.8099 11.8024 7.2400 4167.8318 2.9599 8.8654 2.4693 0.6761 2.9900
30.0000 41.8163 2.7800 13.5197 6.9996 4011.4071 2.9399 8.4138 2.4294 0.6515 2.9800
33.0000 39.6956 2.7600 15.0247 6.8094 3837.5951 2.9299 7.8510 2.4095 0.6247 2.9600
36.0000 37.6100 2.7401 16.2271 6.6493 3653.3703 2.9199 7.2257 2.4096 0.5958 2.9500
39.0000 35.5586 2.7301 17.1174 6.5093 3461.8470 2.9099 6.5899 2.4298 0.5656 2.9399
42.0000 33.6644 2.7302 17.7325 6.3893 3262.3173 2.9000 5.9853 2.4500 0.5340 2.9299
45.0000 31.9014 2.7402 18.1353 6.2794 3057.8979 2.8900 5.4328 2.4901 0.5013 2.9100
48.0000 30.2857 2.7601 18.3929 6.1795 2851.0792 2.8900 4.9429 2.5302 0.4679 2.9099
51.0000 28.8092 2.7801 18.5693 6.0996 2642.8633 2.8800 4.5155 2.5703 0.4338 2.9000
54.0000 27.4536 2.8001 18.7048 6.0198 2433.5523 2.8800 4.1367 2.6202 0.3998 2.8900
57.0000 26.2031 2.8201 18.8182 5.9698 2224.6413 2.8800 3.7925 2.6602 0.3653 2.8900
60.0000 25.0595 2.8401 18.9259 5.9199 2016.1314 2.8800 3.4669 2.7001 0.3308 2.8900
63.0000 23.9997 2.8600 19.0267 5.8899 1810.7201 2.8800 3.1509 2.7201 0.2969 2.8800
66.0000 22.9607 2.8900 19.1276 5.8700 1598.6095 2.8800 2.8068 2.7800 0.2619 2.8900
69.0000 22.4668 2.8700 19.1728 5.8700 1408.2007 2.8700 2.5492 2.7599 0.2303 2.8800
72.0000 20.8054 2.9000 19.2630 5.8700 1179.7823 2.8800 2.0702 2.8599 0.1933 2.8800
75.0000 21.4865 2.8900 19.3363 5.8600 1009.4774 2.8800 1.9103 2.7797 0.1647 2.8900
78.0000 20.0649 2.8700 19.2396 5.8700 783.5053 2.8700 1.3899 2.8698 0.1283 2.8700
81.0000 19.4008 2.8800 19.3339 5.8700 593.7192 2.8900 1.0513 2.9098 0.0972 2.8900
84.0000 19.9366 2.9299 19.4940 5.8700 401.1493 2.9100 0.9056 2.7892 0.0647 2.9200
87.0000 19.4377 2.8500 19.4206 5.8500 186.5113 2.6202 0.2359 2.8412 0.0311 2.6102
