# ['lat', 'u_a', 'u_p', 'v_a', 'v_p', 'geopt_a', 'geopt_p', 'temp_a', 'temp_p', 'dr_rho_a', 'dr_rho_p']
-87.0000 1.1593 5.0603 1.1327 8.0903 2921.3329 3.0301 6.0852 3.9000 0.4771 2.9701
-84.0000 2.3157 5.0503 2.2728 8.0903 2921.3329 3.0301 6.0867 3.9000 0.4771 2.9701
-81.0000 3.4621 5.0403 3.4192 8.0803 2922.8325 3.0301 6.0881 3.8900 0.4772 2.9701
-78.0000 4.5883 5.0302 4.5770 8.0703 2922.8325 3.0301 6.0866 3.8800 0.4772 2.9701
-75.0000 5.6872 5.0102 5.7435 8.0503 2924.2325 3.0301 6.0764 3.8600 0.4774 2.9701
-72.0000 6.7416 4.9803 6.9154 8.0203 2924.2378 3.0301 6.0534 3.8300 0.4774 2.9701
-69.0000 7.7328 4.9403 8.0830 7.9803 2924.2325 3.0201 6.0132 3.8001 0.4774 2.9701
-66.0000 8.6408 4.8903 9.2331 7.9303 2924.2276 3.0201 5.9500 3.7401 0.4771 2.9701
-63.0000 9.4440 4.8204 10.3468 7.8504 2921.3276 3.0201 5.8624 3.6802 0.4768 2.9701
-60.0000 10.1212 4.7304 11.4140 7.7605 2917.0226 3.0101 5.7576 3.5902 0.4761 2.9701
-57.0000 10.6656 4.6106 12.4267 7.6406 2909.9173 3.0001 5.6414 3.4804 0.4749 2.9700
-54.0000 11.0836 4.4707 13.3978 7.5007 2898.4127 2.9901 5.5351 3.3505 0.4731 2.9700
-51.0000 11.4010 4.3008 14.3632 7.3208 2882.7074 2.9800 5.4631 3.2006 0.4704 2.9700
-48.0000 11.6701 4.1010 15.4060 7.1110 2859.8074 2.9700 5.4584 3.0406 0.4663 2.9700
-45.0000 11.9558 3.8811 16.6479 6.8811 2829.7074 2.9600 5.5511 2.8706 0.4605 2.9600
-42.0000 12.3194 3.6511 18.2044 6.6511 2789.7173 2.9400 5.7656 2.7105 0.4526 2.9599
-39.0000 12.8042 3.4311 20.2047 6.4211 2736.7378 2.9300 6.1133 2.5804 0.4422 2.9599
-36.0000 13.4064 3.2309 22.7494 6.2209 2670.9629 2.9200 6.5887 2.4801 0.4286 2.9599
-33.0000 14.0745 3.0707 25.8669 6.0607 2587.9982 2.9199 7.1631 2.4099 0.4116 2.9599
-30.0000 14.7214 2.9506 29.5437 5.9405 2484.9438 2.9199 7.7934 2.3697 0.3908 2.9699
-27.0000 15.2521 2.8704 33.7371 5.8704 2360.4845 2.9199 8.4096 2.3594 0.3661 2.9899
-24.0000 15.5255 2.8402 38.3482 5.8302 2208.8297 2.9199 8.9198 2.3493 0.3376 2.9999
-21.0000 15.4552 2.8301 43.2898 5.8301 2029.9601 2.9298 9.2195 2.3591 0.3051 3.0200
-18.0000 14.9130 2.8400 48.4037 5.8400 1820.9703 2.9398 9.1984 2.3689 0.2690 3.0499
-15.0000 13.8254 2.8600 53.5044 5.8699 1580.5601 2.9498 8.7578 2.3788 0.2297 3.0700
-12.0000 12.1163 2.8899 58.3053 5.8999 1310.4138 2.9697 7.8389 2.3787 0.1876 3.0900
-9.0000 9.7822 2.9198 62.5188 5.9298 1011.3424 2.9797 6.4259 2.3886 0.1429 3.1200
-6.0000 6.8850 2.9397 65.8152 5.9597 688.6653 2.9897 4.5689 2.3985 0.0964 3.1300
-3.0000 3.5592 2.9497 67.9221 5.9697 348.7780 2.9897 2.3754 2.3985 0.0485 3.1400
0.0000 0.0000 2.7264 68.6381 5.9797 0.0033 4.7186 0.0001 4.3170 0.0000 7.6440
3.0000 3.5592 8.9497 67.9221 5.9697 348.7780 8.9897 2.3754 8.3985 0.0485 9.1400
6.0000 6.8850 8.9397 65.8152 5.9597 688.5258 8.9897 4.5689 8.3985 0.0964 9.1300
9.0000 9.7822 8.9198 62.5188 5.9298 1011.3424 8.9797 6.4259 8.3886 0.1429 9.1200
12.0000 12.1163 8.8899 58.3053 5.8999 1310.4138 8.9697 7.8389 8.3787 0.1876 9.0900
15.0000 13.8254 8.8600 53.5044 5.8699 1580.5601 8.9498 8.7578 8.3788 0.2297 9.0700
18.0000 14.9130 8.8400 48.4037 5.8400 1820.9703 8.9398 9.1984 8.3689 0.2690 9.0499
21.0000 15.4552 8.8301 43.2898 5.8301 2029.9601 8.9298 9.2195 8.3591 0.3051 9.0200
24.0000 15.5255 8.8402 38.3482 5.8302 2208.8297 8.9199 8.9198 8.3493 0.3376 8.9999
27.0000 15.2521 8.8704 33.7371 5.8704 2360.4845 8.9199 8.4096 8.3594 0.3661 8.9899
30.0000 14.7214 8.9506 29.5437 5.9405 2484.9438 8.9199 7.7934 8.3697 0.3908 8.9699
33.0000 14.0765 9.0707 25.8669 6.0607 2587.9982 8.9199 7.1631 8.4099 0.4116 8.9599
36.0000 13.4064 9.2309 22.7494 6.2209 2670.9629 8.9200 6.5887 8.4801 0.4286 8.9599
39.0000 12.8052 9.4311 20.2047 6.4211 2736.7378 8.9300 6.1133 8.5804 0.4422 8.9599
42.0000 12.3194 9.6511 18.2044 6.6511 2789.7173 8.9400 5.7656 8.7105 0.4526 8.9599
45.0000 11.9558 9.8811 16.6479 6.8811 2829.7074 8.9600 5.5511 8.8706 0.4605 8.9600
48.0000 11.6711 10.1010 15.4060 7.1110 2859.8074 8.9700 5.4584 9.0406 0.4663 8.9700
51.0000 11.4030 10.3008 14.3632 7.3208 2882.7074 8.9800 5.4631 9.2006 0.4704 8.9700
54.0000 11.0855 10.4707 13.3988 7.5007 2898.4127 8.9901 5.5351 9.3505 0.4731 8.9700
57.0000 10.6666 10.6106 12.4277 7.6406 2909.9173 9.0001 5.6414 9.4804 0.4749 8.9700
60.0000 10.1222 10.7304 11.4150 7.7605 2917.0226 9.0101 5.7576 9.5902 0.4761 8.9701
63.0000 9.4440 10.8204 10.3488 7.8504 2921.3276 9.0201 5.8638 9.6802 0.4768 8.9701
66.0000 8.6423 10.8903 9.2331 7.9303 2924.2276 9.0201 5.9500 9.7401 0.4771 8.9701
69.0000 7.7343 10.9403 8.0844 7.9803 2924.2325 9.0201 6.0132 9.8001 0.4774 8.9701
72.0000 6.7416 10.9803 6.9168 8.0203 2924.2378 9.0301 6.0549 9.8300 0.4774 8.9701
75.0000 5.6872 11.0102 5.7449 8.0503 2924.2325 9.0301 6.0779 9.8600 0.4774 8.9701
78.0000 4.5897 11.0302 4.5771 8.0703 2922.8325 9.0301 6.0866 9.8800 0.4772 8.9701
81.0000 3.4621 11.0403 3.4192 8.0803 2922.8325 9.0301 6.0881 9.8900 0.4772 8.9701
84.0000 2.3171 11.0503 2.2728 8.0903 2921.3329 9.0301 6.0867 9.9000 0.4771 8.9701
87.0000 1.1594 11.0603 1.1329 8.0903 2921.3329 9.0301 6.0852 9.9000 0.4771 8.9701
