# ['lat', 'u_a', 'u_p', 'v_a', 'v_p', 'geopt_a', 'geopt_p', 'temp_a', 'temp_p', 'dr_rho_a', 'dr_rho_p']
-87.0000 0.4137 19.8125 0.4180 1.7885 3.6182 18.1688 0.0444 13.4466 0.0006 19.6670
-84.0000 0.4860 19.4285 0.4610 1.5285 1.8294 20.0081 0.0886 13.2787 0.0006 23.2731
-81.0000 0.6252 19.0726 0.5450 1.1406 3.3527 19.1042 0.1406 12.7228 0.0010 22.3711
-78.0000 0.7630 18.5867 0.6709 0.6587 4.9814 18.5263 0.2245 12.4688 0.0015 22.1251
-75.0000 0.9973 17.8668 0.8540 0.1188 7.4027 18.1825 0.3154 12.2508 0.0021 21.7590
-72.0000 1.3460 17.2229 1.1132 23.5649 10.3140 17.7326 0.4300 11.8929 0.0029 21.3290
-69.0000 1.8194 16.6430 1.4704 23.0250 14.2118 17.2488 0.5782 11.4989 0.0039 20.8490
-66.0000 2.4423 16.0970 1.9528 22.5090 19.3311 16.7489 0.7666 11.0809 0.0052 20.3551
-63.0000 3.2466 15.5751 2.5918 22.0070 25.8868 16.2750 1.0020 10.6609 0.0068 19.8611
-60.0000 4.2666 15.0751 3.4256 21.5251 34.0132 15.8030 1.2892 10.2309 0.0087 19.3711
-57.0000 5.5278 14.6011 4.4938 21.0611 43.8881 15.3470 1.6314 9.8109 0.0111 18.8971
-54.0000 7.0503 14.1471 5.8421 20.6211 55.3955 14.8990 2.0256 9.4009 0.0138 18.4331
-51.0000 8.8382 13.7111 7.5075 20.2011 68.2980 14.4711 2.4614 8.9909 0.0168 17.9831
-48.0000 10.8778 13.3051 9.5204 19.7951 82.0376 14.0471 2.9192 8.5889 0.0199 17.5471
-45.0000 13.1092 12.9190 11.8952 19.4211 95.7314 13.6371 3.3661 8.2029 0.0230 17.1271
-42.0000 15.4473 12.5630 14.6145 19.0690 108.0667 13.2271 3.7577 7.8208 0.0258 16.7011
-39.0000 17.7562 12.2370 17.6217 18.7390 117.4757 12.8171 4.0353 7.4288 0.0277 16.2751
-36.0000 19.8639 11.9310 20.8101 18.4330 122.0070 12.3911 4.1408 7.0267 0.0285 15.8390
-33.0000 21.5741 11.6650 24.0190 18.1570 119.8244 11.9311 4.0055 6.5787 0.0277 15.3470
-30.0000 22.6835 11.4350 27.0297 17.9070 109.4324 11.3790 3.5909 6.0145 0.0251 14.7450
-27.0000 23.0195 11.2290 29.5828 17.6810 90.5858 10.5810 2.8969 5.1783 0.0207 13.8690
-24.0000 22.4696 11.0690 31.3858 17.4850 66.7249 9.1310 2.0877 3.5221 0.0155 12.2730
-21.0000 21.0121 10.9530 32.1547 17.3050 54.5039 6.1509 1.8617 0.2506 0.0138 9.3190
-18.0000 18.7537 10.8890 31.6306 17.1590 79.2548 3.1970 2.9257 21.6109 0.0201 6.7011
-15.0000 15.9150 10.8930 29.6418 17.0290 127.2424 1.8370 4.6371 20.4549 0.0310 5.4290
