# ['lat', 'u_a', 'u_p', 'v_a', 'v_p', 'geopt_a', 'geopt_p', 'temp_a', 'temp_p', 'dr_rho_a', 'dr_rho_p']
-87.0000 0.0392 12.7635 0.0376 6.4135 0.9541 5.2262 0.0050 8.5107 0.0002 4.7108
-84.0000 0.0897 13.7917 0.0770 7.2135 0.5010 14.1153 0.0207 9.4007 0.0001 18.4143
-81.0000 0.1558 14.5817 0.1162 7.9317 1.2201 13.5535 0.0487 10.1725 0.0002 18.7069
-78.0000 0.2366 15.1499 0.1515 8.5417 2.5615 14.5235 0.0888 10.7943 0.0004 18.9287
-75.0000 0.3272 15.4180 0.1781 9.0299 4.2451 15.0799 0.1385 11.1925 0.0007 19.1787
-72.0000 0.4351 15.2599 0.1923 9.3599 6.2724 15.3817 0.1981 11.2543 0.0011 19.2551
-69.0000 0.6140 14.7317 0.1945 9.4980 8.7419 15.3035 0.2830 10.9743 0.0016 19.1551
-66.0000 0.9508 14.3617 0.1878 9.5426 12.7011 15.0117 0.4257 10.7043 0.0024 18.9769
-63.0000 1.4157 14.2999 0.1675 9.7535 18.6865 14.8599 0.6228 10.6343 0.0035 18.8505
-60.0000 1.9700 14.2035 0.1234 10.7762 26.3281 14.7599 0.8641 10.5262 0.0049 18.7023
-57.0000 2.7001 14.0053 0.0999 14.8469 36.1686 14.5999 1.1799 10.3562 0.0067 18.5141
-54.0000 3.6833 13.8153 0.2454 17.9381 49.0841 14.4299 1.5946 10.1862 0.0091 18.3341
-51.0000 4.9205 13.6553 0.5325 18.6783 65.3299 14.2780 2.1108 10.0262 0.0121 18.1641
-48.0000 6.4288 13.4871 0.9657 18.8907 85.0988 14.1199 2.7372 9.8680 0.0157 17.9859
-45.0000 8.2354 13.3271 1.5778 18.9401 108.6578 13.9680 3.4790 9.7162 0.0200 17.8259
-42.0000 10.3287 13.1789 2.4060 18.9248 135.7981 13.8199 4.3291 9.5762 0.0249 17.6659
-39.0000 12.6555 13.0389 3.4887 18.8794 165.8927 13.6799 5.2686 9.4380 0.0304 17.5159
-36.0000 15.1358 12.9089 4.8586 18.8241 197.7919 13.5499 6.2616 9.3162 0.0361 17.3776
-33.0000 17.6438 12.7889 6.5311 18.7587 230.0328 13.4280 7.2566 9.1980 0.0419 17.2476
-30.0000 20.0184 12.6789 8.5099 18.7033 260.2568 13.3180 8.1869 9.0880 0.0473 17.1276
-27.0000 22.0403 12.5789 10.7754 18.6415 285.8787 13.2099 8.9716 8.9980 0.0518 17.0194
-24.0000 23.4799 12.4889 13.2796 18.5879 304.1297 13.1199 9.5213 8.9080 0.0549 16.9276
-21.0000 24.1416 12.4189 15.9419 18.5443 312.1236 13.0399 9.7504 8.8380 0.0562 16.8476
-18.0000 23.8174 12.3489 18.6621 18.5007 307.4925 12.9699 9.5850 8.7762 0.0553 16.7694
-15.0000 22.3643 12.2971 21.3042 18.4689 288.2180 12.9099 8.9746 8.7180 0.0517 16.7094
-12.0000 19.7266 12.2489 23.7406 18.4371 254.1100 12.8680 7.9013 8.6780 0.0455 16.6594
-9.0000 15.9732 12.2171 25.8178 18.4153 205.5618 12.8280 6.3858 8.6462 0.0368 16.6194
-6.0000 11.2467 12.1971 27.4166 18.4035 144.6502 12.7980 4.4910 8.6180 0.0259 16.5976
-3.0000 5.8117 12.1771 28.4158 18.3935 74.7066 12.7880 2.3179 8.6062 0.0134 16.5776
0.0000 0.0000 2.9046 28.7596 18.3917 0.0000 2.9052 0.0000 22.0504 0.0000 4.4856
3.0000 5.8117 0.1771 28.4158 18.3935 74.7066 0.7880 2.3179 20.6062 0.0134 4.5776
6.0000 11.2467 0.1971 27.4166 18.4035 144.6502 0.7980 4.4910 20.6180 0.0259 4.5976
9.0000 15.9732 0.2171 25.8178 18.4153 205.5618 0.8280 6.3858 20.6462 0.0368 4.6194
12.0000 19.7266 0.2489 23.7406 18.4371 254.1100 0.8680 7.9013 20.6780 0.0455 4.6594
15.0000 22.3643 0.2971 21.3042 18.4689 288.2180 0.9099 8.9746 20.7180 0.0517 4.7094
18.0000 23.8174 0.3489 18.6621 18.5007 307.4925 0.9699 9.5850 20.7762 0.0553 4.7694
21.0000 24.1416 0.4189 15.9419 18.5443 312.1236 1.0399 9.7504 20.8380 0.0562 4.8476
24.0000 23.4799 0.4889 13.2796 18.5879 304.1297 1.1199 9.5213 20.9080 0.0549 4.9276
27.0000 22.0403 0.5789 10.7754 18.6415 285.8787 1.2099 8.9716 20.9980 0.0518 5.0194
30.0000 20.0184 0.6789 8.5099 18.7033 260.2568 1.3180 8.1869 21.0880 0.0473 5.1276
33.0000 17.6438 0.7889 6.5311 18.7587 230.0328 1.4280 7.2566 21.1980 0.0419 5.2476
36.0000 15.1358 0.9089 4.8586 18.8241 197.7919 1.5499 6.2616 21.3162 0.0361 5.3776
39.0000 12.6555 1.0389 3.4887 18.8794 165.8927 1.6799 5.2686 21.4380 0.0304 5.5159
42.0000 10.3287 1.1789 2.4060 18.9248 135.7981 1.8199 4.3291 21.5762 0.0249 5.6659
45.0000 8.2354 1.3271 1.5778 18.9401 108.6578 1.9680 3.4790 21.7162 0.0200 5.8259
48.0000 6.4288 1.4871 0.9657 18.8907 85.0988 2.1199 2.7372 21.8680 0.0157 5.9859
51.0000 4.9205 1.6553 0.5325 18.6783 65.3299 2.2780 2.1108 22.0262 0.0121 6.1641
54.0000 3.6833 1.8153 0.2454 17.9381 49.0841 2.4299 1.5946 22.1862 0.0091 6.3341
57.0000 2.7001 2.0053 0.0999 14.8469 36.1686 2.5999 1.1799 22.3562 0.0067 6.5141
60.0000 1.9700 2.2035 0.1234 10.7762 26.3281 2.7599 0.8641 22.5262 0.0049 6.7023
63.0000 1.4157 2.2999 0.1675 9.7535 18.6865 2.8599 0.6228 22.6343 0.0035 6.8505
66.0000 0.9508 2.3617 0.1878 9.5426 12.7011 3.0117 0.4257 22.7043 0.0024 6.9769
69.0000 0.6140 2.7317 0.1945 9.4980 8.7419 3.3035 0.2830 22.9743 0.0016 7.1551
72.0000 0.4351 3.2599 0.1923 9.3599 6.2724 3.3817 0.1981 23.2543 0.0011 7.2551
75.0000 0.3272 3.4180 0.1781 9.0299 4.2451 3.0799 0.1385 23.1925 0.0007 7.1787
78.0000 0.2366 3.1499 0.1515 8.5417 2.5615 2.5235 0.0888 22.7943 0.0004 6.9287
81.0000 0.1558 2.5817 0.1162 7.9317 1.2201 1.5535 0.0487 22.1725 0.0002 6.7069
84.0000 0.0897 1.7917 0.0770 7.2135 0.5010 2.1153 0.0207 21.4007 0.0001 6.4143
87.0000 0.0392 0.7635 0.0376 6.4135 0.9541 17.2262 0.0050 20.5107 0.0002 16.7108
