# ['lat', 'u_a', 'u_p', 'v_a', 'v_p', 'geopt_a', 'geopt_p', 'temp_a', 'temp_p', 'dr_rho_a', 'dr_rho_p']
-87.0000 0.9486 15.2587 0.4770 21.3686 198.5186 15.5488 2.6253 13.9480 0.0223 16.5388
-84.0000 1.9286 15.2487 0.9736 21.3486 204.2825 15.5388 2.6817 13.9381 0.0231 16.5188
-81.0000 2.9450 15.2287 1.4963 21.3386 213.0380 15.5188 2.7925 13.9180 0.0241 16.4988
-78.0000 4.0201 15.2087 2.0627 21.3186 225.7862 15.4988 2.9542 13.8880 0.0256 16.4788
-75.0000 5.1728 15.1887 2.6889 21.2986 242.3071 15.4788 3.1637 13.8580 0.0275 16.4588
-72.0000 6.4209 15.1687 3.3894 21.2786 262.8100 15.4488 3.4241 13.8180 0.0299 16.4288
-69.0000 7.7775 15.1387 4.1830 21.2486 287.0861 15.4187 3.7332 13.7680 0.0327 16.3988
-66.0000 9.2506 15.1086 5.0842 21.2186 315.2341 15.3788 4.0911 13.7280 0.0360 16.3687
-63.0000 10.8460 15.0786 6.1117 21.1886 347.1545 15.3487 4.4977 13.6780 0.0397 16.3387
-60.0000 12.5581 15.0486 7.2798 21.1586 382.3972 15.3087 4.9464 13.6280 0.0438 16.2987
-57.0000 14.3753 15.0086 8.6055 21.1286 420.6418 15.2787 5.4339 13.5779 0.0483 16.2687
-54.0000 16.2716 14.9786 10.0996 21.0886 461.0980 15.2387 5.9503 13.5379 0.0530 16.2387
-51.0000 18.2219 14.9486 11.7707 21.0586 502.8854 15.2087 6.4854 13.4879 0.0579 16.2087
-48.0000 20.1732 14.9186 13.6219 21.0286 544.8928 15.1687 7.0228 13.4479 0.0628 16.1687
-45.0000 22.0576 14.8886 15.6613 20.9986 585.6794 15.1387 7.5458 13.4079 0.0676 16.1387
-42.0000 23.8198 14.8586 17.8788 20.9686 623.4745 15.1087 8.0312 13.3778 0.0719 16.1087
-39.0000 25.3829 14.8286 20.2504 20.9486 656.2868 15.0787 8.4533 13.3478 0.0757 16.0787
-36.0000 26.6350 14.8086 22.7442 20.9186 682.2244 15.0487 8.7880 13.3178 0.0787 16.0487
-33.0000 27.5107 14.7786 25.3600 20.8986 699.0662 15.0187 9.0063 13.2978 0.0806 16.0287
-30.0000 27.9101 14.7587 28.0209 20.8786 704.7209 14.9987 9.0817 13.2778 0.0812 15.9987
