# MLT(line2), Mlat(lines 3-21), EFlux(lines 22-40), AveE(lines 41-59)
0.125   0.375   0.625   0.875   1.125   1.375   1.625   1.875   2.125   2.375   2.625   2.875   3.125   3.375   3.625   3.875   4.125   4.375   4.625   4.875   5.125   5.375   5.625   5.875   6.125   6.375   6.625   6.875   7.125   7.375   7.625   7.875   8.125   8.375   8.625   8.875   9.125   9.375   9.625   9.875   10.125  10.375  10.625  10.875  11.125  11.375  11.625  11.875  12.125  12.375  12.625  12.875  13.125  13.375  13.625  13.875  14.125  14.375  14.625  14.875  15.125  15.375  15.625  15.875  16.125  16.375  16.625  16.875  17.125  17.375  17.625  17.875  18.125  18.375  18.625  18.875  19.125  19.375  19.625  19.875  20.125  20.375  20.625  20.875  21.125  21.375  21.625  21.875  22.125  22.375  22.625  22.875  23.125  23.375  23.625  23.875  
63.01  63.03  62.97  63.08  63.19  63.36  63.50  63.71  63.78  63.90  64.01  64.24  64.40  64.66  64.88  65.02  65.22  65.50  65.75  66.00  66.31  66.62  66.89  67.27  67.52  67.88  68.27  68.57  69.00  69.45  69.71  70.30  70.72  71.13  71.82  72.24  72.72  73.15  73.70    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan  74.41  73.91  73.78  73.49  73.28  72.98  72.68  72.41  72.15  71.72  71.40  71.11  70.84  70.36  70.08  69.56  69.20  68.55  68.25  67.91  67.57  67.12  66.77  66.34  66.13  65.88  65.56  65.29  64.92  64.62  64.27  63.94  63.68  63.57  63.48  63.30  63.28  63.23  63.17  63.09  63.02  
63.45  63.51  63.43  63.46  63.65  63.74  63.89  64.10  64.16  64.27  64.37  64.55  64.83  64.97  65.21  65.36  65.59  65.81  66.07  66.28  66.58  66.87  67.17  67.51  67.94  68.11  68.56  68.84  69.37  69.73  70.08  70.60  70.94  71.44  72.05  72.41  72.88  73.32  73.89    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan  74.51  73.99  73.93  73.64  73.44  73.13  72.86  72.54  72.29  71.99  71.61  71.36  71.11  70.64  70.33  69.92  69.62  68.99  68.71  68.39  68.09  67.72  67.36  66.94  66.64  66.43  66.12  65.83  65.43  65.11  64.75  64.38  64.20  64.04  63.94  63.78  63.69  63.66  63.49  63.53  63.65  
63.88  63.84  63.76  63.79  63.93  64.03  64.15  64.38  64.45  64.56  64.64  64.85  65.02  65.27  65.41  65.63  65.81  66.02  66.28  66.49  66.79  67.08  67.36  67.72  68.15  68.33  68.70  69.11  69.64  70.00  70.37  70.88  71.19  71.62  72.22  72.57  73.04  73.43  74.07    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan  74.56  74.05  73.97  73.69  73.58  73.14  72.92  72.66  72.46  72.11  71.80  71.53  71.26  70.86  70.53  70.19  69.83  69.41  69.06  68.72  68.47  68.02  67.75  67.33  67.04  66.86  66.55  66.19  65.90  65.57  65.18  64.73  64.53  64.37  64.23  64.13  64.08  64.02  63.85  63.85  63.90  
64.12  64.07  64.08  64.05  64.20  64.28  64.38  64.57  64.65  64.76  64.89  65.02  65.29  65.43  65.63  65.81  66.00  66.22  66.48  66.68  67.00  67.30  67.58  67.94  68.37  68.55  68.96  69.31  69.80  70.21  70.59  71.09  71.43  71.86  72.47  72.71  73.19  73.57  74.12    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan  74.61  74.21  74.02  73.72  73.60  73.29  73.03  72.82  72.53  72.21  71.98  71.68  71.40  71.05  70.66  70.39  70.05  69.63  69.28  68.97  68.74  68.31  67.97  67.62  67.41  67.17  66.97  66.50  66.33  65.90  65.52  65.13  64.92  64.75  64.61  64.44  64.45  64.33  64.22  64.17  64.22  
64.35  64.36  64.33  64.32  64.42  64.49  64.61  64.79  64.88  64.96  65.09  65.24  65.47  65.63  65.82  66.00  66.19  66.41  66.65  66.85  67.21  67.46  67.68  68.15  68.40  68.77  69.17  69.52  70.00  70.41  70.79  71.28  71.65  72.04  72.61  72.87  73.48  73.63  74.29    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan  74.66  74.21  74.09  73.83  73.61  73.42  73.09  72.90  72.60  72.31  72.09  71.81  71.53  71.17  70.80  70.47  70.09  69.85  69.50  69.19  68.90  68.57  68.24  67.93  67.63  67.53  67.25  66.81  66.64  66.22  65.88  65.38  65.27  65.05  64.87  64.75  64.74  64.67  64.51  64.45  64.35  
64.75  64.51  64.55  64.50  64.62  64.70  64.80  64.99  65.06  65.19  65.26  65.45  65.62  65.76  66.00  66.16  66.32  66.57  66.77  66.99  67.32  67.64  67.89  68.36  68.62  68.98  69.31  69.74  70.21  70.57  70.98  71.39  71.75  72.22  72.67  73.00  73.51  73.71  74.37    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan  74.70  74.26  74.15  73.86  73.75  73.44  73.17  72.95  72.72  72.41  72.18  71.94  71.61  71.26  70.95  70.65  70.30  69.96  69.60  69.37  69.12  68.78  68.46  68.12  67.90  67.71  67.46  67.10  66.84  66.53  66.16  65.79  65.57  65.44  65.16  65.01  65.02  64.97  64.75  64.73  64.74  
64.98  64.72  64.74  64.73  64.80  64.91  64.99  65.17  65.25  65.35  65.43  65.63  65.79  65.97  66.16  66.31  66.51  66.74  66.94  67.19  67.49  67.78  68.09  68.40  68.83  69.17  69.53  69.96  70.34  70.77  71.15  71.49  71.92  72.35  72.84  73.03  73.66  73.88  74.37    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan  74.75  74.33  74.20  73.97  73.76  73.45  73.23  73.02  72.78  72.50  72.27  72.02  71.75  71.34  71.13  70.71  70.31  70.08  69.79  69.56  69.28  68.99  68.68  68.32  68.13  67.98  67.72  67.36  67.15  66.84  66.48  66.10  65.88  65.74  65.45  65.30  65.36  65.21  65.01  65.04  64.99  
65.22  64.95  64.99  64.91  64.99  65.12  65.20  65.37  65.43  65.53  65.60  65.79  65.95  66.11  66.31  66.46  66.68  66.91  67.12  67.31  67.64  67.96  68.29  68.62  69.05  69.37  69.72  70.17  70.50  70.95  71.29  71.69  72.08  72.47  72.98  73.19  73.81  73.91  74.42    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan  74.79  74.40  74.24  74.03  73.90  73.59  73.34  73.12  72.90  72.60  72.29  72.10  71.82  71.48  71.23  70.90  70.53  70.29  69.96  69.69  69.44  69.14  68.86  68.58  68.31  68.25  68.00  67.64  67.46  67.14  66.74  66.45  66.19  66.04  65.83  65.61  65.69  65.53  65.31  65.33  65.21  
65.45  65.27  65.19  65.16  65.21  65.38  65.39  65.50  65.60  65.68  65.79  65.95  66.11  66.28  66.47  66.61  66.82  67.06  67.26  67.47  67.75  68.11  68.51  68.82  69.26  69.56  69.94  70.34  70.70  71.13  71.52  71.87  72.17  72.70  73.09  73.33  73.82  74.06  74.47    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan  74.79  74.40  74.27  74.11  73.91  73.61  73.37  73.21  72.99  72.68  72.38  72.17  71.89  71.60  71.38  70.93  70.73  70.31  70.04  69.85  69.60  69.28  69.04  68.79  68.59  68.45  68.18  67.84  67.77  67.46  67.05  66.76  66.47  66.34  66.13  66.03  66.00  65.86  65.66  65.58  65.45  
