      0.00000,      11.5000
      5.00000,      11.5000
      10.0000,      11.5000
      15.0000,      10.5000
      20.0000,      10.5000
      25.0000,      10.5000
      30.0000,      9.50000
      35.0000,      8.50000
      40.0000,      8.50000
      45.0000,      7.50000
      50.0000,      7.50000
      55.0000,      7.50000
      60.0000,      7.50000
      65.0000,      7.50000
      70.0000,      7.50000
      75.0000,      7.50000
      80.0000,      8.50000
      85.0000,      8.50000
      90.0000,      8.50000
      95.0000,      8.50000
      100.000,      8.50000
      105.000,      8.50000
      110.000,      7.50000
      115.000,      7.50000
      120.000,      7.50000
      125.000,      7.50000
      130.000,      7.50000
      135.000,      7.50000
      140.000,      7.50000
      145.000,      7.50000
      150.000,      7.50000
      155.000,      6.50000
      160.000,      6.50000
      165.000,      5.50000
      170.000,      4.50000
      175.000,      3.50000
      180.000,      2.50000
      185.000,      1.50000
      190.000,     0.500000
      195.000,     0.500000
      200.000,    -0.500000
      205.000,    -0.500000
      210.000,     -1.50000
      215.000,     -1.50000
      220.000,     -2.50000
      225.000,     -2.50000
      230.000,     -3.50000
      235.000,     -4.50000
      240.000,     -4.50000
      245.000,     -5.50000
      250.000,     -6.50000
      255.000,     -7.50000
      260.000,     -8.50000
      265.000,     -9.50000
      270.000,     -10.5000
      275.000,     -11.5000
      280.000,     -12.5000
      285.000,     -12.5000
      290.000,     -12.5000
      295.000,     -11.5000
      300.000,     -9.50000
      305.000,     -7.50000
      310.000,     -4.50000
      315.000,     -1.50000
      320.000,      1.50000
      325.000,      4.50000
      330.000,      6.50000
      335.000,      8.50000
      340.000,      9.50000
      345.000,      10.5000
      350.000,      11.5000
      355.000,      11.5000
      360.000,      11.5000
