# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.9652 130.8599
 HME_DE3_2 0.1872 160.0400
 HME_DE2_1 0.1601 57.8263
 HME_DE2_2 0.1681 115.0775
 HME_DE1_1 0.0406 71.1409
 HME_DE1_2 0.1722 205.2031
  HME_D0_1 0.1287 226.0953
  HME_D0_2 0.0302 358.9839
 HME_DW1_1 1.0391 152.3248
 HME_DW2_1 0.4773 206.7985
 HME_SE3_1 0.0359 150.3473
 HME_SE3_2 0.0648 28.3833
 HME_SE3_3 0.0269 245.9726
 HME_SE3_4 0.0223 182.9605
 HME_SE2_1 0.0579 220.0195
 HME_SE2_2 0.1718 207.3180
 HME_SE2_3 0.0720 256.6695
 HME_SE2_4 0.0465 123.2939
 HME_SE1_1 0.0043 240.3022
 HME_SE1_2 0.0114 250.6320
 HME_SE1_3 0.0326 81.3608
 HME_SE1_4 0.0903 264.5377
  HME_S0_1 0.0244 253.1858
  HME_S0_2 0.0554 35.2124
  HME_S0_3 0.1203 6.9236
  HME_S0_4 0.0877 131.8280
 HME_SW1_1 0.0468 330.0713
 HME_SW1_2 0.0493 83.3642
 HME_SW1_3 0.1639 51.8050
 HME_SW1_4 0.0764 144.1076
 HME_SW2_1 0.1423 259.2552
 HME_SW2_2 0.2754 63.4801
 HME_SW2_3 0.2903 357.9323
 HME_SW2_4 0.5633 208.8212
 HME_SW3_1 0.1116 297.6476
 HME_SW3_2 0.2006 63.5814
 HME_SW3_3 0.0138 57.3445
 HME_SW3_4 0.0402 322.8448
 HME_SW4_1 0.2261 130.7658
 HME_SW4_2 0.1268 132.5842
 HME_SW4_3 0.1294 351.4156
 HME_SW4_4 0.0711 352.1583
 HME_SW6_1 0.0811 327.2038
 HME_SW6_2 0.1142 287.0621
 HME_SW6_3 0.0192 43.0289
 HME_TW3_1 0.2193 105.5176
 HME_TW3_2 0.0418 68.1032
 HME_TW3_3 0.4555 125.2242
 HME_TW3_4 0.3169 189.9208
