# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.1519 170.2185
 HME_DE3_2 0.2589 195.3601
 HME_DE2_1 0.1890 58.3313
 HME_DE2_2 0.1210 127.1863
 HME_DE1_1 0.0570 60.0046
 HME_DE1_2 0.1539 73.6176
  HME_D0_1 0.0833 176.0808
  HME_D0_2 0.1377 223.4022
 HME_DW1_1 1.0616 175.8960
 HME_DW2_1 0.2134 272.4081
 HME_SE3_1 0.0353 159.1699
 HME_SE3_2 0.0813 343.6595
 HME_SE3_3 0.0697 166.1981
 HME_SE3_4 0.0499 191.7295
 HME_SE2_1 0.0263 250.1372
 HME_SE2_2 0.1095 252.9612
 HME_SE2_3 0.0674 187.2263
 HME_SE2_4 0.0923 129.6039
 HME_SE1_1 0.0041 105.0900
 HME_SE1_2 0.0266 297.8943
 HME_SE1_3 0.0182 263.4065
 HME_SE1_4 0.0278 344.0490
  HME_S0_1 0.0119 283.8729
  HME_S0_2 0.0055 3.9465
  HME_S0_3 0.1261 325.5358
  HME_S0_4 0.1260 127.7121
 HME_SW1_1 0.0242 189.9947
 HME_SW1_2 0.0898 120.0448
 HME_SW1_3 0.0822 51.3318
 HME_SW1_4 0.0561 279.0306
 HME_SW2_1 0.3499 168.2963
 HME_SW2_2 0.3755 214.0084
 HME_SW2_3 0.5238 326.4315
 HME_SW2_4 0.3243 34.0383
 HME_SW3_1 0.1269 213.1471
 HME_SW3_2 0.1685 134.2100
 HME_SW3_3 0.0839 250.5676
 HME_SW3_4 0.0738 107.6723
 HME_SW4_1 0.3964 195.9527
 HME_SW4_2 0.0519 90.7213
 HME_SW4_3 0.1884 34.0098
 HME_SW4_4 0.0701 39.1508
 HME_SW6_1 0.0912 20.6420
 HME_SW6_2 0.0380 60.7304
 HME_SW6_3 0.0572 238.2546
 HME_TW3_1 0.2913 60.3787
 HME_TW3_2 0.1571 100.6433
 HME_TW3_3 0.2377 138.1571
 HME_TW3_4 0.2937 85.3259
