# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.8716 122.4206
 HME_DE3_2 0.2236 177.4573
 HME_DE2_1 0.1817 46.9125
 HME_DE2_2 0.2032 127.3054
 HME_DE1_1 0.0338 73.1023
 HME_DE1_2 0.1558 189.8127
  HME_D0_1 0.1774 212.1116
  HME_D0_2 0.0292 194.2654
 HME_DW1_1 0.7690 160.1077
 HME_DW2_1 0.4420 224.0096
 HME_SE3_1 0.0339 145.0254
 HME_SE3_2 0.0473 354.2346
 HME_SE3_3 0.0350 177.4852
 HME_SE3_4 0.0433 157.9157
 HME_SE2_1 0.0376 214.6642
 HME_SE2_2 0.1829 204.4972
 HME_SE2_3 0.0880 301.1109
 HME_SE2_4 0.0457 26.8092
 HME_SE1_1 0.0046 129.4221
 HME_SE1_2 0.0104 240.1666
 HME_SE1_3 0.0130 262.8254
 HME_SE1_4 0.0711 249.8414
  HME_S0_1 0.0155 237.2581
  HME_S0_2 0.0416 39.4243
  HME_S0_3 0.1382 18.3236
  HME_S0_4 0.0919 124.3775
 HME_SW1_1 0.0463 336.1408
 HME_SW1_2 0.0847 101.1482
 HME_SW1_3 0.1314 41.2134
 HME_SW1_4 0.0672 228.7284
 HME_SW2_1 0.2721 220.3387
 HME_SW2_2 0.2315 116.3682
 HME_SW2_3 0.3767 14.3624
 HME_SW2_4 0.2085 182.2290
 HME_SW3_1 0.0788 314.1233
 HME_SW3_2 0.1298 73.8349
 HME_SW3_3 0.0930 136.0100
 HME_SW3_4 0.0824 349.2677
 HME_SW4_1 0.3194 147.7573
 HME_SW4_2 0.1448 154.5144
 HME_SW4_3 0.0875 18.8880
 HME_SW4_4 0.0603 348.9607
 HME_SW6_1 0.1127 358.0243
 HME_SW6_2 0.0604 265.7491
 HME_SW6_3 0.0182 5.3553
 HME_TW3_1 0.2855 59.7062
 HME_TW3_2 0.0466 129.2949
 HME_TW3_3 0.3481 121.3467
 HME_TW3_4 0.3389 135.5502
