# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 1.0394 135.5642
 HME_DE3_2 0.2040 150.1937
 HME_DE2_1 0.1484 66.2339
 HME_DE2_2 0.1820 113.3935
 HME_DE1_1 0.0292 60.5012
 HME_DE1_2 0.2199 200.1770
  HME_D0_1 0.0923 245.2522
  HME_D0_2 0.0738 345.0770
 HME_DW1_1 1.1915 151.5990
 HME_DW2_1 0.5064 202.7285
 HME_SE3_1 0.0404 156.2069
 HME_SE3_2 0.0832 34.8780
 HME_SE3_3 0.0236 265.7789
 HME_SE3_4 0.0129 188.5900
 HME_SE2_1 0.0714 227.0389
 HME_SE2_2 0.1630 209.0734
 HME_SE2_3 0.0513 224.9185
 HME_SE2_4 0.0651 150.3757
 HME_SE1_1 0.0097 151.0537
 HME_SE1_2 0.0103 274.8729
 HME_SE1_3 0.0527 82.5294
 HME_SE1_4 0.0617 272.3112
  HME_S0_1 0.0285 274.0548
  HME_S0_2 0.0607 49.3481
  HME_S0_3 0.0984 9.4111
  HME_S0_4 0.0731 115.5241
 HME_SW1_1 0.0411 305.5146
 HME_SW1_2 0.0636 71.5330
 HME_SW1_3 0.1436 80.9382
 HME_SW1_4 0.0693 130.1109
 HME_SW2_1 0.0264 147.1232
 HME_SW2_2 0.4891 55.1346
 HME_SW2_3 0.2365 334.9719
 HME_SW2_4 0.6296 215.8816
 HME_SW3_1 0.1376 322.0051
 HME_SW3_2 0.1922 56.8056
 HME_SW3_3 0.0520 338.5952
 HME_SW3_4 0.0153 334.4645
 HME_SW4_1 0.1776 112.2023
 HME_SW4_2 0.1430 114.3385
 HME_SW4_3 0.1196 341.5132
 HME_SW4_4 0.0833 356.7119
 HME_SW6_1 0.0930 319.3400
 HME_SW6_2 0.1408 302.8065
 HME_SW6_3 0.0045 347.9208
 HME_TW3_1 0.1107 140.9620
 HME_TW3_2 0.0767 127.7175
 HME_TW3_3 0.4489 141.0885
 HME_TW3_4 0.2721 199.5440
