# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 1.0997 138.3710
 HME_DE3_2 0.1666 144.3472
 HME_DE2_1 0.1262 69.4881
 HME_DE2_2 0.1590 121.4076
 HME_DE1_1 0.0138 48.8495
 HME_DE1_2 0.2230 218.3092
  HME_D0_1 0.0783 256.1892
  HME_D0_2 0.0809 359.6425
 HME_DW1_1 1.1974 156.6416
 HME_DW2_1 0.4459 200.9404
 HME_SE3_1 0.0357 146.7405
 HME_SE3_2 0.1170 46.3810
 HME_SE3_3 0.0328 261.6493
 HME_SE3_4 0.0245 248.6490
 HME_SE2_1 0.0827 225.2702
 HME_SE2_2 0.1535 223.3834
 HME_SE2_3 0.0752 188.2455
 HME_SE2_4 0.0770 154.2000
 HME_SE1_1 0.0121 167.9062
 HME_SE1_2 0.0081 260.8226
 HME_SE1_3 0.0643 94.4527
 HME_SE1_4 0.0645 282.2309
  HME_S0_1 0.0222 284.0427
  HME_S0_2 0.0539 51.0288
  HME_S0_3 0.0844 17.3147
  HME_S0_4 0.0852 111.0560
 HME_SW1_1 0.0499 313.3468
 HME_SW1_2 0.0744 79.3220
 HME_SW1_3 0.0684 67.4612
 HME_SW1_4 0.1063 131.4896
 HME_SW2_1 0.1652 141.5118
 HME_SW2_2 0.6072 58.8013
 HME_SW2_3 0.2151 338.2430
 HME_SW2_4 0.5685 221.3434
 HME_SW3_1 0.1322 315.1818
 HME_SW3_2 0.1196 73.5620
 HME_SW3_3 0.0765 317.5036
 HME_SW3_4 0.0395 176.0541
 HME_SW4_1 0.1279 118.4471
 HME_SW4_2 0.1123 91.5115
 HME_SW4_3 0.0927 335.8059
 HME_SW4_4 0.0519 349.3885
 HME_SW6_1 0.0429 334.2619
 HME_SW6_2 0.1111 297.6149
 HME_SW6_3 0.0084 158.6969
 HME_TW3_1 0.1228 164.7035
 HME_TW3_2 0.0909 173.7379
 HME_TW3_3 0.3585 138.5177
 HME_TW3_4 0.2732 217.3317
