# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.5476 140.2743
 HME_DE3_2 0.1040 53.7858
 HME_DE2_1 0.2977 43.5621
 HME_DE2_2 0.2318 53.4626
 HME_DE1_1 0.0083 44.1569
 HME_DE1_2 0.0479 249.9919
  HME_D0_1 0.0360 272.9405
  HME_D0_2 0.1442 248.6053
 HME_DW1_1 0.7453 186.9067
 HME_DW2_1 0.1436 18.2290
 HME_SE3_1 0.0215 180.2508
 HME_SE3_2 0.1176 16.4089
 HME_SE3_3 0.0316 108.7085
 HME_SE3_4 0.0204 22.2432
 HME_SE2_1 0.0347 252.8025
 HME_SE2_2 0.0831 218.4125
 HME_SE2_3 0.1992 173.3173
 HME_SE2_4 0.0517 252.0643
 HME_SE1_1 0.0177 124.6145
 HME_SE1_2 0.0337 141.0624
 HME_SE1_3 0.1152 85.4028
 HME_SE1_4 0.0112 333.7598
  HME_S0_1 0.0175 346.5319
  HME_S0_2 0.0745 38.4698
  HME_S0_3 0.0568 37.9366
  HME_S0_4 0.0370 42.0328
 HME_SW1_1 0.0447 186.0019
 HME_SW1_2 0.1177 75.7849
 HME_SW1_3 0.0642 302.1377
 HME_SW1_4 0.0806 84.1959
 HME_SW2_1 0.3013 179.4629
 HME_SW2_2 0.5469 53.0741
 HME_SW2_3 0.6273 356.7230
 HME_SW2_4 0.4374 202.7353
 HME_SW3_1 0.1221 233.0084
 HME_SW3_2 0.1791 92.4810
 HME_SW3_3 0.0710 264.9259
 HME_SW3_4 0.0630 135.7179
 HME_SW4_1 0.0842 238.9018
 HME_SW4_2 0.0514 337.5993
 HME_SW4_3 0.0495 47.7005
 HME_SW4_4 0.0370 25.4553
 HME_SW6_1 0.0417 257.3858
 HME_SW6_2 0.0258 237.5228
 HME_SW6_3 0.0043 233.6471
 HME_TW3_1 0.0254 31.9208
 HME_TW3_2 0.1546 145.0158
 HME_TW3_3 0.1819 120.4719
 HME_TW3_4 0.3653 176.3498
