 Spectral data from ../../Hitr04/02_hit04.par_fmt                               
           220.0    es la weighting temperature
          36  es el no. de temp. diferentes
   667.380   593.000   752.000       central wave#, min w#, max w#
  4     no. grupos en este intervalo :
 number     strength   alor_self    alor_air      a_dop  spacing
   29.0  3.258702E-23  5.7127E-02  5.7088E-02  7.7930E-04   1.1696E+00
   42.0  6.381716E-21  6.8882E-02  6.2169E-02  7.7738E-04   1.1163E+00
   64.0  1.189095E-19  9.3040E-02  6.9488E-02  7.7572E-04   1.0131E+00
 310.00
   18.0  1.396418E-25  5.3389E-02  5.5156E-02  7.6857E-04   1.1507E+00
   29.0  2.477065E-23  5.8358E-02  5.8304E-02  7.6659E-04   1.1696E+00
   42.0  5.813227E-21  7.0660E-02  6.3716E-02  7.6497E-04   1.1163E+00
   64.0  1.210700E-19  9.5493E-02  7.1252E-02  7.6347E-04   1.0131E+00
 300.00
   18.0  8.615324E-26  5.4402E-02  5.6194E-02  7.5547E-04   1.1507E+00
   29.0  1.846082E-23  5.9660E-02  5.9590E-02  7.5366E-04   1.1696E+00
   42.0  5.254320E-21  7.2546E-02  6.5357E-02  7.5236E-04   1.1163E+00
   64.0  1.231776E-19  9.8093E-02  7.3120E-02  7.5102E-04   1.0131E+00
 290.00
   18.0  5.132128E-26  5.5470E-02  5.7290E-02  7.4213E-04   1.1507E+00
   29.0  1.346233E-23  6.1038E-02  6.0951E-02  7.4051E-04   1.1696E+00
   42.0  4.708715E-21  7.4550E-02  6.7099E-02  7.3953E-04   1.1163E+00
   64.0  1.252226E-19  1.0085E-01  7.5103E-02  7.3836E-04   1.0131E+00
 280.00
   18.0  2.940924E-26  5.6599E-02  5.8449E-02  7.2856E-04   1.1507E+00
   29.0  9.584285E-24  6.2500E-02  6.2395E-02  7.2712E-04   1.1696E+00
   42.0  4.180205E-21  7.6685E-02  6.8954E-02  7.2648E-04   1.1163E+00
   64.0  1.271952E-19  1.0379E-01  7.7210E-02  7.2549E-04   1.0131E+00
 270.00
   18.0  1.614308E-26  5.7795E-02  5.9676E-02  7.1473E-04   1.1507E+00
   29.0  6.644184E-24  6.4055E-02  6.3930E-02  7.1347E-04   1.1696E+00
   42.0  3.672583E-21  7.8963E-02  7.0932E-02  7.1320E-04   1.1163E+00
   64.0  1.290854E-19  1.0692E-01  7.9454E-02  7.1238E-04   1.0131E+00
 260.00
   18.0  8.446589E-27  5.9064E-02  6.0978E-02  7.0062E-04   1.1507E+00
   29.0  4.471662E-24  6.5711E-02  6.5565E-02  6.9956E-04   1.1696E+00
   42.0  3.189563E-21  8.1401E-02  7.3047E-02  6.9966E-04   1.1163E+00
   64.0  1.308832E-19  1.1027E-01  8.1850E-02  6.9903E-04   1.0131E+00
 250.00
   18.0  4.188996E-27  6.0415E-02  6.2364E-02  6.8622E-04   1.1507E+00
   29.0  2.911671E-24  6.7480E-02  6.7311E-02  6.8536E-04   1.1696E+00
   42.0  2.734690E-21  8.4016E-02  7.5314E-02  6.8585E-04   1.1163E+00
   64.0  1.325789E-19  1.1385E-01  8.4415E-02  6.8542E-04   1.0131E+00
 240.00
   18.0  1.956179E-27  6.1855E-02  6.3841E-02  6.7152E-04   1.1507E+00
   29.0  1.826912E-24  6.9374E-02  6.9180E-02  6.7086E-04   1.1696E+00
   42.0  2.311232E-21  8.6827E-02  7.7750E-02  6.7177E-04   1.1163E+00
   64.0  1.341632E-19  1.1769E-01  8.7167E-02  6.7154E-04   1.0131E+00
 230.00
   18.0  8.535360E-28  6.3396E-02  6.5421E-02  6.5648E-04   1.1507E+00
   29.0  1.099398E-24  7.1408E-02  7.1188E-02  6.5603E-04   1.1696E+00
   42.0  1.922072E-21  8.9860E-02  8.0376E-02  6.5738E-04   1.1163E+00
   64.0  1.356278E-19  1.2183E-01  9.0128E-02  6.5737E-04   1.0131E+00
 220.00
   18.0  3.448187E-28  6.5048E-02  6.7116E-02  6.4109E-04   1.1507E+00
   29.0  6.310310E-25  7.3600E-02  7.3350E-02  6.4085E-04   1.1696E+00
   42.0  1.569581E-21  9.3142E-02  8.3216E-02  6.4267E-04   1.1163E+00
   64.0  1.369655E-19  1.2630E-01  9.3323E-02  6.4288E-04   1.0131E+00
 210.00
   18.0  1.275881E-28  6.6826E-02  6.8939E-02  6.2532E-04   1.1507E+00
   29.0  3.432036E-25  7.5968E-02  7.5686E-02  6.2531E-04   1.1696E+00
   42.0  1.255506E-21  9.6707E-02  8.6298E-02  6.2762E-04   1.1163E+00
   64.0  1.381702E-19  1.3115E-01  9.6784E-02  6.2807E-04   1.0131E+00
 200.00
   18.0  4.268176E-29  6.8746E-02  7.0908E-02  6.0914E-04   1.1507E+00
   29.0  1.754873E-25  7.8537E-02  7.8219E-02  6.0936E-04   1.1696E+00
   42.0  9.808457E-22  1.0059E-01  8.9655E-02  6.1220E-04   1.1163E+00
   64.0  1.392382E-19  1.3641E-01  1.0055E-01  6.1290E-04   1.0131E+00
 190.00
   18.0  1.270787E-29  7.0827E-02  7.3041E-02  5.9251E-04   1.1507E+00
   29.0  8.356267E-26  8.1335E-02  8.0978E-02  5.9297E-04   1.1696E+00
   42.0  7.457542E-22  1.0485E-01  9.3329E-02  5.9637E-04   1.1163E+00
   64.0  1.401676E-19  1.4215E-01  1.0465E-01  5.9735E-04   1.0131E+00
 180.00
   18.0  3.303575E-30  7.3092E-02  7.5363E-02  5.7540E-04   1.1507E+00
   29.0  3.662948E-26  8.4396E-02  8.3996E-02  5.7612E-04   1.1696E+00
   42.0  5.494631E-22  1.0953E-01  9.7366E-02  5.8012E-04   1.1163E+00
   64.0  1.409592E-19  1.4845E-01  1.0915E-01  5.8139E-04   1.0131E+00
 170.00
   18.0  7.323443E-31  7.5569E-02  7.7903E-02  5.5776E-04   1.1507E+00
   29.0  1.457183E-26  8.7761E-02  8.7313E-02  5.5875E-04   1.1696E+00
   42.0  3.902432E-22  1.1470E-01  1.0183E-01  5.6340E-04   1.1163E+00
   64.0  1.416168E-19  1.5538E-01  1.1411E-01  5.6498E-04   1.0131E+00
 160.00
   18.0  1.344177E-31  7.8293E-02  8.0695E-02  5.3954E-04   1.1507E+00
   29.0  5.168298E-27  9.1482E-02  9.0980E-02  5.4081E-04   1.1696E+00
   42.0  2.654184E-22  1.2046E-01  1.0679E-01  5.4616E-04   1.1163E+00
   64.0  1.421473E-19  1.6306E-01  1.1960E-01  5.4808E-04   1.0131E+00
 150.00
   18.0  1.967890E-32  8.1306E-02  8.3783E-02  5.2068E-04   1.1507E+00
   29.0  1.598013E-27  9.5621E-02  9.5058E-02  5.2227E-04   1.1696E+00
   42.0  1.714442E-22  1.2691E-01  1.1234E-01  5.2835E-04   1.1163E+00
   64.0  1.425607E-19  1.7161E-01  1.2573E-01  5.3065E-04   1.0131E+00
 140.00
   18.0  2.190475E-33  8.4661E-02  8.7221E-02  5.0111E-04   1.1507E+00
   29.0  4.185053E-28  1.0026E-01  9.9627E-02  5.0304E-04   1.1696E+00
   42.0  1.040628E-22  1.3418E-01  1.1859E-01  5.0991E-04   1.1163E+00
   64.0  1.428700E-19  1.8121E-01  1.3261E-01  5.1263E-04   1.0131E+00
 130.00
   18.0  1.741360E-34  8.8426E-02  9.1079E-02  4.8075E-04   1.1507E+00
   29.0  8.940810E-29  1.0550E-01  1.0479E-01  4.8307E-04   1.1696E+00
   42.0  5.853758E-23  1.4246E-01  1.2570E-01  4.9078E-04   1.1163E+00
   64.0  1.430909E-19  1.9207E-01  1.4040E-01  4.9395E-04   1.0131E+00
 120.00
   18.0  9.096216E-36  9.2690E-02  9.5447E-02  4.5952E-04   1.1507E+00
   29.0  1.482052E-29  1.1147E-01  1.1066E-01  4.6227E-04   1.1696E+00
   42.0  2.996058E-23  1.5198E-01  1.3387E-01  4.7086E-04   1.1163E+00
   64.0  1.432409E-19  2.0448E-01  1.4932E-01  4.7455E-04   1.0131E+00
 110.00
   18.0  2.787226E-37  9.7568E-02  1.0044E-01  4.3732E-04   1.1507E+00
   29.0  1.780501E-30  1.1835E-01  1.1744E-01  4.4056E-04   1.1696E+00
   42.0  1.360774E-23  1.6306E-01  1.4335E-01  4.5006E-04   1.1163E+00
   64.0  1.433381E-19  2.1882E-01  1.5964E-01  4.5432E-04   1.0131E+00
 100.00
   18.0  4.274902E-39  1.0322E-01  1.0623E-01  4.1404E-04   1.1507E+00
   29.0  1.409213E-31  1.2638E-01  1.2534E-01  4.1783E-04   1.1696E+00
   42.0  5.296702E-24  1.7612E-01  1.5452E-01  4.2823E-04   1.1163E+00
   64.0  1.434005E-19  2.3564E-01  1.7176E-01  4.3316E-04   1.0131E+00
  90.00
   18.0  2.610595E-41  1.0986E-01  1.1303E-01  3.8957E-04   1.1507E+00
   29.0  6.402103E-33  1.3589E-01  1.3471E-01  3.9399E-04   1.1696E+00
   42.0  1.680506E-24  1.9178E-01  1.6790E-01  4.0524E-04   1.1163E+00
   64.0  1.434438E-19  2.5568E-01  1.8624E-01  4.1091E-04   1.0131E+00
  80.00
   18.0  4.504976E-44  1.1780E-01  1.2116E-01  3.6382E-04   1.1507E+00
   29.0  1.357580E-34  1.4737E-01  1.4601E-01  3.6892E-04   1.1696E+00
   42.0  4.032601E-25  2.1094E-01  1.8425E-01  3.8087E-04   1.1163E+00
   64.0  1.434816E-19  2.8008E-01  2.0390E-01  3.8739E-04   1.0131E+00
  70.00
   18.0  1.281892E-47  1.2751E-01  1.3109E-01  3.3675E-04   1.1507E+00
   29.0  9.704448E-37  1.6153E-01  1.5996E-01  3.4251E-04   1.1696E+00
   42.0  6.510034E-26  2.3498E-01  2.0473E-01  3.5489E-04   1.1163E+00
   64.0  1.435243E-19  3.1061E-01  2.2604E-01  3.6235E-04   1.0131E+00
  60.00
   18.0  2.449166E-52  1.3971E-01  1.4358E-01  3.0836E-04   1.1507E+00
   29.0  1.357830E-39  1.7954E-01  1.7770E-01  3.1462E-04   1.1696E+00
   42.0  5.820307E-27  2.6613E-01  2.3123E-01  3.2697E-04   1.1163E+00
   64.0  1.435812E-19  3.5016E-01  2.5478E-01  3.3545E-04   1.0131E+00
  20.00
   18.0  6.111111E-39  1.4065E-01  1.4659E-01  3.1201E-04   1.1507E+00
   29.0  1.393520E-43  2.0334E-01  2.0117E-01  2.8504E-04   1.1696E+00
   42.0  2.031180E-28  3.0823E-01  2.6705E-01  2.9673E-04   1.1163E+00
   64.0  1.436637E-19  4.0386E-01  2.9389E-01  3.0621E-04   1.0131E+00
