GITM2 log file
## Inputs from UAM.in
# Resart= F
# Eddy coef:   300.000 Eddy P0:     0.005 Eddy P1:     0.001
# Statistical Models Only:  F Apex:  T
# EUV Data:  F
# AMIE: none           
none                                                                                                
# Solar Heating:  T Joule Heating:  T Auroral Heating:  T
# NO Cooling:  T O Cooling:  T
# Conduction:  T Turbulent Conduction:  T
# Pressure Grad:  T Ion Drag:  T Neutral Drag:  T
# Viscosity:  T Coriolis:  T Gravity:  T
# Ion Chemistry:  T Ion Advection:  T Neutral Chemistry:  T
 
#START
   iStep yyyy mm dd hh mm ss  ms      dt min(T) max(T) mean(T) min(VV) max(VV) mean(VV) F107 F107A By Bz Vx HP HPn HPs SubsolarLon SubsolarLat SubsolarVTEC
    9921 2017  8 21 13 21 15 370  4.9012    180.13970    520.34267    497.68401     -0.36001      2.85249      1.06607     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.92864   0.19921  -1.00000
    9922 2017  8 21 13 21 20 272  4.9012    180.13950    520.36559    497.70196     -0.35977      2.82672      1.06571     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.92828   0.19921  -1.00000
    9923 2017  8 21 13 21 25 173  4.9011    180.13931    520.38847    497.71987     -0.35953      2.80066      1.06447     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.92793   0.19921  -1.00000
    9924 2017  8 21 13 21 30  74  4.9011    180.13911    520.41136    497.73779     -0.35931      2.77452      1.06334     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.92757   0.19921  -1.00000
    9925 2017  8 21 13 21 34 975  4.9010    180.13892    520.43438    497.75572     -0.35910      2.74846      1.06166     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.92721   0.19921  -1.00000
    9926 2017  8 21 13 21 39 876  4.9010    180.13873    520.45750    497.77364     -0.35890      2.72255      1.05887     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.92686   0.19921  -1.00000
    9927 2017  8 21 13 21 44 777  4.9010    180.13854    520.47994    497.79161     -0.35873      2.69678      1.05729     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.92650   0.19920  -1.00000
    9928 2017  8 21 13 21 49 678  4.9009    180.13835    520.49985    497.80959     -0.35858      2.67109      1.05371     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.92614   0.19920  -1.00000
    9929 2017  8 21 13 21 54 579  4.9009    180.13817    520.52240    497.82764     -0.35845      2.64536      1.04986     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.92579   0.19920  -1.00000
    9930 2017  8 21 13 21 59 480  4.9008    180.13799    520.54634    497.84586     -0.35833      2.61946      1.04735     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.92543   0.19920  -1.00000
    9931 2017  8 21 13 22  4 380  4.9008    180.13781    520.57227    497.86417     -0.35820      2.59325      1.04260     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.92507   0.19920  -1.00000
    9932 2017  8 21 13 22  9 281  4.9008    180.13763    520.59923    497.88260     -0.35805      2.56659      1.03858     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.92472   0.19920  -1.00000
    9933 2017  8 21 13 22 14 182  4.9007    180.13745    520.61891    497.90117     -0.35787      2.53938      1.03490     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.92436   0.19920  -1.00000
    9934 2017  8 21 13 22 19  83  4.9007    180.13728    520.64010    497.91987     -0.35766      2.51155      1.02956     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.92401   0.19920  -1.00000
    9935 2017  8 21 13 22 23 983  4.9006    180.13711    520.66495    497.93874     -0.35739      2.48312      1.02666     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.92365   0.19920  -1.00000
    9936 2017  8 21 13 22 28 884  4.9006    180.13694    520.68961    497.95771     -0.35705      2.45419      1.02215     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.92329   0.19920  -1.00000
    9937 2017  8 21 13 22 33 784  4.9006    180.13677    520.71761    497.97678     -0.35666      2.42493      1.01714     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.92294   0.19920  -1.00000
    9938 2017  8 21 13 22 38 685  4.9005    180.13660    520.74513    497.99595     -0.35621      2.39553      1.01446     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.92258   0.19920  -1.00000
    9939 2017  8 21 13 22 43 585  4.9005    180.13644    520.76560    498.01522     -0.35573      2.36637      1.01016     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.92222   0.19920  -1.00000
    9940 2017  8 21 13 22 48 486  4.9004    180.13627    520.78710    498.03460     -0.35521      2.33777      1.00600     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.92187   0.19920  -1.00000
    9941 2017  8 21 13 22 53 386  4.9004    180.13611    520.81277    498.05411     -0.35468      2.30960      1.00323     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.92151   0.19920  -1.00000
    9942 2017  8 21 13 22 58 287  4.9004    180.13595    520.83958    498.07373     -0.35412      2.28250      0.99956     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.92115   0.19920  -1.00000
    9943 2017  8 21 13 23  3 187  4.9003    180.13580    520.86864    498.09333     -0.35354      2.25767      0.99632     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.92080   0.19920  -1.00000
    9944 2017  8 21 13 23  8  87  4.9003    180.13564    520.89424    498.11304     -0.35293      2.23518      0.99476     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.92044   0.19920  -1.00000
    9945 2017  8 21 13 23 12 987  4.9002    180.13549    520.91609    498.13273     -0.35229      2.21523      0.99175     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.92008   0.19920  -1.00000
    9946 2017  8 21 13 23 17 888  4.9002    180.13533    520.93838    498.15253     -0.35182      2.19792      0.98972     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91973   0.19920  -1.00000
    9947 2017  8 21 13 23 22 788  4.9002    180.13518    520.96441    498.17249     -0.35137      2.18321      0.98774     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91937   0.19920  -1.00000
    9948 2017  8 21 13 23 27 688  4.9001    180.13504    520.99351    498.19254     -0.35090      2.17115      0.98538     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91902   0.19920  -1.00000
    9949 2017  8 21 13 23 32 588  4.9001    180.13489    521.02207    498.21272     -0.35039      2.16183      0.98356     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91866   0.19920  -1.00000
    9950 2017  8 21 13 23 37 488  4.9000    180.13475    521.04676    498.23306     -0.34985      2.16061      0.98241     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91830   0.19920  -1.00000
    9951 2017  8 21 13 23 42 388  4.9000    180.13461    521.06889    498.25352     -0.34927      2.16661      0.98058     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91795   0.19920  -1.00000
    9952 2017  8 21 13 23 47 288  4.9000    180.13447    521.09678    498.27422     -0.34867      2.17383      0.97967     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91759   0.19920  -1.00000
    9953 2017  8 21 13 23 52 188  4.8999    180.13433    521.12610    498.29494     -0.34806      2.18036      0.97892     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91723   0.19920  -1.00000
    9954 2017  8 21 13 23 57  88  4.8999    180.13419    521.15565    498.31564     -0.34743      2.18958      0.97729     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91688   0.19920  -1.00000
    9955 2017  8 21 13 24  1 987  4.8998    180.13406    521.18452    498.33647     -0.34680      2.19912      0.97787     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91652   0.19919  -1.00000
    9956 2017  8 21 13 24  6 887  4.8998    180.13393    521.20792    498.35738     -0.34617      2.21185      0.97795     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91617   0.19919  -1.00000
    9957 2017  8 21 13 24 11 787  4.8998    180.13380    521.23067    498.37833     -0.34554      2.22492      0.97772     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91581   0.19919  -1.00000
    9958 2017  8 21 13 24 16 687  4.8997    180.13367    521.25786    498.39933     -0.34493      2.24651      0.97974     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91545   0.19919  -1.00000
    9959 2017  8 21 13 24 21 586  4.8997    180.13354    521.28806    498.42040     -0.34432      2.26898      0.97996     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91510   0.19919  -1.00000
    9960 2017  8 21 13 24 26 486  4.8996    180.13342    521.31657    498.44152     -0.34372      2.29238      0.98137     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91474   0.19919  -1.00000
    9961 2017  8 21 13 24 31 386  4.8996    180.13330    521.34321    498.46262     -0.34314      2.31764      0.98451     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91438   0.19919  -1.00000
    9962 2017  8 21 13 24 36 285  4.8995    180.13318    521.36655    498.48372     -0.34258      2.34403      0.98605     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91403   0.19919  -1.00000
    9963 2017  8 21 13 24 41 185  4.8995    180.13306    521.39440    498.50499     -0.34208      2.37140      0.98838     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91367   0.19919  -1.00000
    9964 2017  8 21 13 24 46  84  4.8995    180.13294    521.42361    498.52620     -0.34168      2.39978      0.99137     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91331   0.19919  -1.00000
    9965 2017  8 21 13 24 50 984  4.8994    180.13282    521.45329    498.54736     -0.34142      2.42714      0.99278     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91296   0.19919  -1.00000
    9966 2017  8 21 13 24 55 883  4.8994    180.13270    521.48104    498.56867     -0.34128      2.45298      0.99626     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91260   0.19919  -1.00000
    9967 2017  8 21 13 25  0 782  4.8993    180.13259    521.50431    498.58997     -0.34121      2.47803      0.99998     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91225   0.19919  -1.00000
    9968 2017  8 21 13 25  5 682  4.8993    180.13247    521.52745    498.61131     -0.34116      2.50912      1.00197     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91189   0.19919  -1.00000
    9969 2017  8 21 13 25 10 581  4.8993    180.13236    521.55744    498.63278     -0.34109      2.54274      1.00550     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91153   0.19919  -1.00000
    9970 2017  8 21 13 25 15 480  4.8992    180.13224    521.58663    498.65432     -0.34096      2.57577      1.00889     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91118   0.19919  -1.00000
    9971 2017  8 21 13 25 20 379  4.8992    180.13213    521.61675    498.67585     -0.34076      2.60702      1.01084     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91082   0.19919  -1.00000
    9972 2017  8 21 13 25 25 278  4.8991    180.13202    521.64450    498.69750     -0.34050      2.63442      1.01433     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91046   0.19919  -1.00000
    9973 2017  8 21 13 25 30 178  4.8991    180.13191    521.67094    498.71920     -0.34023      2.65684      1.01903     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.91011   0.19919  -1.00000
    9974 2017  8 21 13 25 35  77  4.8991    180.13180    521.69385    498.74092     -0.33997      2.67474      1.02147     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90975   0.19919  -1.00000
    9975 2017  8 21 13 25 39 976  4.8990    180.13169    521.72176    498.76278     -0.33975      2.68872      1.02501     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90940   0.19919  -1.00000
    9976 2017  8 21 13 25 44 875  4.8990    180.13159    521.74915    498.78468     -0.33961      2.69948      1.02952     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90904   0.19919  -1.00000
    9977 2017  8 21 13 25 49 774  4.8989    180.13148    521.77987    498.80657     -0.33954      2.70744      1.03215     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90868   0.19919  -1.00000
    9978 2017  8 21 13 25 54 672  4.8989    180.13138    521.81100    498.82863     -0.33951      2.71246      1.03527     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90833   0.19919  -1.00000
    9979 2017  8 21 13 25 59 571  4.8989    180.13128    521.83814    498.85074     -0.33952      2.71448      1.04085     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90797   0.19919  -1.00000
    9980 2017  8 21 13 26  4 470  4.8988    180.13118    521.86167    498.87284     -0.33954      2.71364      1.04445     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90761   0.19919  -1.00000
    9981 2017  8 21 13 26  9 369  4.8988    180.13108    521.89001    498.89511     -0.33956      2.71024      1.04882     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90726   0.19919  -1.00000
    9982 2017  8 21 13 26 14 268  4.8987    180.13099    521.91840    498.91738     -0.33956      2.70463      1.05429     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90690   0.19919  -1.00000
    9983 2017  8 21 13 26 19 166  4.8987    180.13089    521.94888    498.93965     -0.33957      2.69722      1.05948     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90655   0.19918  -1.00000
    9984 2017  8 21 13 26 24  65  4.8987    180.13080    521.98058    498.96193     -0.33957      2.68832      1.06418     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90619   0.19918  -1.00000
    9985 2017  8 21 13 26 28 964  4.8986    180.13071    522.00906    498.98427     -0.33958      2.67818      1.07066     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90583   0.19918  -1.00000
    9986 2017  8 21 13 26 33 862  4.8986    180.13061    522.03363    499.00666     -0.33960      2.66706      1.07619     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90548   0.19918  -1.00000
    9987 2017  8 21 13 26 38 761  4.8985    180.13051    522.05971    499.02910     -0.33963      2.65525      1.08204     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90512   0.19918  -1.00000
    9988 2017  8 21 13 26 43 659  4.8985    180.13042    522.08715    499.05151     -0.33965      2.64302      1.08916     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90476   0.19918  -1.00000
    9989 2017  8 21 13 26 48 558  4.8985    180.13033    522.11819    499.07382     -0.33966      2.63079      1.09579     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90441   0.19918  -1.00000
    9990 2017  8 21 13 26 53 456  4.8984    180.13024    522.14669    499.09612     -0.33964      2.61899      1.10389     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90405   0.19918  -1.00000
    9991 2017  8 21 13 26 58 354  4.8984    180.13014    522.17496    499.11831     -0.33959      2.60814      1.11277     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90370   0.19918  -1.00000
    9992 2017  8 21 13 27  3 253  4.8983    180.13004    522.20307    499.14043     -0.33949      2.59870      1.12195     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90334   0.19918  -1.00000
    9993 2017  8 21 13 27  8 151  4.8983    180.12993    522.23109    499.16246     -0.33935      2.59094      1.13137     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90298   0.19918  -1.00000
    9994 2017  8 21 13 27 13  49  4.8982    180.12983    522.25879    499.18430     -0.33919      2.58516      1.14200     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90263   0.19918  -1.00000
    9995 2017  8 21 13 27 17 947  4.8982    180.12972    522.28633    499.20599     -0.33903      2.58180      1.15298     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90227   0.19918  -1.00000
    9996 2017  8 21 13 27 22 846  4.8982    180.12961    522.31384    499.22752     -0.33885      2.58124      1.16462     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90191   0.19918  -1.00000
    9997 2017  8 21 13 27 27 744  4.8981    180.12950    522.34122    499.24891     -0.33869      2.59094      1.17630     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90156   0.19918  -1.00000
    9998 2017  8 21 13 27 32 642  4.8981    180.12939    522.36835    499.27013     -0.33853      2.60991      1.18809     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90120   0.19918  -1.00000
    9999 2017  8 21 13 27 37 540  4.8980    180.12928    522.39514    499.29115     -0.33839      2.63598      1.20017     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90085   0.19918  -1.00000
   10000 2017  8 21 13 27 42 438  4.8980    180.12917    522.42156    499.31194     -0.33825      2.66257      1.21192     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90049   0.19918  -1.00000
   10001 2017  8 21 13 27 47 336  4.8980    180.12906    522.44767    499.33256     -0.33810      2.68954      1.22375     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.90013   0.19918  -1.00000
   10002 2017  8 21 13 27 52 234  4.8979    180.12896    522.47328    499.35302     -0.33794      2.71665      1.23484     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89978   0.19918  -1.00000
   10003 2017  8 21 13 27 57 132  4.8979    180.12885    522.49819    499.37341     -0.33777      2.74400      1.24555     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89942   0.19918  -1.00000
   10004 2017  8 21 13 28  2  29  4.8978    180.12875    522.52339    499.39383     -0.33757      2.77493      1.25702     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89907   0.19918  -1.00000
   10005 2017  8 21 13 28  6 927  4.8978    180.12865    522.54736    499.41420     -0.33734      2.80668      1.26702     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89871   0.19918  -1.00000
   10006 2017  8 21 13 28 11 825  4.8978    180.12855    522.57564    499.43469     -0.33709      2.83903      1.27674     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89835   0.19918  -1.00000
   10007 2017  8 21 13 28 16 723  4.8977    180.12845    522.60048    499.45530     -0.33683      2.87162      1.28802     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89800   0.19918  -1.00000
   10008 2017  8 21 13 28 21 620  4.8977    180.12835    522.62717    499.47597     -0.33654      2.90859      1.29608     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89764   0.19918  -1.00000
   10009 2017  8 21 13 28 26 518  4.8976    180.12826    522.65274    499.49671     -0.33624      2.95486      1.30574     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89728   0.19918  -1.00000
   10010 2017  8 21 13 28 31 416  4.8976    180.12816    522.67548    499.51749     -0.33591      3.00190      1.31580     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89693   0.19917  -1.00000
   10011 2017  8 21 13 28 36 313  4.8976    180.12807    522.70027    499.53837     -0.33555      3.04948      1.32376     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89657   0.19917  -1.00000
   10012 2017  8 21 13 28 41 211  4.8975    180.12798    522.73065    499.55934     -0.33516      3.09767      1.33377     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89622   0.19917  -1.00000
   10013 2017  8 21 13 28 46 108  4.8975    180.12788    522.75631    499.58039     -0.33473      3.14615      1.34191     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89586   0.19917  -1.00000
   10014 2017  8 21 13 28 51   6  4.8974    180.12779    522.78414    499.60151     -0.33425      3.19474      1.34854     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89550   0.19917  -1.00000
   10015 2017  8 21 13 28 55 903  4.8974    180.12769    522.81009    499.62273     -0.33372      3.24280      1.35684     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89515   0.19917  -1.00000
   10016 2017  8 21 13 29  0 800  4.8973    180.12760    522.83246    499.64405     -0.33313      3.28825      1.36461     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89479   0.19917  -1.00000
   10017 2017  8 21 13 29  5 698  4.8973    180.12750    522.85816    499.66550     -0.33249      3.33339      1.37018     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89444   0.19917  -1.00000
   10018 2017  8 21 13 29 10 595  4.8973    180.12740    522.88919    499.68706     -0.33180      3.38773      1.37843     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89408   0.19917  -1.00000
   10019 2017  8 21 13 29 15 492  4.8972    180.12730    522.91558    499.70869     -0.33109      3.43805      1.38498     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89372   0.19917  -1.00000
   10020 2017  8 21 13 29 20 389  4.8972    180.12719    522.94452    499.73043     -0.33035      3.48492      1.38948     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89337   0.19917  -1.00000
   10021 2017  8 21 13 29 25 286  4.8971    180.12707    522.97122    499.75226     -0.32961      3.52782      1.39675     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89301   0.19917  -1.00000
   10022 2017  8 21 13 29 30 184  4.8971    180.12695    522.99429    499.77415     -0.32888      3.56665      1.40218     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89265   0.19917  -1.00000
   10023 2017  8 21 13 29 35  81  4.8971    180.12683    523.02064    499.79612     -0.32817      3.60119      1.40631     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89230   0.19917  -1.00000
   10024 2017  8 21 13 29 39 978  4.8970    180.12671    523.05263    499.81829     -0.32749      3.63076      1.41259     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89194   0.19917  -1.00000
   10025 2017  8 21 13 29 44 875  4.8970    180.12660    523.08006    499.84049     -0.32685      3.65472      1.41625     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89159   0.19917  -1.00000
   10026 2017  8 21 13 29 49 772  4.8969    180.12649    523.10947    499.86280     -0.32626      3.67398      1.41896     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89123   0.19917  -1.00000
   10027 2017  8 21 13 29 54 668  4.8969    180.12638    523.13695    499.88525     -0.32570      3.68888      1.42438     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89087   0.19917  -1.00000
   10028 2017  8 21 13 29 59 565  4.8968    180.12627    523.16116    499.90777     -0.32517      3.70008      1.42672     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89052   0.19917  -1.00000
   10029 2017  8 21 13 30  4 462  4.8968    180.12616    523.18920    499.93030     -0.32467      3.70801      1.42906     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.89016   0.19917  -1.00000
   10030 2017  8 21 13 30  9 359  4.8968    180.12606    523.22218    499.95299     -0.32420      3.71263      1.43310     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.88981   0.19917  -1.00000
   10031 2017  8 21 13 30 14 256  4.8967    180.12596    523.24846    499.97573     -0.32374      3.71392      1.43405     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.88945   0.19917  -1.00000
   10032 2017  8 21 13 30 19 152  4.8967    180.12586    523.27915    499.99858     -0.32331      3.71214      1.43561     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.88909   0.19917  -1.00000
   10033 2017  8 21 13 30 24  49  4.8966    180.12576    523.30721    500.02160     -0.32288      3.70762      1.43910     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.88874   0.19917  -1.00000
   10034 2017  8 21 13 30 28 945  4.8966    180.12566    523.33199    500.04459     -0.32244      3.70074      1.43930     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.88838   0.19917  -1.00000
   10035 2017  8 21 13 30 33 842  4.8966    180.12557    523.35943    500.06767     -0.32197      3.69183      1.44173     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.88803   0.19917  -1.00000
   10036 2017  8 21 13 30 38 739  4.8965    180.12548    523.38939    500.09082     -0.32148      3.68118      1.44503     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.88767   0.19917  -1.00000
   10037 2017  8 21 13 30 43 635  4.8965    180.12538    523.42001    500.11392     -0.32095      3.66906      1.44529     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.88731   0.19917  -1.00000
   10038 2017  8 21 13 30 48 531  4.8964    180.12529    523.45252    500.13703     -0.32037      3.65572      1.44636     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.88696   0.19916  -1.00000
   10039 2017  8 21 13 30 53 428  4.8964    180.12520    523.48094    500.16017     -0.31976      3.64144      1.44909     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.88660   0.19916  -1.00000
   10040 2017  8 21 13 30 58 324  4.8963    180.12511    523.50602    500.18328     -0.31915      3.62656      1.44870     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.88624   0.19916  -1.00000
   10041 2017  8 21 13 31  3 220  4.8963    180.12502    523.53304    500.20646     -0.31855      3.61141      1.44907     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.88589   0.19916  -1.00000
   10042 2017  8 21 13 31  8 117  4.8963    180.12494    523.56213    500.22974     -0.31800      3.59632      1.44950     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.88553   0.19916  -1.00000
   10043 2017  8 21 13 31 13  13  4.8962    180.12485    523.59160    500.25305     -0.31755      3.58161      1.44952     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.88518   0.19916  -1.00000
   10044 2017  8 21 13 31 17 909  4.8962    180.12477    523.62085    500.27634     -0.31723      3.56761      1.44997     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.88482   0.19916  -1.00000
   10045 2017  8 21 13 31 22 805  4.8961    180.12469    523.65028    500.29969     -0.31704      3.55460      1.45022     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.88446   0.19916  -1.00000
   10046 2017  8 21 13 31 27 701  4.8961    180.12461    523.67901    500.32305     -0.31698      3.54279      1.45059     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.88411   0.19916  -1.00000
   10047 2017  8 21 13 31 32 597  4.8961    180.12453    523.70769    500.34646     -0.31706      3.53239      1.44973     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.88375   0.19916  -1.00000
   10048 2017  8 21 13 31 37 493  4.8960    180.12445    523.73690    500.37000     -0.31725      3.52347      1.44957     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.88340   0.19916  -1.00000
   10049 2017  8 21 13 31 42 389  4.8960    180.12437    523.76598    500.39356     -0.31752      3.51607      1.44817     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.88304   0.19916  -1.00000
   10050 2017  8 21 13 31 47 285  4.8959    180.12430    523.79975    500.41722     -0.31785      3.51016      1.44626     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.88268   0.19916  -1.00000
   10051 2017  8 21 13 31 52 181  4.8959    180.12422    523.82878    500.44099     -0.31821      3.50564      1.44614     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   5.88233   0.19916  -1.00000
