GITM2 log file
## Inputs from UAM.in
# Resart= F
# Eddy coef:   300.000 Eddy P0:     0.005 Eddy P1:     0.001
# Statistical Models Only:  F Apex:  T
# EUV Data:  F
# AMIE: none           
none                                                                                                
# Solar Heating:  T Joule Heating:  T Auroral Heating:  T
# NO Cooling:  T O Cooling:  T
# Conduction:  T Turbulent Conduction:  T
# Pressure Grad:  T Ion Drag:  T Neutral Drag:  T
# Viscosity:  T Coriolis:  T Gravity:  T
# Ion Chemistry:  T Ion Advection:  T Neutral Chemistry:  T
 
#START
   iStep yyyy mm dd hh mm ss  ms      dt min(T) max(T) mean(T) min(VV) max(VV) mean(VV) F107 F107A By Bz Vx HP HPn HPs SubsolarLon SubsolarLat SubsolarVTEC
       2 2017  8 21  0  0  4 896  4.8960    177.13368    905.41277    814.25179     -0.43887      0.59902     -0.08970     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.14124   0.20274  -1.00000
       3 2017  8 21  0  0  9 763  4.8679    177.15086    905.00227    814.07977     -0.81838      1.12356     -0.17611     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.14088   0.20274  -1.00000
       4 2017  8 21  0  0 14 633  4.8698    177.17205    904.63186    813.92028     -1.12944      1.59687     -0.26550     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.14053   0.20274  -1.00000
       5 2017  8 21  0  0 19 506  4.8725    177.20018    904.28408    813.76847     -1.37965      2.04332     -0.35970     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.14017   0.20274  -1.00000
       6 2017  8 21  0  0 24 382  4.8764    177.24327    903.95060    813.62251     -1.57447      2.41107     -0.45914     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13982   0.20274  -1.00000
       7 2017  8 21  0  0 29 260  4.8781    177.30196    903.62735    813.48167     -1.73429      2.70276     -0.56298     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13946   0.20274  -1.00000
       8 2017  8 21  0  0 34 134  4.8739    177.36525    903.31248    813.34572     -1.92447      2.95028     -0.67062     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13911   0.20273  -1.00000
       9 2017  8 21  0  0 39   4  4.8701    177.41666    903.00491    813.21436     -2.14794      3.21789     -0.78250     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13876   0.20273  -1.00000
      10 2017  8 21  0  0 43 872  4.8673    177.46178    902.70417    813.08753     -2.34483      3.42152     -0.89828     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13840   0.20273  -1.00000
      11 2017  8 21  0  0 48 737  4.8653    177.51505    902.41011    812.96530     -2.55024      3.54933     -1.01752     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13805   0.20273  -1.00000
      12 2017  8 21  0  0 53 602  4.8649    177.56156    902.12273    812.84763     -2.75509      3.64749     -1.13986     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13769   0.20273  -1.00000
      13 2017  8 21  0  0 58 468  4.8663    177.59055    901.84208    812.73448     -2.93427      3.79152     -1.26512     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13734   0.20273  -1.00000
      14 2017  8 21  0  1  3 337  4.8690    177.60587    901.56810    812.62584     -3.08367      3.89435     -1.39338     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13699   0.20273  -1.00000
      15 2017  8 21  0  1  8 209  4.8722    177.62351    901.30070    812.52174     -3.26847      4.03939     -1.52436     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13663   0.20273  -1.00000
      16 2017  8 21  0  1 13  83  4.8733    177.63180    901.04005    812.42226     -3.43062      4.09658     -1.65693     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13628   0.20273  -1.00000
      17 2017  8 21  0  1 17 950  4.8672    177.62371    900.78676    812.32747     -3.57509      4.30005     -1.79000     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13592   0.20273  -1.00000
      18 2017  8 21  0  1 22 811  4.8611    177.60432    900.54093    812.23721     -3.75351      4.46862     -1.92375     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13557   0.20273  -1.00000
      19 2017  8 21  0  1 27 667  4.8557    177.58760    900.30239    812.15136     -3.90523      4.74156     -2.05770     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13522   0.20273  -1.00000
      20 2017  8 21  0  1 32 518  4.8512    177.57600    900.07072    812.06982     -4.27037      4.91324     -2.19196     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13486   0.20273  -1.00000
      21 2017  8 21  0  1 37 366  4.8480    177.55156    899.84552    811.99246     -4.58914      5.19459     -2.32559     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13451   0.20273  -1.00000
      22 2017  8 21  0  1 42 211  4.8453    177.51232    899.62655    811.91925     -5.07860      5.50015     -2.45831     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13416   0.20273  -1.00000
      23 2017  8 21  0  1 47  54  4.8431    177.47539    899.41364    811.85020     -5.51394      5.86620     -2.59091     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13381   0.20273  -1.00000
      24 2017  8 21  0  1 51 896  4.8418    177.44985    899.20652    811.78528     -6.22441      6.26026     -2.72037     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13346   0.20273  -1.00000
      25 2017  8 21  0  1 56 738  4.8416    177.42348    899.00506    811.72447     -6.52513      6.49134     -2.84844     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13310   0.20273  -1.00000
      26 2017  8 21  0  2  1 579  4.8419    177.38667    898.80875    811.66760     -7.08708      7.05337     -2.97455     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13275   0.20273  -1.00000
      27 2017  8 21  0  2  6 422  4.8427    177.34924    898.61697    811.61466     -7.55220      7.46613     -3.09731     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13240   0.20273  -1.00000
      28 2017  8 21  0  2 11 266  4.8440    177.32487    898.42919    811.56574     -8.34300      8.01101     -3.21891     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13205   0.20273  -1.00000
      29 2017  8 21  0  2 16 112  4.8462    177.31088    898.24485    811.52098     -8.88202      8.56959     -3.33801     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13169   0.20273  -1.00000
      30 2017  8 21  0  2 20 961  4.8490    177.28936    898.06366    811.48033     -9.15717      8.88874     -3.45143     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13134   0.20273  -1.00000
      31 2017  8 21  0  2 25 813  4.8519    177.26326    897.88527    811.44381     -9.96908      9.67318     -3.56298     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13099   0.20273  -1.00000
      32 2017  8 21  0  2 30 668  4.8550    177.24527    897.70887    811.41167    -10.37316     10.25212     -3.67160     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13064   0.20273  -1.00000
      33 2017  8 21  0  2 35 526  4.8576    177.24042    897.53411    811.38393    -11.45780     10.85013     -3.77457     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13028   0.20273  -1.00000
      34 2017  8 21  0  2 40 386  4.8600    177.23841    897.36032    811.36097    -11.91973     11.65239     -3.87447     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12993   0.20273  -1.00000
      35 2017  8 21  0  2 45 248  4.8626    177.23484    897.18691    811.34296    -12.29596     12.12894     -3.96843     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12958   0.20273  -1.00000
      36 2017  8 21  0  2 50 114  4.8654    177.23074    897.01351    811.33012    -13.09249     12.97782     -4.05706     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12922   0.20272  -1.00000
      37 2017  8 21  0  2 54 982  4.8681    177.23037    896.83982    811.32291    -13.65383     13.81518     -4.14353     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12887   0.20272  -1.00000
      38 2017  8 21  0  2 59 852  4.8701    177.23746    896.66530    811.32196    -15.00185     14.28580     -4.22033     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12851   0.20272  -1.00000
      39 2017  8 21  0  3  4 723  4.8715    177.24846    896.49034    811.32793    -15.52790     15.40433     -4.29061     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12816   0.20272  -1.00000
      40 2017  8 21  0  3  9 596  4.8725    177.26020    896.31518    811.34143    -15.65851     16.16217     -4.35403     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12780   0.20272  -1.00000
      41 2017  8 21  0  3 14 470  4.8736    177.27270    896.14030    811.36324    -16.57168     16.82906     -4.40810     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12745   0.20272  -1.00000
      42 2017  8 21  0  3 19 344  4.8747    177.28561    895.96678    811.39436    -17.30287     18.01527     -4.45615     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12710   0.20272  -1.00000
      43 2017  8 21  0  3 24 220  4.8752    177.29725    895.79652    811.43617    -19.06716     18.67854     -4.49455     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12674   0.20272  -1.00000
      44 2017  8 21  0  3 29  95  4.8752    177.30803    895.63226    811.48977    -19.83668     19.61358     -4.51936     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12639   0.20272  -1.00000
      45 2017  8 21  0  3 33 969  4.8746    177.32073    895.47699    811.55680    -19.34351     20.76361     -4.53552     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12603   0.20272  -1.00000
      46 2017  8 21  0  3 38 843  4.8739    177.33570    895.33535    811.63883    -20.63362     21.20969     -4.54035     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12568   0.20272  -1.00000
      47 2017  8 21  0  3 43 717  4.8733    177.34910    895.21316    811.73762    -21.17896     22.58869     -4.53159     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12532   0.20272  -1.00000
      48 2017  8 21  0  3 48 589  4.8728    177.35807    896.25123    811.85507    -23.55341     23.68655     -4.51249     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12497   0.20272  -1.00000
      49 2017  8 21  0  3 53 461  4.8720    177.36494    897.94901    811.99325    -24.86002     24.06424     -4.47506     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12461   0.20272  -1.00000
      50 2017  8 21  0  3 58 332  4.8708    177.37416    899.53244    812.15420    -24.73542     25.66566     -4.42324     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12426   0.20272  -1.00000
      51 2017  8 21  0  4  3 201  4.8691    177.38609    901.08996    812.33957    -25.32158     26.58257     -4.35703     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12391   0.20272  -1.00000
      52 2017  8 21  0  4  8  68  4.8672    177.39629    902.79411    812.55084    -26.20097     27.28551     -4.27179     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12355   0.20272  -1.00000
      53 2017  8 21  0  4 12 934  4.8656    177.40083    904.30232    812.78930    -28.19933     28.89250     -4.17101     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12320   0.20272  -1.00000
      54 2017  8 21  0  4 17 798  4.8644    177.39944    905.52003    813.05599    -30.46461     29.60257     -4.04878     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12284   0.20272  -1.00000
      55 2017  8 21  0  4 22 662  4.8634    177.39611    906.99030    813.35057    -31.19340     30.50563     -3.90435     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12249   0.20272  -1.00000
      56 2017  8 21  0  4 27 524  4.8624    177.39217    908.30270    813.67224    -30.22523     31.98096     -3.74089     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12214   0.20272  -1.00000
      57 2017  8 21  0  4 32 386  4.8613    177.38801    909.23913    814.01932    -32.20250     32.36623     -3.55796     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12178   0.20272  -1.00000
      58 2017  8 21  0  4 37 246  4.8602    177.38682    910.48219    814.38895    -32.49579     33.81284     -3.35119     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12143   0.20272  -1.00000
      59 2017  8 21  0  4 42 105  4.8591    177.38749    911.45793    814.77642    -35.96630     35.15009     -3.12709     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12108   0.20272  -1.00000
      60 2017  8 21  0  4 46 963  4.8580    177.38314    912.20284    815.17622    -38.05317     35.21262     -2.87647     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12072   0.20272  -1.00000
      61 2017  8 21  0  4 51 820  4.8569    177.37360    913.15886    815.58063    -38.15975     36.88461     -2.60217     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12037   0.20272  -1.00000
      62 2017  8 21  0  4 56 676  4.8559    177.36331    913.64428    815.98099    -37.90698     37.97224     -2.31044     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12002   0.20272  -1.00000
      63 2017  8 21  0  5  1 531  4.8553    177.35157    914.46949    816.36754    -39.78895     37.98600     -1.99968     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11966   0.20272  -1.00000
      64 2017  8 21  0  5  6 386  4.8551    177.33393    914.87392    816.72967    -40.23113     39.94248     -1.67441     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11931   0.20272  -1.00000
      65 2017  8 21  0  5 11 241  4.8555    177.31812    915.48505    817.05544    -43.93897     40.81945     -1.33622     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11896   0.20271  -1.00000
      66 2017  8 21  0  5 16  98  4.8564    177.31218    915.79408    817.33276    -45.88237     40.65687     -0.97935     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11861   0.20271  -1.00000
      67 2017  8 21  0  5 20 955  4.8575    177.31023    916.27868    817.54916    -45.42209     42.43882     -0.60822     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11825   0.20271  -1.00000
      68 2017  8 21  0  5 25 814  4.8582    177.30390    916.62236    817.69349    -45.57903     43.09143     -0.23309     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11790   0.20271  -1.00000
      69 2017  8 21  0  5 30 672  4.8583    177.29303    916.94147    817.75603    -47.40422     43.16654      0.14538     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11755   0.20271  -1.00000
      70 2017  8 21  0  5 35 530  4.8580    177.28198    917.26898    817.72882    -47.20500     44.81905      0.51877     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11719   0.20271  -1.00000
      71 2017  8 21  0  5 40 388  4.8579    177.27813    917.61882    817.60640    -51.07521     45.31238      0.88885     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11684   0.20271  -1.00000
      72 2017  8 21  0  5 45 246  4.8578    177.26864    917.96736    817.38599    -52.95977     45.13276      1.25788     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11649   0.20271  -1.00000
      73 2017  8 21  0  5 50 104  4.8581    177.25109    918.29908    817.06741    -52.15436     46.59190      1.62625     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11613   0.20271  -1.00000
      74 2017  8 21  0  5 54 963  4.8592    177.24333    918.32193    816.65486    -51.91566     46.93352      1.98071     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11578   0.20271  -1.00000
      75 2017  8 21  0  5 59 824  4.8611    177.24858    917.92511    816.15594    -53.76414     46.94232      2.31699     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11543   0.20271  -1.00000
      76 2017  8 21  0  6  4 687  4.8633    177.25450    917.09643    815.58150    -52.87392     48.48089      2.63166     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11507   0.20271  -1.00000
      77 2017  8 21  0  6  9 553  4.8652    177.25241    915.83938    814.94570    -55.94511     48.81204      2.92806     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11472   0.20271  -1.00000
      78 2017  8 21  0  6 14 419  4.8663    177.25088    914.17481    814.26554    -57.99710     48.16429      3.21180     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11436   0.20271  -1.00000
      79 2017  8 21  0  6 19 285  4.8661    177.25528    912.13815    813.55926    -57.30385     49.85112      3.48808     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11401   0.20271  -1.00000
      80 2017  8 21  0  6 24 150  4.8651    177.25937    910.74336    812.84781    -55.26132     50.42681      3.74909     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11366   0.20271  -1.00000
      81 2017  8 21  0  6 29  14  4.8639    177.25708    913.83047    812.15251    -57.33599     50.27630      3.99057     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11330   0.20271  -1.00000
      82 2017  8 21  0  6 33 877  4.8632    177.24701    915.31738    811.49389    -56.92715     51.38522      4.21408     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11295   0.20271  -1.00000
      83 2017  8 21  0  6 38 740  4.8632    177.23729    915.31828    810.89211    -56.98009     52.41509      4.42516     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11260   0.20271  -1.00000
      84 2017  8 21  0  6 43 604  4.8638    177.23684    917.12036    810.36544    -59.47943     51.95572      4.63287     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11224   0.20271  -1.00000
      85 2017  8 21  0  6 48 469  4.8648    177.24642    917.91219    809.92861    -59.59916     52.53967      4.84729     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11189   0.20271  -1.00000
      86 2017  8 21  0  6 53 335  4.8661    177.25944    918.34204    809.59338    -56.76553     54.87597      5.06810     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11153   0.20271  -1.00000
      87 2017  8 21  0  6 58 203  4.8674    177.26887    920.48488    809.36796    -56.75625     58.51124      5.29009     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11118   0.20271  -1.00000
      88 2017  8 21  0  7  3  71  4.8684    177.27464    921.13223    809.25564    -57.52294     59.01115      5.51303     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11083   0.20271  -1.00000
      89 2017  8 21  0  7  7 940  4.8685    177.27834    920.35067    809.25425    -55.54549     56.74999      5.74229     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11047   0.20271  -1.00000
      90 2017  8 21  0  7 12 807  4.8676    177.27918    921.32053    809.35784    -56.62120     56.83232      5.98788     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11012   0.20271  -1.00000
      91 2017  8 21  0  7 17 673  4.8657    177.27996    921.19992    809.55638    -58.27864     56.78610      6.25202     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10976   0.20271  -1.00000
      92 2017  8 21  0  7 22 537  4.8638    177.28157    920.20776    809.83396    -57.50564     59.19594      6.54318     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10941   0.20271  -1.00000
      93 2017  8 21  0  7 27 399  4.8625    177.28302    920.87478    810.17305    -53.74826     64.75320      6.85689     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10906   0.20270  -1.00000
      94 2017  8 21  0  7 32 261  4.8620    177.28347    920.37285    810.55299    -55.07934     66.78769      7.18251     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10870   0.20270  -1.00000
      95 2017  8 21  0  7 37 123  4.8622    177.28517    918.95084    810.95071    -55.69053     65.50773      7.51137     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10835   0.20270  -1.00000
      96 2017  8 21  0  7 41 986  4.8627    177.28927    918.82621    811.34331    -53.59380     62.66931      7.84835     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10800   0.20270  -1.00000
      97 2017  8 21  0  7 46 849  4.8633    177.29290    917.70296    811.70938    -54.65235     64.45180      8.19654     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10764   0.20270  -1.00000
      98 2017  8 21  0  7 51 713  4.8637    177.29264    916.44056    812.02828    -56.84873     64.98548      8.54819     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10729   0.20270  -1.00000
      99 2017  8 21  0  7 56 577  4.8637    177.29098    915.66365    812.27880    -56.64123     67.63395      8.88906     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10693   0.20270  -1.00000
     100 2017  8 21  0  8  1 440  4.8632    177.28944    914.19732    812.44418    -53.41728     70.92967      9.20713     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10658   0.20270  -1.00000
     101 2017  8 21  0  8  6 302  4.8622    177.28713    913.22979    812.51233    -54.96323     72.14650      9.48268     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10623   0.20270  -1.00000
     102 2017  8 21  0  8 11 163  4.8610    177.28386    911.97429    812.47406    -56.60910     72.22843      9.69022     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10587   0.20270  -1.00000
     103 2017  8 21  0  8 16  23  4.8596    177.28196    910.41204    812.32581    -55.59047     77.86481      9.83191     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10552   0.20270  -1.00000
     104 2017  8 21  0  8 20 881  4.8587    177.28224    909.13732    812.06461    -55.57314     86.17079      9.88864     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10517   0.20270  -1.00000
     105 2017  8 21  0  8 25 740  4.8584    177.28292    907.44432    811.69664    -58.79345     93.48702      9.85026     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10481   0.20270  -1.00000
     106 2017  8 21  0  8 30 598  4.8588    177.28149    905.91591    811.22784    -59.84333     99.38762      9.70660     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10446   0.20270  -1.00000
     107 2017  8 21  0  8 35 458  4.8597    177.27518    903.95239    810.67017    -57.80465    103.34870      9.45431     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10411   0.20270  -1.00000
     108 2017  8 21  0  8 40 319  4.8605    177.27068    902.15171    810.04026    -57.99014    110.58115      9.07269     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10375   0.20270  -1.00000
     109 2017  8 21  0  8 45 180  4.8611    177.26881    899.91425    809.35592    -61.06982    118.05821      8.57319     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10340   0.20270  -1.00000
     110 2017  8 21  0  8 50  41  4.8613    177.26801    897.51521    808.63325    -61.71829    123.18879      7.95691     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10305   0.20270  -1.00000
     111 2017  8 21  0  8 54 902  4.8613    177.26813    895.14560    807.89611    -58.92416    125.58363      7.23421     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10269   0.20270  -1.00000
     112 2017  8 21  0  8 59 763  4.8609    177.26634    892.53252    807.16948    -61.86101    125.08101      6.40691     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10234   0.20270  -1.00000
     113 2017  8 21  0  9  4 624  4.8604    177.26231    893.20669    806.47085    -64.36422    121.72295      5.49940     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10199   0.20270  -1.00000
     114 2017  8 21  0  9  9 483  4.8598    177.25743    894.63006    805.82050    -63.88425    115.42978      4.53005     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10163   0.20270  -1.00000
     115 2017  8 21  0  9 14 343  4.8593    177.25438    895.68729    805.24079    -59.63827    106.55579      3.51139     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10128   0.20270  -1.00000
     116 2017  8 21  0  9 19 202  4.8592    177.25334    896.44770    804.74814    -62.53749     95.22108      2.46226     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10093   0.20270  -1.00000
     117 2017  8 21  0  9 24  62  4.8597    177.25080    897.36741    804.35091    -63.32166     81.89363      1.40879     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10057   0.20270  -1.00000
     118 2017  8 21  0  9 28 922  4.8606    177.24786    898.49272    804.05599    -60.76434     69.13679      0.36600     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10022   0.20270  -1.00000
     119 2017  8 21  0  9 33 784  4.8616    177.24743    899.32553    803.87119    -55.68263     70.08297     -0.66097     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09987   0.20270  -1.00000
     120 2017  8 21  0  9 38 646  4.8624    177.24993    900.34059    803.79738    -59.64214     67.25393     -1.66251     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09951   0.20270  -1.00000
     121 2017  8 21  0  9 43 509  4.8628    177.25147    901.40918    803.83020    -61.28507     72.26938     -2.62154     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09916   0.20269  -1.00000
     122 2017  8 21  0  9 48 372  4.8628    177.25037    902.09980    803.96692    -59.33803     76.25472     -3.52497     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09881   0.20269  -1.00000
     123 2017  8 21  0  9 53 234  4.8626    177.24868    902.44878    804.20929    -66.86506     76.61953     -4.35264     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09845   0.20269  -1.00000
     124 2017  8 21  0  9 58  97  4.8624    177.24734    902.50628    804.55421    -82.65836     73.14692     -5.09948     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09810   0.20269  -1.00000
     125 2017  8 21  0 10  2 959  4.8621    177.24714    903.12178    804.99349    -97.28084     78.17530     -5.76746     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09774   0.20269  -1.00000
     126 2017  8 21  0 10  7 821  4.8619    177.24672    903.41007    805.52528   -110.12766     81.69294     -6.35178     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09739   0.20269  -1.00000
     127 2017  8 21  0 10 12 682  4.8618    177.24591    903.51652    806.14771   -120.50301     81.15038     -6.83482     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09704   0.20269  -1.00000
     128 2017  8 21  0 10 17 544  4.8618    177.24677    904.10318    806.85440   -127.70360     86.79058     -7.21909     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09668   0.20269  -1.00000
     129 2017  8 21  0 10 22 406  4.8621    177.25139    904.31284    807.63728   -131.06136     91.74052     -7.51406     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09633   0.20269  -1.00000
     130 2017  8 21  0 10 27 269  4.8625    177.25471    904.16086    808.48794   -139.43251     91.61558     -7.72434     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09598   0.20269  -1.00000
     131 2017  8 21  0 10 32 131  4.8627    177.25403    904.33734    809.37737   -149.85451     86.82142     -7.84523     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09562   0.20269  -1.00000
     132 2017  8 21  0 10 36 994  4.8628    177.25160    904.51543    810.28044   -156.89465     77.96571     -7.86342     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09527   0.20269  -1.00000
