 Spectral data from ../../Hitr04/02_hit04.par_fmt                               
           220.0    es la weighting temperature
          36  es el no. de temp. diferentes
   664.729   608.000   729.000       central wave#, min w#, max w#
  3     no. grupos en este intervalo :
 number     strength   alor_self    alor_air      a_dop  spacing
  114.0  5.621539E-20  8.8937E-02  6.6347E-02  7.8760E-04   4.8743E-01
 330.00
   30.0  5.903638E-23  5.6463E-02  5.6243E-02  7.8549E-04   5.5070E-01
   94.0  5.545793E-21  6.9802E-02  6.1358E-02  7.7793E-04   5.7750E-01
  114.0  5.744763E-20  9.1104E-02  6.7918E-02  7.7590E-04   4.8743E-01
 320.00
   30.0  4.671286E-23  5.7637E-02  5.7404E-02  7.7334E-04   5.5070E-01
   94.0  5.202215E-21  7.1634E-02  6.2879E-02  7.6591E-04   5.7750E-01
  114.0  5.866869E-20  9.3394E-02  6.9576E-02  7.6403E-04   4.8743E-01
 310.00
   30.0  3.633485E-23  5.8874E-02  5.8628E-02  7.6099E-04   5.5070E-01
   94.0  4.853170E-21  7.3584E-02  6.4492E-02  7.5371E-04   5.7750E-01
  114.0  5.987382E-20  9.5816E-02  7.1328E-02  7.5197E-04   4.8743E-01
 300.00
   30.0  2.773632E-23  6.0182E-02  5.9922E-02  7.4844E-04   5.5070E-01
   94.0  4.500554E-21  7.5666E-02  6.6209E-02  7.4130E-04   5.7750E-01
  114.0  6.105791E-20  9.8384E-02  7.3184E-02  7.3971E-04   4.8743E-01
 290.00
   30.0  2.073879E-23  6.1566E-02  6.1290E-02  7.3567E-04   5.5070E-01
   94.0  4.146464E-21  7.7893E-02  6.8039E-02  7.2869E-04   5.7750E-01
  114.0  6.221556E-20  1.0111E-01  7.5153E-02  7.2725E-04   4.8743E-01
 280.00
   30.0  1.515592E-23  6.3033E-02  6.2741E-02  7.2268E-04   5.5070E-01
   94.0  3.793195E-21  8.0286E-02  6.9998E-02  7.1585E-04   5.7750E-01
  114.0  6.334109E-20  1.0401E-01  7.7247E-02  7.1457E-04   4.8743E-01
 270.00
   30.0  1.079853E-23  6.4594E-02  6.4283E-02  7.0945E-04   5.5070E-01
   94.0  3.443217E-21  8.2866E-02  7.2099E-02  7.0278E-04   5.7750E-01
  114.0  6.442861E-20  1.0711E-01  7.9477E-02  7.0166E-04   4.8743E-01
 260.00
   30.0  7.479782E-24  6.6256E-02  6.5926E-02  6.9596E-04   5.5070E-01
   94.0  3.099160E-21  8.5661E-02  7.4362E-02  6.8947E-04   5.7750E-01
  114.0  6.547213E-20  1.1041E-01  8.1859E-02  6.8851E-04   4.8743E-01
 250.00
   30.0  5.020177E-24  6.8031E-02  6.7679E-02  6.8221E-04   5.5070E-01
   94.0  2.763775E-21  8.8706E-02  7.6810E-02  6.7589E-04   5.7750E-01
  114.0  6.646557E-20  1.1395E-01  8.4408E-02  6.7511E-04   4.8743E-01
 240.00
   30.0  3.252267E-24  6.9931E-02  6.9556E-02  6.6818E-04   5.5070E-01
   94.0  2.439900E-21  9.2043E-02  7.9472E-02  6.6203E-04   5.7750E-01
  114.0  6.740300E-20  1.1776E-01  8.7144E-02  6.6144E-04   4.8743E-01
 230.00
   30.0  2.024598E-24  7.1973E-02  7.1571E-02  6.5384E-04   5.5070E-01
   94.0  2.130395E-21  9.5730E-02  8.2383E-02  6.4788E-04   5.7750E-01
  114.0  6.827872E-20  1.2186E-01  9.0088E-02  6.4748E-04   4.8743E-01
 220.00
   30.0  1.204698E-24  7.4171E-02  7.3741E-02  6.3918E-04   5.5070E-01
   94.0  1.838088E-21  9.9841E-02  8.5590E-02  6.3341E-04   5.7750E-01
  114.0  6.908744E-20  1.2628E-01  9.3267E-02  6.3322E-04   4.8743E-01
 210.00
   30.0  6.808901E-25  7.6548E-02  7.6086E-02  6.2417E-04   5.5070E-01
   94.0  1.565684E-21  1.0448E-01  8.9154E-02  6.1860E-04   5.7750E-01
  114.0  6.982452E-20  1.3108E-01  9.6710E-02  6.1863E-04   4.8743E-01
 200.00
   30.0  3.628050E-25  7.9127E-02  7.8629E-02  6.0879E-04   5.5070E-01
   94.0  1.315685E-21  1.0978E-01  9.3156E-02  6.0342E-04   5.7750E-01
  114.0  7.048618E-20  1.3630E-01  1.0045E-01  6.0369E-04   4.8743E-01
 190.00
   30.0  1.806051E-25  8.1937E-02  8.1400E-02  5.9300E-04   5.5070E-01
   94.0  1.090279E-21  1.1595E-01  9.7708E-02  5.8785E-04   5.7750E-01
  114.0  7.106974E-20  1.4200E-01  1.0454E-01  5.8837E-04   4.8743E-01
 180.00
   30.0  8.307076E-26  8.5012E-02  8.4430E-02  5.7678E-04   5.5070E-01
   94.0  8.912381E-22  1.2325E-01  1.0297E-01  5.7186E-04   5.7750E-01
  114.0  7.157391E-20  1.4825E-01  1.0902E-01  5.7264E-04   4.8743E-01
 170.00
   30.0  3.482691E-26  8.8394E-02  8.7762E-02  5.6008E-04   5.5070E-01
   94.0  7.198047E-22  1.3209E-01  1.0914E-01  5.5542E-04   5.7750E-01
  114.0  7.199895E-20  1.5514E-01  1.1396E-01  5.5648E-04   4.8743E-01
 160.00
   30.0  1.308444E-26  9.2135E-02  9.1447E-02  5.4286E-04   5.5070E-01
   94.0  5.765884E-22  1.4299E-01  1.1653E-01  5.3849E-04   5.7750E-01
  114.0  7.234697E-20  1.6277E-01  1.1944E-01  5.3983E-04   4.8743E-01
 150.00
   30.0  4.311656E-27  9.6299E-02  9.5547E-02  5.2507E-04   5.5070E-01
   94.0  4.614790E-22  1.5660E-01  1.2547E-01  5.2104E-04   5.7750E-01
  114.0  7.262198E-20  1.7128E-01  1.2554E-01  5.2266E-04   4.8743E-01
 140.00
   30.0  1.212309E-27  1.0097E-01  1.0014E-01  5.0663E-04   5.5070E-01
   94.0  3.735933E-22  1.7356E-01  1.3633E-01  5.0305E-04   5.7750E-01
  114.0  7.282994E-20  1.8084E-01  1.3240E-01  5.0491E-04   4.8743E-01
 130.00
   30.0  2.805645E-28  1.0624E-01  1.0533E-01  4.8748E-04   5.5070E-01
   94.0  3.112734E-22  1.9414E-01  1.4930E-01  4.8450E-04   5.7750E-01
  114.0  7.297863E-20  1.9166E-01  1.4018E-01  4.8651E-04   4.8743E-01
 120.00
   30.0  5.094324E-29  1.1226E-01  1.1125E-01  4.6753E-04   5.5070E-01
   94.0  2.721632E-22  2.1785E-01  1.6421E-01  4.6534E-04   5.7750E-01
  114.0  7.307729E-20  2.0403E-01  1.4907E-01  4.6740E-04   4.8743E-01
 110.00
   30.0  6.798592E-30  1.1921E-01  1.1808E-01  4.4667E-04   5.5070E-01
   94.0  2.533857E-22  2.4338E-01  1.8054E-01  4.4549E-04   5.7750E-01
  114.0  7.313606E-20  2.1834E-01  1.5937E-01  4.4748E-04   4.8743E-01
 100.00
   30.0  6.086515E-31  1.2733E-01  1.2606E-01  4.2476E-04   5.5070E-01
   94.0  2.518477E-22  2.6963E-01  1.9789E-01  4.2479E-04   5.7750E-01
  114.0  7.316519E-20  2.3510E-01  1.7146E-01  4.2663E-04   4.8743E-01
  90.00
   30.0  3.204032E-32  1.3697E-01  1.3553E-01  4.0164E-04   5.5070E-01
   94.0  2.646869E-22  2.9678E-01  2.1658E-01  4.0305E-04   5.7750E-01
  114.0  7.317410E-20  2.5508E-01  1.8589E-01  4.0471E-04   4.8743E-01
  80.00
   30.0  8.139777E-34  1.4863E-01  1.4699E-01  3.7709E-04   5.5070E-01
   94.0  2.898636E-22  3.2659E-01  2.3774E-01  3.8004E-04   5.7750E-01
  114.0  7.317051E-20  2.7941E-01  2.0350E-01  3.8155E-04   4.8743E-01
  70.00
   30.0  7.317967E-36  1.6309E-01  1.6119E-01  3.5085E-04   5.5070E-01
   94.0  3.268893E-22  3.6187E-01  2.6321E-01  3.5551E-04   5.7750E-01
  114.0  7.315976E-20  3.0983E-01  2.2557E-01  3.5688E-04   4.8743E-01
  60.00
   30.0  1.388626E-38  1.8158E-01  1.7933E-01  3.2257E-04   5.5070E-01
   94.0  3.777403E-22  4.0646E-01  2.9558E-01  3.2915E-04   5.7750E-01
  114.0  7.314466E-20  3.4921E-01  2.5420E-01  3.3039E-04   4.8743E-01
  20.00
   30.0  2.194051E-42  2.0620E-01  2.0349E-01  2.9179E-04   5.5070E-01
   94.0  4.482604E-22  4.6606E-01  3.3892E-01  3.0047E-04   5.7750E-01
  114.0  7.312589E-20  4.0267E-01  2.9316E-01  3.0159E-04   4.8743E-01
