0,40
0,41.68
0,43.17
0,44.84
0,47.08
0,49.13
0,52.11
-0.24,53.79
-0.96,55.09
-1.68,56.77
-1.92,58.82
-1.44,60.87
-1.92,63.11
-4.57,65.16
-6.73,67.2
-8.17,69.63
-8.89,72.61
-9.38,75.03
-10.34,77.64
-10.82,80.06
-10.82,82.67
-11.54,84.91
-13.46,87.33
-15.87,89.19
-18.75,91.06
-20.19,92.73
-21.88,94.6
-24.28,96.09
-26.2,97.2
-28.61,98.7
-31.73,99.81
-100,100
-120,101
-150,102
-190,103
-240,104
-290,105
