GITM2 log file
## Inputs from UAM.in
# Resart= F
# Eddy coef:   300.000 Eddy P0:     0.005 Eddy P1:     0.001
# Statistical Models Only:  F Apex:  F
# EUV Data:  F
# AMIE: none           
none                                                                                                
# Solar Heating:  T Joule Heating:  T Auroral Heating:  T
# NO Cooling:  T O Cooling:  T
# Conduction:  T Turbulent Conduction:  T
# Pressure Grad:  T Ion Drag:  T Neutral Drag:  T
# Viscosity:  T Coriolis:  T Gravity:  T
# Ion Chemistry:  T Ion Advection:  T Neutral Chemistry:  T
 
#START
   iStep yyyy mm dd hh mm ss  ms      dt min(T) max(T) mean(T) min(VV) max(VV) mean(VV) F107 F107A By Bz Vx HP HPn HPs SubsolarLon SubsolarLat SubsolarVTEC
    2001 2002  3 18  2 40 42 315  4.8417    184.24136    867.86161    815.30528     -9.04481      0.00000     -3.98356    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.44038  -0.01599  -1.00000
    2003 2002  3 18  2 40 51 999  4.8418    184.23192    867.81278    815.25311     -9.02971      0.00000     -3.96305    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.43968  -0.01599  -1.00000
    2005 2002  3 18  2 41  1 682  4.8418    184.22248    867.76309    815.20007     -8.99349      0.00000     -3.93407    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.43898  -0.01599  -1.00000
    2007 2002  3 18  2 41 11 366  4.8418    184.21304    867.71238    815.14596     -8.92705      0.00000     -3.89678    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.43827  -0.01599  -1.00000
    2009 2002  3 18  2 41 21  50  4.8419    184.20361    867.65925    815.09074     -8.82237      0.00000     -3.85082    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.43757  -0.01599  -1.00000
    2011 2002  3 18  2 41 30 733  4.8419    184.19417    867.60414    815.03408     -8.68918      0.00000     -3.79676    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.43686  -0.01599  -1.00000
    2013 2002  3 18  2 41 40 417  4.8420    184.18472    867.54667    814.97595     -8.52755      0.00000     -3.73504    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.43616  -0.01598  -1.00000
    2015 2002  3 18  2 41 50 101  4.8420    184.17527    867.48583    814.91614     -8.33684      0.00000     -3.66525    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.43545  -0.01598  -1.00000
    2018 2002  3 18  2 42  4 628  4.8421    184.16106    867.38925    814.82302     -7.99616      0.00000     -3.54816    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.43440  -0.01598  -1.00000
    2020 2002  3 18  2 42 14 312  4.8421    184.15157    867.32187    814.75860     -7.74328      0.00000     -3.46336    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.43369  -0.01598  -1.00000
    2022 2002  3 18  2 42 23 996  4.8422    184.14208    867.25134    814.69215     -7.46637      0.00000     -3.37441    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.43299  -0.01598  -1.00000
    2024 2002  3 18  2 42 33 681  4.8422    184.13258    867.17587    814.62373     -7.16268      0.00000     -3.28067    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.43228  -0.01598  -1.00000
    2026 2002  3 18  2 42 43 365  4.8423    184.12308    867.09792    814.55312     -6.83801      0.00000     -3.18311    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.43158  -0.01598  -1.00000
    2028 2002  3 18  2 42 53  50  4.8423    184.11358    867.01664    814.48032     -6.50190      0.00000     -3.08222    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.43088  -0.01598  -1.00000
    2030 2002  3 18  2 43  2 734  4.8423    184.10408    866.93048    814.40532     -6.14868      0.00000     -2.97838    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.43017  -0.01598  -1.00000
    2032 2002  3 18  2 43 12 419  4.8424    184.09458    866.84132    814.32813     -5.79088      0.00000     -2.87287    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.42947  -0.01598  -1.00000
    2034 2002  3 18  2 43 22 104  4.8424    184.08509    866.74865    814.24880     -5.42630      0.00000     -2.76831    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.42876  -0.01598  -1.00000
    2036 2002  3 18  2 43 31 789  4.8425    184.07560    866.65201    814.16737     -5.04697      0.00000     -2.66253    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.42806  -0.01598  -1.00000
    2038 2002  3 18  2 43 41 474  4.8425    184.06613    866.55067    814.08381     -4.66901      0.00000     -2.55759    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.42735  -0.01597  -1.00000
    2040 2002  3 18  2 43 51 159  4.8425    184.05666    866.44747    813.99827     -4.29577      0.00000     -2.45403    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.42665  -0.01597  -1.00000
    2042 2002  3 18  2 44  0 844  4.8426    184.04721    866.34001    813.91088     -3.93139      0.00000     -2.35243    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.42595  -0.01597  -1.00000
    2044 2002  3 18  2 44 10 529  4.8426    184.03776    866.22965    813.82181     -3.59566      0.00000     -2.25461    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.42524  -0.01597  -1.00000
    2046 2002  3 18  2 44 20 215  4.8427    184.02832    866.11724    813.73129     -3.31194      0.00000     -2.16095    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.42454  -0.01597  -1.00000
    2049 2002  3 18  2 44 34 743  4.8427    184.01417    865.94427    813.59307     -3.05992      0.00000     -2.02843    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.42348  -0.01597  -1.00000
    2051 2002  3 18  2 44 44 428  4.8428    184.00475    865.82770    813.49956     -2.94599      0.00000     -1.94703    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.42278  -0.01597  -1.00000
    2053 2002  3 18  2 44 54 114  4.8428    183.99532    865.70945    813.40497     -2.83083      0.00000     -1.87013    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.42207  -0.01597  -1.00000
    2055 2002  3 18  2 45  3 799  4.8429    183.98590    865.59100    813.30939     -2.76026      0.00000     -1.80013    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.42137  -0.01597  -1.00000
    2057 2002  3 18  2 45 13 485  4.8429    183.97648    865.47140    813.21283     -2.69825      0.00000     -1.73635    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.42066  -0.01597  -1.00000
    2059 2002  3 18  2 45 23 171  4.8429    183.96706    865.35030    813.11523     -2.66378      0.00000     -1.68066    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.41996  -0.01597  -1.00000
    2061 2002  3 18  2 45 32 857  4.8430    183.95763    865.22848    813.01650     -2.62012      0.00000     -1.63345    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.41925  -0.01596  -1.00000
    2063 2002  3 18  2 45 42 543  4.8430    183.94821    865.10406    812.91662     -2.58283      0.00000     -1.59309    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.41855  -0.01596  -1.00000
    2065 2002  3 18  2 45 52 229  4.8431    183.93878    864.97769    812.81554     -2.55582      0.00000     -1.56130    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.41785  -0.01596  -1.00000
    2067 2002  3 18  2 46  1 915  4.8431    183.92935    864.84844    812.71331     -2.52643      0.00000     -1.53785    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.41714  -0.01596  -1.00000
    2069 2002  3 18  2 46 11 602  4.8432    183.91992    864.71597    812.61003     -2.50835      0.00000     -1.52232    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.41644  -0.01596  -1.00000
    2071 2002  3 18  2 46 21 288  4.8432    183.91049    864.58032    812.50596     -2.50865      0.00000     -1.51621    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.41573  -0.01596  -1.00000
    2073 2002  3 18  2 46 30 975  4.8433    183.90106    864.44164    812.40143     -2.57754      0.00000     -1.51964    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.41503  -0.01596  -1.00000
    2075 2002  3 18  2 46 40 661  4.8433    183.89163    864.30061    812.29684     -2.64135      0.00000     -1.53282    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.41432  -0.01596  -1.00000
    2077 2002  3 18  2 46 50 348  4.8433    183.88221    864.15830    812.19269     -2.69789      0.00000     -1.55615    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.41362  -0.01596  -1.00000
    2079 2002  3 18  2 47  0  35  4.8434    183.87279    864.01538    812.08946     -2.77827      0.00000     -1.58735    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.41292  -0.01596  -1.00000
    2082 2002  3 18  2 47 14 565  4.8435    183.85867    863.80261    811.93723     -2.88253      0.00000     -1.65034    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.41186  -0.01596  -1.00000
    2084 2002  3 18  2 47 24 252  4.8435    183.84926    863.66434    811.83822     -2.96057      0.00000     -1.70124    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.41115  -0.01596  -1.00000
    2086 2002  3 18  2 47 33 939  4.8435    183.83985    863.53051    811.74164     -3.04880      0.00000     -1.75952    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.41045  -0.01595  -1.00000
    2088 2002  3 18  2 47 43 626  4.8436    183.83045    863.40352    811.64775     -3.11985      0.00000     -1.82569    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.40975  -0.01595  -1.00000
    2090 2002  3 18  2 47 53 313  4.8436    183.82105    863.28632    811.55691     -3.21649      0.00000     -1.89872    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.40904  -0.01595  -1.00000
    2092 2002  3 18  2 48  3   1  4.8437    183.81166    863.18467    811.46914     -3.31210      0.00000     -1.97872    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.40834  -0.01595  -1.00000
    2094 2002  3 18  2 48 12 688  4.8437    183.80227    863.09523    811.38453     -3.41328      0.00000     -2.06397    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.40763  -0.01595  -1.00000
    2096 2002  3 18  2 48 22 376  4.8438    183.79288    863.01340    811.30292     -3.53616      0.00000     -2.15272    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.40693  -0.01595  -1.00000
    2098 2002  3 18  2 48 32  63  4.8438    183.78350    862.93475    811.22419     -3.65091      0.00000     -2.24499    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.40622  -0.01595  -1.00000
    2100 2002  3 18  2 48 41 751  4.8438    183.77412    862.85842    811.14812     -3.79433      0.00000     -2.33876    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.40552  -0.01595  -1.00000
    2102 2002  3 18  2 48 51 439  4.8439    183.76474    862.78347    811.07448     -3.95298      0.00000     -2.43524    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.40481  -0.01595  -1.00000
    2104 2002  3 18  2 49  1 126  4.8439    183.75536    862.70917    811.00298     -4.12949      0.00000     -2.53343    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.40411  -0.01595  -1.00000
    2106 2002  3 18  2 49 10 814  4.8440    183.74598    862.63711    810.93339     -4.32656      0.00000     -2.63164    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.40340  -0.01595  -1.00000
    2108 2002  3 18  2 49 20 502  4.8440    183.73660    862.56776    810.86545     -4.59497      0.00000     -2.73021    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.40270  -0.01595  -1.00000
    2110 2002  3 18  2 49 30 191  4.8441    183.72723    862.49853    810.79895     -4.80861      0.00000     -2.82840    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.40200  -0.01594  -1.00000
    2113 2002  3 18  2 49 44 723  4.8441    183.71317    862.39523    810.70129     -5.24179      0.00000     -2.97261    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.40094  -0.01594  -1.00000
    2115 2002  3 18  2 49 54 411  4.8442    183.70379    862.32613    810.63745     -5.52941      0.00000     -3.06682    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.40023  -0.01594  -1.00000
    2117 2002  3 18  2 50  4 100  4.8442    183.69442    862.26103    810.57445     -5.84650      0.00000     -3.15973    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.39953  -0.01594  -1.00000
    2119 2002  3 18  2 50 13 788  4.8443    183.68506    862.19592    810.51232     -6.14856      0.00000     -3.25035    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.39882  -0.01594  -1.00000
    2121 2002  3 18  2 50 23 477  4.8443    183.67569    862.13154    810.45101     -6.49496      0.00000     -3.33877    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.39812  -0.01594  -1.00000
    2123 2002  3 18  2 50 33 166  4.8444    183.66633    862.06799    810.39060     -6.78172      0.00000     -3.42252    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.39742  -0.01594  -1.00000
    2125 2002  3 18  2 50 42 854  4.8444    183.65697    862.00537    810.33105     -7.13602      0.00000     -3.50253    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.39671  -0.01594  -1.00000
    2127 2002  3 18  2 50 52 543  4.8445    183.64761    861.94454    810.27246     -7.44628      0.00000     -3.57720    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.39601  -0.01594  -1.00000
    2129 2002  3 18  2 51  2 232  4.8445    183.63826    861.88519    810.21480     -7.75537      0.00000     -3.64584    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.39530  -0.01594  -1.00000
    2131 2002  3 18  2 51 11 921  4.8446    183.62890    861.82797    810.15819     -8.03397      0.00000     -3.70937    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.39460  -0.01594  -1.00000
    2133 2002  3 18  2 51 21 611  4.8446    183.61956    861.77326    810.10263     -8.28770      0.00000     -3.76538    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.39389  -0.01593  -1.00000
    2135 2002  3 18  2 51 31 300  4.8446    183.61021    861.72036    810.04803     -8.57599      0.00000     -3.81481    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.39319  -0.01593  -1.00000
    2137 2002  3 18  2 51 40 989  4.8447    183.60087    861.66970    809.99444     -8.91480      0.00000     -3.85568    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.39248  -0.01593  -1.00000
    2139 2002  3 18  2 51 50 679  4.8447    183.59153    861.62118    809.94165     -9.20229      0.00000     -3.88674    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.39178  -0.01593  -1.00000
    2141 2002  3 18  2 52  0 368  4.8448    183.58219    861.57400    809.88951     -9.43024      0.00000     -3.90842    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.39107  -0.01593  -1.00000
    2143 2002  3 18  2 52 10  58  4.8448    183.57286    861.52879    809.83786     -9.65693      0.00000     -3.91906    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.39037  -0.01593  -1.00000
    2146 2002  3 18  2 52 24 593  4.8449    183.55886    861.46166    809.76023     -9.95775      0.00000     -3.91354    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.38931  -0.01593  -1.00000
    2148 2002  3 18  2 52 34 282  4.8450    183.54953    861.41670    809.70789    -10.04042      0.00000     -3.89644    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.38861  -0.01593  -1.00000
    2150 2002  3 18  2 52 43 972  4.8450    183.54020    861.37018    809.65460     -9.99360      0.00000     -3.86877    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.38790  -0.01593  -1.00000
    2152 2002  3 18  2 52 53 662  4.8450    183.53088    861.32124    809.59995     -9.84013      0.00000     -3.83085    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.38720  -0.01593  -1.00000
    2154 2002  3 18  2 53  3 353  4.8451    183.52155    861.26944    809.54364     -9.57760      0.00000     -3.78253    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.38649  -0.01593  -1.00000
    2156 2002  3 18  2 53 13  43  4.8451    183.51223    861.21420    809.48535     -9.22970      0.00000     -3.72575    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.38579  -0.01592  -1.00000
    2158 2002  3 18  2 53 22 733  4.8452    183.50291    861.15495    809.42491     -8.81683      0.00000     -3.66086    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.38508  -0.01592  -1.00000
    2160 2002  3 18  2 53 32 424  4.8452    183.49359    861.09139    809.36219     -8.36212      0.00000     -3.58878    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.38438  -0.01592  -1.00000
    2162 2002  3 18  2 53 42 114  4.8453    183.48427    861.02445    809.29719     -7.89060      0.00000     -3.51127    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.38368  -0.01592  -1.00000
    2164 2002  3 18  2 53 51 805  4.8453    183.47496    860.95086    809.22999     -7.41906      0.00000     -3.42968    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.38297  -0.01592  -1.00000
    2166 2002  3 18  2 54  1 496  4.8454    183.46565    860.87394    809.16063     -6.95812      0.00000     -3.34526    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.38227  -0.01592  -1.00000
    2168 2002  3 18  2 54 11 186  4.8454    183.45634    860.79329    809.08922     -6.58757      0.00000     -3.25950    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.38156  -0.01592  -1.00000
    2170 2002  3 18  2 54 20 877  4.8455    183.44703    860.70922    809.01588     -6.33892      0.00000     -3.17134    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.38086  -0.01592  -1.00000
    2172 2002  3 18  2 54 30 568  4.8455    183.43773    860.62053    808.94074     -6.07421      0.00000     -3.08212    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.38015  -0.01592  -1.00000
    2174 2002  3 18  2 54 40 259  4.8456    183.42843    860.52859    808.86396     -5.82053      0.00000     -2.99234    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.37945  -0.01592  -1.00000
    2177 2002  3 18  2 54 54 796  4.8456    183.41448    860.38623    808.74575     -5.36851      0.00000     -2.85634    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.37839  -0.01592  -1.00000
    2179 2002  3 18  2 55  4 488  4.8457    183.40519    860.28805    808.66510     -5.10290      0.00000     -2.76668    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.37768  -0.01592  -1.00000
    2181 2002  3 18  2 55 14 179  4.8457    183.39590    860.18826    808.58312     -4.77532      0.00000     -2.67733    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.37698  -0.01591  -1.00000
    2183 2002  3 18  2 55 23 871  4.8458    183.38661    860.08533    808.49984     -4.47225      0.00000     -2.58921    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.37628  -0.01591  -1.00000
    2185 2002  3 18  2 55 33 562  4.8458    183.37733    859.97974    808.41540     -4.16714      0.00000     -2.50252    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.37557  -0.01591  -1.00000
    2187 2002  3 18  2 55 43 254  4.8459    183.36805    859.87370    808.32983     -3.91235      0.00000     -2.41776    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.37487  -0.01591  -1.00000
    2189 2002  3 18  2 55 52 946  4.8459    183.35877    859.76591    808.24310     -3.67737      0.00000     -2.33520    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.37416  -0.01591  -1.00000
    2191 2002  3 18  2 56  2 638  4.8460    183.34949    859.65548    808.15519     -3.49240      0.00000     -2.25441    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.37346  -0.01591  -1.00000
    2193 2002  3 18  2 56 12 330  4.8460    183.34021    859.54341    808.06620     -3.36630      0.00000     -2.17717    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.37275  -0.01591  -1.00000
    2195 2002  3 18  2 56 22  22  4.8461    183.33094    859.43050    807.97612     -3.27231      0.00000     -2.10399    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.37205  -0.01591  -1.00000
    2197 2002  3 18  2 56 31 714  4.8461    183.32167    859.31617    807.88498     -3.19128      0.00000     -2.03546    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.37134  -0.01591  -1.00000
    2199 2002  3 18  2 56 41 407  4.8462    183.31240    859.19929    807.79284     -3.11532      0.00000     -1.97192    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.37064  -0.01591  -1.00000
    2201 2002  3 18  2 56 51  99  4.8462    183.30314    859.08187    807.69980     -3.03097      0.00000     -1.91349    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.36993  -0.01591  -1.00000
    2203 2002  3 18  2 57  0 792  4.8463    183.29387    858.96326    807.60592     -2.96752      0.00000     -1.86089    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.36923  -0.01591  -1.00000
    2205 2002  3 18  2 57 10 484  4.8463    183.28461    858.84242    807.51130     -2.91086      0.00000     -1.81508    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.36852  -0.01590  -1.00000
    2207 2002  3 18  2 57 20 177  4.8464    183.27535    858.72132    807.41615     -2.86085      0.00000     -1.77560    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.36782  -0.01590  -1.00000
    2210 2002  3 18  2 57 34 716  4.8465    183.26147    858.53802    807.27261     -2.80871      0.00000     -1.72866    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.36676  -0.01590  -1.00000
    2212 2002  3 18  2 57 44 409  4.8465    183.25221    858.41540    807.17660     -2.78873      0.00000     -1.70659    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.36605  -0.01590  -1.00000
    2214 2002  3 18  2 57 54 102  4.8466    183.24296    858.29289    807.08056     -2.76840      0.00000     -1.69192    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.36535  -0.01590  -1.00000
    2216 2002  3 18  2 58  3 795  4.8466    183.23372    858.17010    806.98469     -2.75821      0.00000     -1.68661    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.36465  -0.01590  -1.00000
    2218 2002  3 18  2 58 13 489  4.8467    183.22447    858.04967    806.88924     -2.75680      0.00000     -1.68957    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.36394  -0.01590  -1.00000
    2220 2002  3 18  2 58 23 182  4.8467    183.21523    857.92938    806.79435     -2.75429      0.00000     -1.70038    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.36324  -0.01590  -1.00000
    2222 2002  3 18  2 58 32 876  4.8468    183.20599    857.81085    806.70030     -2.76170      0.00000     -1.71882    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.36253  -0.01590  -1.00000
    2224 2002  3 18  2 58 42 569  4.8468    183.19675    857.69452    806.60713     -2.77729      0.00000     -1.74407    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.36183  -0.01590  -1.00000
    2226 2002  3 18  2 58 52 263  4.8469    183.18752    857.58051    806.51502     -2.81435      0.00000     -1.77747    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.36112  -0.01590  -1.00000
    2228 2002  3 18  2 59  1 957  4.8469    183.17829    857.46915    806.42415     -2.86722      0.00000     -1.81691    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.36042  -0.01589  -1.00000
    2230 2002  3 18  2 59 11 651  4.8470    183.16906    857.35990    806.33454     -2.93006      0.00000     -1.86197    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.35971  -0.01589  -1.00000
    2232 2002  3 18  2 59 21 344  4.8470    183.15984    857.25290    806.24623     -2.99262      0.00000     -1.91334    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.35901  -0.01589  -1.00000
    2234 2002  3 18  2 59 31  39  4.8471    183.15062    857.14915    806.15937     -3.10743      0.00000     -1.96973    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.35830  -0.01589  -1.00000
    2236 2002  3 18  2 59 40 733  4.8471    183.14140    857.04796    806.07389     -3.17083      0.00000     -2.03089    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.35760  -0.01589  -1.00000
    2238 2002  3 18  2 59 50 427  4.8472    183.13219    856.94941    805.98994     -3.29327      0.00000     -2.09624    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.35689  -0.01589  -1.00000
    2240 2002  3 18  3  0  0 121  4.8472    183.12298    856.85376    805.90743     -3.36884      0.00000     -2.16438    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.35619  -0.01589  -1.00000
    2243 2002  3 18  3  0 14 663  4.8473    183.10916    856.71440    805.78644     -3.56424      0.00000     -2.27245    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.35513  -0.01589  -1.00000
    2245 2002  3 18  3  0 24 358  4.8473    183.09996    856.62489    805.70766     -3.70554      0.00000     -2.34719    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.35442  -0.01589  -1.00000
    2247 2002  3 18  3  0 34  53  4.8474    183.09076    856.53746    805.63030     -3.92637      0.00000     -2.42390    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.35372  -0.01589  -1.00000
    2249 2002  3 18  3  0 43 747  4.8474    183.08156    856.45249    805.55438     -4.15018      0.00000     -2.50165    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.35301  -0.01589  -1.00000
    2251 2002  3 18  3  0 53 442  4.8475    183.07236    856.37005    805.47983     -4.39768      0.00000     -2.57970    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.35231  -0.01589  -1.00000
    2253 2002  3 18  3  1  3 137  4.8475    183.06316    856.28951    805.40669     -4.63729      0.00000     -2.65790    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.35160  -0.01588  -1.00000
    2255 2002  3 18  3  1 12 833  4.8476    183.05397    856.21152    805.33490     -4.86542      0.00000     -2.73574    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.35090  -0.01588  -1.00000
    2257 2002  3 18  3  1 22 528  4.8476    183.04478    856.13563    805.26439     -5.11041      0.00000     -2.81234    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.35019  -0.01588  -1.00000
    2259 2002  3 18  3  1 32 223  4.8477    183.03560    856.06164    805.19516     -5.33651      0.00000     -2.88825    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.34949  -0.01588  -1.00000
    2261 2002  3 18  3  1 41 919  4.8478    183.02641    855.98994    805.12717     -5.54998      0.00000     -2.96246    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.34878  -0.01588  -1.00000
    2263 2002  3 18  3  1 51 614  4.8478    183.01724    855.91976    805.06035     -5.79104      0.00000     -3.03413    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.34808  -0.01588  -1.00000
