File created by python code using SuperMAGGetIndices

============================================================
<year>  <month>  <day>  <hour>  <min>  <sec>  <SME (nT)>  <SML (nT)>  <SMU (nT)>
2002  12  21  00  00  00   616.74  -354.47   262.26
2002  12  21  00  01  00   623.75  -354.72   269.03
2002  12  21  00  02  00   617.18  -349.28   267.90
2002  12  21  00  03  00   633.56  -350.01   283.55
2002  12  21  00  04  00   664.55  -357.88   306.68
2002  12  21  00  05  00   670.05  -355.39   314.66
2002  12  21  00  06  00   645.29  -342.74   302.55
2002  12  21  00  07  00   630.43  -345.38   285.05
2002  12  21  00  08  00   621.00  -347.15   273.85
2002  12  21  00  09  00   629.98  -360.75   269.23
2002  12  21  00  10  00   635.51  -368.02   267.49
2002  12  21  00  11  00   645.75  -374.46   271.29
2002  12  21  00  12  00   669.84  -389.80   280.03
2002  12  21  00  13  00   681.61  -389.16   292.46
2002  12  21  00  14  00   700.88  -397.25   303.63
2002  12  21  00  15  00   706.99  -402.45   304.55
2002  12  21  00  16  00   720.31  -412.51   307.79
2002  12  21  00  17  00   737.82  -425.40   312.41
2002  12  21  00  18  00   741.18  -434.03   307.15
2002  12  21  00  19  00   747.01  -447.46   299.55
2002  12  21  00  20  00   744.23  -448.51   295.71
2002  12  21  00  21  00   738.28  -437.68   300.60
2002  12  21  00  22  00   756.89  -440.97   315.92
2002  12  21  00  23  00   730.96  -424.51   306.45
2002  12  21  00  24  00   715.52  -418.17   297.35
2002  12  21  00  25  00   721.89  -420.95   300.94
2002  12  21  00  26  00   726.85  -421.98   304.87
2002  12  21  00  27  00   703.01  -399.96   303.05
2002  12  21  00  28  00   687.92  -399.62   288.30
2002  12  21  00  29  00   680.87  -388.86   292.01
2002  12  21  00  30  00   669.83  -389.36   280.47
2002  12  21  00  31  00   700.74  -439.57   261.17
2002  12  21  00  32  00   748.16  -484.82   263.34
2002  12  21  00  33  00   717.45  -439.25   278.21
2002  12  21  00  34  00   702.49  -413.11   289.38
2002  12  21  00  35  00   706.30  -424.29   282.01
2002  12  21  00  36  00   653.53  -400.79   252.74
2002  12  21  00  37  00   618.97  -360.39   258.58
2002  12  21  00  38  00   603.26  -350.84   252.43
2002  12  21  00  39  00   626.42  -371.30   255.11
2002  12  21  00  40  00   658.93  -384.80   274.14
2002  12  21  00  41  00   678.95  -402.21   276.75
2002  12  21  00  42  00   692.65  -428.12   264.53
2002  12  21  00  43  00   694.42  -451.19   243.23
2002  12  21  00  44  00   683.49  -463.12   220.37
2002  12  21  00  45  00   664.49  -454.88   209.61
2002  12  21  00  46  00   633.35  -431.08   202.27
2002  12  21  00  47  00   612.89  -415.37   197.52
2002  12  21  00  48  00   585.22  -412.49   172.73
2002  12  21  00  49  00   574.86  -414.17   160.68
2002  12  21  00  50  00   571.60  -410.12   161.48
2002  12  21  00  51  00   567.95  -419.54   148.42
2002  12  21  00  52  00   569.08  -425.75   143.33
2002  12  21  00  53  00   556.99  -419.13   137.86
2002  12  21  00  54  00   534.55  -396.32   138.23
2002  12  21  00  55  00   526.93  -389.58   137.35
2002  12  21  00  56  00   536.72  -395.56   141.17
2002  12  21  00  57  00   548.59  -407.82   140.78
2002  12  21  00  58  00   545.74  -406.80   138.94
2002  12  21  00  59  00   549.81  -412.12   137.69
2002  12  21  01  00  00   563.61  -429.47   134.14
2002  12  21  01  01  00   579.84  -435.19   144.65
2002  12  21  01  02  00   565.57  -431.43   134.14
2002  12  21  01  03  00   555.62  -428.78   126.84
2002  12  21  01  04  00   556.75  -431.28   125.48
2002  12  21  01  05  00   551.32  -418.77   132.55
2002  12  21  01  06  00   543.80  -410.68   133.12
2002  12  21  01  07  00   556.39  -409.76   146.63
2002  12  21  01  08  00   554.44  -406.00   148.45
2002  12  21  01  09  00   548.92  -390.98   157.95
2002  12  21  01  10  00   541.82  -386.66   155.16
2002  12  21  01  11  00   529.84  -384.37   145.47
2002  12  21  01  12  00   533.72  -394.39   139.33
2002  12  21  01  13  00   525.77  -393.34   132.42
2002  12  21  01  14  00   549.65  -417.89   131.76
2002  12  21  01  15  00   570.53  -446.44   124.10
2002  12  21  01  16  00   583.21  -464.28   118.93
2002  12  21  01  17  00   567.94  -455.33   112.61
2002  12  21  01  18  00   530.94  -433.00    97.94
2002  12  21  01  19  00   535.18  -442.35    92.84
2002  12  21  01  20  00   562.03  -471.37    90.66
2002  12  21  01  21  00   560.26  -471.87    88.39
2002  12  21  01  22  00   538.78  -451.82    86.96
2002  12  21  01  23  00   536.59  -442.87    93.72
2002  12  21  01  24  00   545.54  -445.91    99.63
2002  12  21  01  25  00   599.35  -496.65   102.70
2002  12  21  01  26  00   639.88  -531.58   108.30
2002  12  21  01  27  00   677.94  -566.29   111.65
2002  12  21  01  28  00   619.90  -499.31   120.59
2002  12  21  01  29  00   610.85  -480.60   130.25
2002  12  21  01  30  00   602.85  -466.41   136.44
2002  12  21  01  31  00   609.99  -468.42   141.57
2002  12  21  01  32  00   714.70  -567.05   147.65
2002  12  21  01  33  00   753.06  -604.23   148.83
2002  12  21  01  34  00   773.74  -628.86   144.88
2002  12  21  01  35  00   738.91  -598.33   140.58
2002  12  21  01  36  00   695.71  -557.21   138.51
2002  12  21  01  37  00   627.41  -495.28   132.13
2002  12  21  01  38  00   579.77  -484.17    95.60
2002  12  21  01  39  00   589.21  -461.16   128.04
2002  12  21  01  40  00   687.84  -475.13   212.71
2002  12  21  01  41  00   755.88  -503.08   252.80
2002  12  21  01  42  00   784.41  -494.31   290.10
2002  12  21  01  43  00   847.76  -529.55   318.20
2002  12  21  01  44  00   827.37  -500.13   327.24
2002  12  21  01  45  00   778.73  -473.61   305.12
2002  12  21  01  46  00   724.15  -467.43   256.72
2002  12  21  01  47  00   703.46  -479.18   224.28
2002  12  21  01  48  00   680.26  -507.61   172.65
2002  12  21  01  49  00   659.98  -509.28   150.70
2002  12  21  01  50  00   676.53  -530.92   145.60
2002  12  21  01  51  00   624.26  -498.77   125.48
2002  12  21  01  52  00   617.66  -476.13   141.53
2002  12  21  01  53  00   601.74  -488.15   113.58
2002  12  21  01  54  00   612.07  -473.96   138.11
2002  12  21  01  55  00   643.54  -475.52   168.01
2002  12  21  01  56  00   643.87  -455.96   187.91
2002  12  21  01  57  00   638.66  -444.86   193.80
2002  12  21  01  58  00   673.95  -477.34   196.61
2002  12  21  01  59  00   675.44  -455.62   219.82
2002  12  21  02  00  00   668.70  -437.45   231.24
2002  12  21  02  01  00   650.41  -411.37   239.04
2002  12  21  02  02  00   622.32  -373.41   248.90
2002  12  21  02  03  00   595.82  -339.42   256.39
2002  12  21  02  04  00   610.10  -354.30   255.80
2002  12  21  02  05  00   583.43  -338.15   245.28
2002  12  21  02  06  00   580.93  -346.44   234.49
2002  12  21  02  07  00   551.74  -342.56   209.18
2002  12  21  02  08  00   555.77  -343.94   211.84
2002  12  21  02  09  00   543.38  -333.65   209.72
2002  12  21  02  10  00   515.85  -318.12   197.73
2002  12  21  02  11  00   513.66  -315.99   197.67
2002  12  21  02  12  00   514.25  -310.48   203.76
2002  12  21  02  13  00   519.76  -298.80   220.96
2002  12  21  02  14  00   508.59  -277.94   230.64
2002  12  21  02  15  00   515.88  -278.87   237.01
2002  12  21  02  16  00   556.42  -322.40   234.02
2002  12  21  02  17  00   597.36  -362.72   234.64
2002  12  21  02  18  00   591.15  -362.55   228.61
2002  12  21  02  19  00   589.46  -353.30   236.16
2002  12  21  02  20  00   612.50  -381.42   231.09
2002  12  21  02  21  00   618.96  -395.95   223.01
2002  12  21  02  22  00   620.09  -403.33   216.76
2002  12  21  02  23  00   609.16  -394.71   214.45
2002  12  21  02  24  00   583.43  -380.22   203.21
2002  12  21  02  25  00   548.56  -366.45   182.11
2002  12  21  02  26  00   560.76  -394.95   165.81
2002  12  21  02  27  00   557.80  -391.16   166.63
2002  12  21  02  28  00   560.45  -398.90   161.54
2002  12  21  02  29  00   555.76  -396.51   159.25
2002  12  21  02  30  00   550.68  -391.31   159.37
2002  12  21  02  31  00   535.94  -371.65   164.29
2002  12  21  02  32  00   586.08  -421.84   164.24
2002  12  21  02  33  00   539.72  -375.56   164.16
2002  12  21  02  34  00   532.64  -367.56   165.09
2002  12  21  02  35  00   519.77  -360.75   159.02
2002  12  21  02  36  00   520.97  -363.02   157.95
2002  12  21  02  37  00   555.46  -407.59   147.88
2002  12  21  02  38  00   530.02  -387.23   142.79
2002  12  21  02  39  00   579.94  -422.23   157.71
2002  12  21  02  40  00   614.02  -441.35   172.67
2002  12  21  02  41  00   660.11  -482.49   177.62
2002  12  21  02  42  00   665.43  -481.87   183.56
2002  12  21  02  43  00   863.54  -679.06   184.48
2002  12  21  02  44  00   906.11  -729.67   176.44
2002  12  21  02  45  00   796.77  -622.39   174.38
2002  12  21  02  46  00   809.05  -631.72   177.33
2002  12  21  02  47  00   826.71  -632.46   194.25
2002  12  21  02  48  00   859.68  -657.50   202.19
2002  12  21  02  49  00   827.34  -615.20   212.14
2002  12  21  02  50  00   820.19  -594.19   226.00
2002  12  21  02  51  00   798.59  -565.97   232.62
2002  12  21  02  52  00   716.89  -506.38   210.52
2002  12  21  02  53  00   678.13  -492.09   186.04
2002  12  21  02  54  00   662.00  -489.19   172.81
2002  12  21  02  55  00   666.08  -490.75   175.33
2002  12  21  02  56  00   669.49  -493.81   175.67
2002  12  21  02  57  00   648.03  -469.77   178.26
2002  12  21  02  58  00   607.28  -430.88   176.40
2002  12  21  02  59  00   593.42  -409.90   183.52
2002  12  21  03  00  00   586.98  -389.25   197.74
2002  12  21  03  01  00   606.51  -405.36   201.15
2002  12  21  03  02  00   615.07  -416.93   198.14
2002  12  21  03  03  00   598.49  -391.20   207.29
2002  12  21  03  04  00   560.71  -360.41   200.30
2002  12  21  03  05  00   581.22  -379.99   201.24
2002  12  21  03  06  00   591.94  -386.27   205.67
2002  12  21  03  07  00   594.89  -393.40   201.49
2002  12  21  03  08  00   619.58  -420.48   199.09
2002  12  21  03  09  00   644.42  -450.00   194.41
2002  12  21  03  10  00   623.14  -419.89   203.24
2002  12  21  03  11  00   606.37  -401.34   205.03
2002  12  21  03  12  00   600.21  -396.52   203.70
2002  12  21  03  13  00   626.35  -424.94   201.41
2002  12  21  03  14  00   597.19  -397.02   200.17
2002  12  21  03  15  00   598.99  -398.36   200.63
2002  12  21  03  16  00   603.25  -410.15   193.10
2002  12  21  03  17  00   593.74  -402.62   191.12
2002  12  21  03  18  00   601.84  -413.31   188.53
2002  12  21  03  19  00   588.08  -411.91   176.17
2002  12  21  03  20  00   541.25  -377.43   163.82
2002  12  21  03  21  00   548.62  -395.52   153.10
2002  12  21  03  22  00   567.37  -417.41   149.96
2002  12  21  03  23  00   575.71  -416.49   159.22
2002  12  21  03  24  00   521.59  -356.94   164.65
2002  12  21  03  25  00   518.76  -353.74   165.01
2002  12  21  03  26  00   569.44  -405.94   163.50
2002  12  21  03  27  00   582.09  -435.43   146.66
2002  12  21  03  28  00   609.47  -476.31   133.16
2002  12  21  03  29  00   620.57  -471.65   148.93
2002  12  21  03  30  00   912.14  -742.18   169.96
2002  12  21  03  31  00   722.00  -519.30   202.70
2002  12  21  03  32  00   668.42  -482.08   186.34
2002  12  21  03  33  00   681.00  -481.79   199.21
2002  12  21  03  34  00   685.49  -495.72   189.77
2002  12  21  03  35  00   676.33  -492.72   183.61
2002  12  21  03  36  00   638.28  -462.77   175.52
2002  12  21  03  37  00   652.88  -466.90   185.98
2002  12  21  03  38  00   666.86  -467.35   199.51
2002  12  21  03  39  00   659.41  -474.76   184.65
2002  12  21  03  40  00   632.65  -467.31   165.34
2002  12  21  03  41  00   726.16  -557.85   168.31
2002  12  21  03  42  00   828.64  -631.26   197.38
2002  12  21  03  43  00   816.01  -617.58   198.43
2002  12  21  03  44  00   813.52  -627.04   186.48
2002  12  21  03  45  00   807.57  -624.07   183.50
2002  12  21  03  46  00   974.14  -786.65   187.49
2002  12  21  03  47  00  1024.33  -853.87   170.47
2002  12  21  03  48  00   818.45  -664.97   153.48
2002  12  21  03  49  00   665.18  -480.74   184.44
2002  12  21  03  50  00   672.54  -502.02   170.52
2002  12  21  03  51  00   837.91  -673.54   164.37
2002  12  21  03  52  00   899.35  -711.42   187.92
2002  12  21  03  53  00  1011.81  -812.68   199.13
2002  12  21  03  54  00  1261.59 -1077.62   183.98
2002  12  21  03  55  00  1248.48 -1019.57   228.91
2002  12  21  03  56  00  1547.83 -1282.72   265.11
2002  12  21  03  57  00  1595.25 -1334.89   260.36
2002  12  21  03  58  00  1544.69 -1297.27   247.42
2002  12  21  03  59  00  1520.25 -1256.75   263.50
2002  12  21  04  00  00  1547.72 -1267.41   280.31
2002  12  21  04  01  00  1375.96 -1040.08   335.88
2002  12  21  04  02  00  1461.13 -1132.02   329.11
2002  12  21  04  03  00  1481.18 -1163.78   317.40
2002  12  21  04  04  00  1332.38  -987.75   344.63
2002  12  21  04  05  00  1261.08  -971.93   289.15
2002  12  21  04  06  00  1260.56  -981.06   279.50
2002  12  21  04  07  00  1327.44 -1040.68   286.76
2002  12  21  04  08  00  1331.86 -1038.96   292.90
2002  12  21  04  09  00  1390.66 -1074.01   316.65
2002  12  21  04  10  00  1572.07 -1246.36   325.72
2002  12  21  04  11  00  1395.25 -1146.87   248.39
2002  12  21  04  12  00  1237.85 -1017.60   220.25
2002  12  21  04  13  00  1322.40 -1086.13   236.26
2002  12  21  04  14  00  1269.15  -999.64   269.51
2002  12  21  04  15  00  1137.85  -888.41   249.44
2002  12  21  04  16  00  1160.88  -911.66   249.22
2002  12  21  04  17  00  1130.80  -899.13   231.67
2002  12  21  04  18  00  1153.20  -922.46   230.74
2002  12  21  04  19  00  1092.82  -814.43   278.39
2002  12  21  04  20  00  1062.31  -746.86   315.44
2002  12  21  04  21  00   975.76  -689.37   286.39
2002  12  21  04  22  00   862.82  -631.53   231.29
2002  12  21  04  23  00   873.11  -649.66   223.45
2002  12  21  04  24  00   910.65  -663.85   246.80
2002  12  21  04  25  00   924.13  -667.30   256.83
2002  12  21  04  26  00   932.36  -676.13   256.23
2002  12  21  04  27  00  1039.48  -772.23   267.25
2002  12  21  04  28  00  1086.02  -809.80   276.22
2002  12  21  04  29  00   936.05  -697.95   238.10
2002  12  21  04  30  00   850.62  -612.00   238.63
2002  12  21  04  31  00   859.56  -604.01   255.55
2002  12  21  04  32  00   876.08  -607.34   268.73
2002  12  21  04  33  00   897.98  -609.19   288.79
2002  12  21  04  34  00   917.58  -627.86   289.72
2002  12  21  04  35  00   940.32  -624.88   315.43
2002  12  21  04  36  00   969.95  -593.03   376.93
2002  12  21  04  37  00  1025.41  -555.27   470.14
2002  12  21  04  38  00  1003.69  -527.25   476.44
2002  12  21  04  39  00   968.89  -533.89   435.00
2002  12  21  04  40  00   886.15  -467.92   418.24
2002  12  21  04  41  00   824.13  -452.03   372.11
2002  12  21  04  42  00   821.98  -454.81   367.18
2002  12  21  04  43  00   866.53  -464.56   401.97
2002  12  21  04  44  00   900.94  -485.47   415.47
2002  12  21  04  45  00   912.78  -482.26   430.52
2002  12  21  04  46  00   933.55  -463.90   469.66
2002  12  21  04  47  00   930.83  -454.91   475.92
2002  12  21  04  48  00   901.22  -463.16   438.07
2002  12  21  04  49  00   848.74  -471.31   377.43
2002  12  21  04  50  00   787.86  -429.64   358.21
2002  12  21  04  51  00   817.72  -408.55   409.17
2002  12  21  04  52  00   846.13  -386.75   459.38
2002  12  21  04  53  00   773.84  -368.88   404.95
2002  12  21  04  54  00   719.12  -334.59   384.53
2002  12  21  04  55  00   694.61  -300.46   394.14
2002  12  21  04  56  00   787.28  -319.96   467.32
2002  12  21  04  57  00   829.16  -342.11   487.05
2002  12  21  04  58  00   803.57  -345.76   457.81
2002  12  21  04  59  00   831.81  -360.05   471.76
2002  12  21  05  00  00   832.14  -350.21   481.93
2002  12  21  05  01  00   866.87  -351.97   514.90
2002  12  21  05  02  00   847.41  -338.03   509.38
2002  12  21  05  03  00   859.93  -347.43   512.50
2002  12  21  05  04  00   872.91  -330.36   542.55
2002  12  21  05  05  00   859.28  -304.57   554.71
2002  12  21  05  06  00   815.70  -276.28   539.42
2002  12  21  05  07  00   724.45  -243.91   480.54
2002  12  21  05  08  00   663.40  -241.87   421.53
2002  12  21  05  09  00   697.23  -277.60   419.63
2002  12  21  05  10  00   718.16  -265.89   452.27
2002  12  21  05  11  00   772.43  -319.34   453.09
2002  12  21  05  12  00   695.30  -280.90   414.40
2002  12  21  05  13  00   648.25  -257.65   390.60
2002  12  21  05  14  00   602.52  -220.76   381.76
2002  12  21  05  15  00   595.14  -225.72   369.42
2002  12  21  05  16  00   543.70  -199.55   344.15
2002  12  21  05  17  00   486.47  -185.85   300.62
2002  12  21  05  18  00   446.55  -180.46   266.09
2002  12  21  05  19  00   427.31  -174.57   252.73
2002  12  21  05  20  00   466.59  -223.41   243.19
2002  12  21  05  21  00   467.89  -202.69   265.20
2002  12  21  05  22  00   483.65  -207.00   276.65
2002  12  21  05  23  00   433.22  -176.48   256.74
2002  12  21  05  24  00   415.73  -161.69   254.04
2002  12  21  05  25  00   409.50  -151.91   257.59
2002  12  21  05  26  00   372.72  -134.77   237.95
2002  12  21  05  27  00   321.56  -135.92   185.63
2002  12  21  05  28  00   345.23  -154.68   190.56
2002  12  21  05  29  00   356.45  -164.69   191.76
2002  12  21  05  30  00   373.52  -159.29   214.23
2002  12  21  05  31  00   361.37  -133.22   228.15
2002  12  21  05  32  00   369.23  -148.45   220.78
2002  12  21  05  33  00   404.02  -181.17   222.85
2002  12  21  05  34  00   374.17  -170.91   203.26
2002  12  21  05  35  00   314.52  -135.08   179.44
2002  12  21  05  36  00   304.84  -134.46   170.37
2002  12  21  05  37  00   317.24  -140.88   176.36
2002  12  21  05  38  00   325.22  -146.45   178.77
2002  12  21  05  39  00   332.33  -144.51   187.82
2002  12  21  05  40  00   336.08  -145.45   190.64
2002  12  21  05  41  00   333.46  -139.95   193.51
2002  12  21  05  42  00   333.73  -126.59   207.15
2002  12  21  05  43  00   335.59  -125.76   209.84
2002  12  21  05  44  00   340.49  -127.25   213.24
2002  12  21  05  45  00   333.05  -129.83   203.21
2002  12  21  05  46  00   307.72  -113.58   194.14
2002  12  21  05  47  00   262.01   -83.66   178.35
2002  12  21  05  48  00   226.25   -75.04   151.20
2002  12  21  05  49  00   217.99   -71.29   146.70
2002  12  21  05  50  00   250.63   -95.95   154.68
2002  12  21  05  51  00   264.42  -101.67   162.74
2002  12  21  05  52  00   231.26   -64.18   167.08
2002  12  21  05  53  00   233.74   -59.01   174.73
2002  12  21  05  54  00   237.30   -61.23   176.07
2002  12  21  05  55  00   222.98   -58.35   164.62
2002  12  21  05  56  00   218.11   -56.14   161.97
2002  12  21  05  57  00   167.90   -44.32   123.58
2002  12  21  05  58  00   163.90   -44.37   119.53
2002  12  21  05  59  00   162.02   -48.56   113.47
2002  12  21  06  00  00   153.45   -56.13    97.32
2002  12  21  06  01  00   147.92   -49.44    98.48
2002  12  21  06  02  00   159.91   -47.20   112.70
2002  12  21  06  03  00   160.23   -36.73   123.50
2002  12  21  06  04  00   164.73   -40.88   123.85
2002  12  21  06  05  00   151.81   -53.52    98.29
2002  12  21  06  06  00   151.89   -53.42    98.47
2002  12  21  06  07  00   151.05   -59.14    91.91
2002  12  21  06  08  00   151.87   -69.40    82.47
2002  12  21  06  09  00   146.10   -57.73    88.37
2002  12  21  06  10  00   151.26   -55.92    95.34
2002  12  21  06  11  00   168.49   -73.55    94.94
2002  12  21  06  12  00   175.92   -97.53    78.39
2002  12  21  06  13  00   180.77   -97.99    82.78
2002  12  21  06  14  00   164.85   -86.35    78.50
2002  12  21  06  15  00   153.26   -73.96    79.30
2002  12  21  06  16  00   143.60   -70.90    72.69
2002  12  21  06  17  00   125.33   -59.79    65.54
2002  12  21  06  18  00   111.09   -51.24    59.85
2002  12  21  06  19  00   101.30   -47.52    53.78
2002  12  21  06  20  00   107.28   -49.97    57.31
2002  12  21  06  21  00   101.34   -51.02    50.32
2002  12  21  06  22  00   121.99   -54.35    67.64
2002  12  21  06  23  00   128.55   -56.15    72.40
2002  12  21  06  24  00   118.04   -55.89    62.15
2002  12  21  06  25  00    95.30   -41.59    53.71
2002  12  21  06  26  00    96.23   -42.64    53.59
2002  12  21  06  27  00   104.88   -47.67    57.21
2002  12  21  06  28  00   115.72   -51.75    63.97
2002  12  21  06  29  00   108.08   -53.05    55.03
2002  12  21  06  30  00   117.62   -61.77    55.85
2002  12  21  06  31  00   119.73   -66.37    53.36
2002  12  21  06  32  00   117.93   -68.66    49.27
2002  12  21  06  33  00    90.12   -49.04    41.08
2002  12  21  06  34  00    90.65   -49.19    41.46
2002  12  21  06  35  00    99.06   -52.15    46.90
2002  12  21  06  36  00   112.52   -54.68    57.83
2002  12  21  06  37  00   138.70   -76.19    62.50
2002  12  21  06  38  00   143.63   -75.26    68.37
2002  12  21  06  39  00   166.67   -88.15    78.52
2002  12  21  06  40  00   203.00  -107.20    95.80
2002  12  21  06  41  00   211.08  -117.71    93.37
2002  12  21  06  42  00   186.48  -119.04    67.44
2002  12  21  06  43  00   173.33  -127.17    46.16
2002  12  21  06  44  00   148.65   -98.32    50.33
2002  12  21  06  45  00   164.72  -103.23    61.49
2002  12  21  06  46  00   174.38  -107.70    66.68
2002  12  21  06  47  00   182.56  -113.71    68.85
2002  12  21  06  48  00   187.32  -109.30    78.02
2002  12  21  06  49  00   195.80   -99.64    96.16
2002  12  21  06  50  00   166.71   -78.38    88.33
2002  12  21  06  51  00   168.16   -95.61    72.55
2002  12  21  06  52  00   195.84  -102.35    93.49
2002  12  21  06  53  00   173.50  -117.63    55.87
2002  12  21  06  54  00   179.67  -118.60    61.07
2002  12  21  06  55  00   242.39  -157.11    85.28
2002  12  21  06  56  00   217.76  -146.30    71.46
2002  12  21  06  57  00   212.61  -146.51    66.11
2002  12  21  06  58  00   148.36   -98.79    49.57
2002  12  21  06  59  00   154.93   -76.93    77.99
2002  12  21  07  00  00   187.03   -96.88    90.15
2002  12  21  07  01  00   180.48   -89.10    91.39
2002  12  21  07  02  00   134.36   -52.55    81.82
2002  12  21  07  03  00    99.07   -47.77    51.30
2002  12  21  07  04  00    80.34   -49.09    31.25
2002  12  21  07  05  00    97.28   -60.80    36.49
2002  12  21  07  06  00    95.09   -55.79    39.31
2002  12  21  07  07  00   106.85   -61.04    45.80
2002  12  21  07  08  00   103.23   -54.70    48.53
2002  12  21  07  09  00   102.35   -57.82    44.53
2002  12  21  07  10  00   114.43   -58.75    55.68
2002  12  21  07  11  00   113.85   -49.91    63.94
2002  12  21  07  12  00   122.57   -56.97    65.59
2002  12  21  07  13  00   121.96   -55.34    66.62
2002  12  21  07  14  00   135.12   -68.26    66.86
2002  12  21  07  15  00   152.21   -81.39    70.83
2002  12  21  07  16  00   120.91   -56.63    64.28
2002  12  21  07  17  00   112.38   -45.05    67.33
2002  12  21  07  18  00   116.44   -49.76    66.68
2002  12  21  07  19  00   119.75   -57.26    62.49
2002  12  21  07  20  00   136.52   -66.59    69.93
2002  12  21  07  21  00   135.10   -65.92    69.17
2002  12  21  07  22  00   142.37   -67.73    74.64
2002  12  21  07  23  00   150.31   -71.37    78.93
2002  12  21  07  24  00   110.54   -64.12    46.42
2002  12  21  07  25  00   123.87   -77.37    46.50
2002  12  21  07  26  00   132.57   -74.11    58.46
2002  12  21  07  27  00   132.58   -68.45    64.13
2002  12  21  07  28  00   118.99   -66.03    52.96
2002  12  21  07  29  00   110.99   -61.62    49.36
2002  12  21  07  30  00   100.41   -54.04    46.36
2002  12  21  07  31  00    96.58   -55.65    40.94
2002  12  21  07  32  00    96.11   -58.62    37.49
2002  12  21  07  33  00   100.96   -68.08    32.88
2002  12  21  07  34  00   105.17   -74.68    30.49
2002  12  21  07  35  00    99.52   -74.22    25.30
2002  12  21  07  36  00   108.05   -66.72    41.33
2002  12  21  07  37  00   124.34   -63.05    61.28
2002  12  21  07  38  00   125.16   -68.06    57.10
2002  12  21  07  39  00   134.11   -74.83    59.28
2002  12  21  07  40  00   118.29   -78.40    39.89
2002  12  21  07  41  00   123.57   -90.66    32.91
2002  12  21  07  42  00   145.07  -110.87    34.20
2002  12  21  07  43  00   129.43   -92.34    37.09
2002  12  21  07  44  00   125.25   -79.27    45.98
2002  12  21  07  45  00   134.25   -79.31    54.94
2002  12  21  07  46  00   126.19   -78.04    48.15
2002  12  21  07  47  00   142.23   -78.41    63.82
2002  12  21  07  48  00   138.47   -69.87    68.60
2002  12  21  07  49  00   123.05   -63.39    59.66
2002  12  21  07  50  00   136.95   -62.23    74.72
2002  12  21  07  51  00   146.53   -70.31    76.22
2002  12  21  07  52  00   154.79   -73.83    80.97
2002  12  21  07  53  00   152.45   -70.23    82.21
2002  12  21  07  54  00   137.00   -64.75    72.25
2002  12  21  07  55  00   129.57   -70.11    59.45
2002  12  21  07  56  00   138.65   -72.19    66.46
2002  12  21  07  57  00   127.03   -68.70    58.33
2002  12  21  07  58  00   112.00   -65.90    46.09
2002  12  21  07  59  00   106.82   -70.84    35.98
2002  12  21  08  00  00   109.87   -74.96    34.91
2002  12  21  08  01  00   104.84   -73.90    30.94
2002  12  21  08  02  00   115.29   -72.14    43.14
2002  12  21  08  03  00   124.69   -79.59    45.10
2002  12  21  08  04  00   127.68   -80.95    46.73
2002  12  21  08  05  00   126.71   -70.21    56.50
2002  12  21  08  06  00   119.66   -69.01    50.65
2002  12  21  08  07  00   117.58   -73.57    44.01
2002  12  21  08  08  00   112.78   -76.79    35.98
2002  12  21  08  09  00   102.46   -75.04    27.42
2002  12  21  08  10  00   102.43   -70.66    31.77
2002  12  21  08  11  00   105.25   -75.10    30.15
2002  12  21  08  12  00   117.99   -74.03    43.96
2002  12  21  08  13  00   112.50   -68.70    43.81
2002  12  21  08  14  00   114.71   -69.62    45.09
2002  12  21  08  15  00   122.39   -71.64    50.75
2002  12  21  08  16  00   117.41   -70.59    46.81
2002  12  21  08  17  00   102.88   -68.69    34.18
2002  12  21  08  18  00   103.35   -69.09    34.26
2002  12  21  08  19  00   111.61   -70.27    41.34
2002  12  21  08  20  00   113.23   -73.79    39.44
2002  12  21  08  21  00   110.06   -76.73    33.32
2002  12  21  08  22  00   114.06   -76.98    37.09
2002  12  21  08  23  00   116.01   -75.96    40.05
2002  12  21  08  24  00   108.52   -70.70    37.82
2002  12  21  08  25  00   110.98   -69.75    41.22
2002  12  21  08  26  00   114.53   -71.12    43.41
2002  12  21  08  27  00   103.22   -72.52    30.70
2002  12  21  08  28  00   105.91   -73.75    32.16
2002  12  21  08  29  00   113.85   -73.96    39.89
2002  12  21  08  30  00   115.01   -74.16    40.85
2002  12  21  08  31  00   108.98   -79.31    29.67
2002  12  21  08  32  00   120.24   -83.10    37.14
2002  12  21  08  33  00   116.86   -85.84    31.02
2002  12  21  08  34  00   119.15   -84.20    34.95
2002  12  21  08  35  00   110.26   -79.58    30.69
2002  12  21  08  36  00   120.15   -74.91    45.23
2002  12  21  08  37  00   126.89   -74.17    52.72
2002  12  21  08  38  00   123.38   -76.91    46.47
2002  12  21  08  39  00   114.46   -83.12    31.35
2002  12  21  08  40  00   117.74   -86.84    30.89
2002  12  21  08  41  00   121.47   -87.22    34.25
2002  12  21  08  42  00   121.47   -86.35    35.12
2002  12  21  08  43  00   121.52   -85.67    35.85
2002  12  21  08  44  00   122.88   -84.47    38.41
2002  12  21  08  45  00   124.47   -83.36    41.11
2002  12  21  08  46  00   120.78   -84.02    36.76
2002  12  21  08  47  00   120.84   -85.02    35.82
2002  12  21  08  48  00   125.01   -85.64    39.38
2002  12  21  08  49  00   116.18   -84.83    31.35
2002  12  21  08  50  00   117.68   -84.17    33.52
2002  12  21  08  51  00   120.82   -85.19    35.63
2002  12  21  08  52  00   129.01   -87.20    41.81
