File created by python code using SuperMAGGetIndices

============================================================
<year>  <month>  <day>  <hour>  <min>  <sec>  <SME (nT)>  <SML (nT)>  <SMU (nT)>
2002  12  21  20  00  00   118.88   -65.44    53.44
2002  12  21  20  01  00   122.29   -65.65    56.64
2002  12  21  20  02  00   125.47   -65.98    59.49
2002  12  21  20  03  00   126.15   -66.62    59.53
2002  12  21  20  04  00   123.32   -65.35    57.97
2002  12  21  20  05  00   122.60   -64.56    58.04
2002  12  21  20  06  00   119.89   -64.21    55.67
2002  12  21  20  07  00   119.68   -65.22    54.46
2002  12  21  20  08  00   119.45   -65.06    54.39
2002  12  21  20  09  00   118.44   -64.02    54.42
2002  12  21  20  10  00   121.61   -65.27    56.34
2002  12  21  20  11  00   121.23   -63.67    57.55
2002  12  21  20  12  00   123.74   -64.90    58.85
2002  12  21  20  13  00   122.01   -63.84    58.18
2002  12  21  20  14  00   122.10   -63.47    58.63
2002  12  21  20  15  00   121.57   -63.84    57.72
2002  12  21  20  16  00   121.54   -63.35    58.19
2002  12  21  20  17  00   121.14   -62.09    59.05
2002  12  21  20  18  00   123.99   -63.68    60.32
2002  12  21  20  19  00   126.67   -66.40    60.28
2002  12  21  20  20  00   128.24   -66.32    61.92
2002  12  21  20  21  00   129.25   -66.33    62.92
2002  12  21  20  22  00   130.22   -67.10    63.11
2002  12  21  20  23  00   129.29   -67.65    61.64
2002  12  21  20  24  00   124.11   -65.91    58.20
2002  12  21  20  25  00   132.08   -74.89    57.19
2002  12  21  20  26  00   120.46   -64.02    56.44
2002  12  21  20  27  00   121.03   -64.55    56.48
2002  12  21  20  28  00   121.05   -65.38    55.67
2002  12  21  20  29  00   117.82   -64.91    52.91
2002  12  21  20  30  00   113.78   -62.93    50.84
2002  12  21  20  31  00   111.89   -63.88    48.00
2002  12  21  20  32  00   111.17   -63.82    47.35
2002  12  21  20  33  00   109.33   -62.54    46.79
2002  12  21  20  34  00   108.92   -63.28    45.65
2002  12  21  20  35  00   111.34   -64.99    46.34
2002  12  21  20  36  00   112.03   -65.43    46.60
2002  12  21  20  37  00   109.93   -65.10    44.83
2002  12  21  20  38  00   105.61   -63.13    42.47
2002  12  21  20  39  00   107.18   -64.83    42.35
2002  12  21  20  40  00   107.74   -63.34    44.39
2002  12  21  20  41  00   108.49   -62.66    45.82
2002  12  21  20  42  00   111.79   -64.93    46.86
2002  12  21  20  43  00   112.11   -64.28    47.82
2002  12  21  20  44  00   116.50   -63.75    52.75
2002  12  21  20  45  00   116.43   -63.54    52.89
2002  12  21  20  46  00   114.05   -62.06    51.99
2002  12  21  20  47  00   111.35   -61.85    49.49
2002  12  21  20  48  00   113.51   -61.95    51.56
2002  12  21  20  49  00   113.99   -62.34    51.65
2002  12  21  20  50  00   117.81   -63.76    54.05
2002  12  21  20  51  00   123.74   -63.96    59.79
2002  12  21  20  52  00   121.11   -64.22    56.89
2002  12  21  20  53  00   119.72   -63.64    56.08
2002  12  21  20  54  00   122.39   -64.66    57.73
2002  12  21  20  55  00   128.78   -66.52    62.26
2002  12  21  20  56  00   128.16   -66.20    61.96
2002  12  21  20  57  00   131.53   -67.19    64.34
2002  12  21  20  58  00   134.36   -68.94    65.41
2002  12  21  20  59  00   134.46   -70.03    64.43
2002  12  21  21  00  00   136.16   -70.22    65.94
2002  12  21  21  01  00   159.43   -90.38    69.06
2002  12  21  21  02  00   167.66  -101.55    66.11
2002  12  21  21  03  00   157.64   -94.79    62.86
2002  12  21  21  04  00   156.37   -91.02    65.35
2002  12  21  21  05  00   138.17   -68.86    69.31
2002  12  21  21  06  00   138.03   -69.65    68.37
2002  12  21  21  07  00   131.85   -69.18    62.67
2002  12  21  21  08  00   129.21   -70.02    59.19
2002  12  21  21  09  00   125.66   -69.66    56.00
2002  12  21  21  10  00   128.51   -69.41    59.09
2002  12  21  21  11  00   130.55   -68.94    61.62
2002  12  21  21  12  00   133.46   -68.69    64.77
2002  12  21  21  13  00   139.72   -68.70    71.02
2002  12  21  21  14  00   146.92   -74.93    71.98
2002  12  21  21  15  00   143.90   -73.04    70.86
2002  12  21  21  16  00   147.10   -71.05    76.05
2002  12  21  21  17  00   150.94   -71.36    79.59
2002  12  21  21  18  00   154.67   -68.10    86.57
2002  12  21  21  19  00   169.48   -67.83   101.64
2002  12  21  21  20  00   214.87   -97.74   117.13
2002  12  21  21  21  00   249.79  -135.48   114.31
2002  12  21  21  22  00   251.48  -146.55   104.93
2002  12  21  21  23  00   218.72  -128.78    89.95
2002  12  21  21  24  00   190.87  -112.64    78.23
2002  12  21  21  25  00   183.46  -105.85    77.61
2002  12  21  21  26  00   171.23  -100.45    70.78
2002  12  21  21  27  00   167.77  -101.78    66.00
2002  12  21  21  28  00   155.50  -101.83    53.67
2002  12  21  21  29  00   144.57   -90.22    54.34
2002  12  21  21  30  00   126.69   -72.61    54.08
2002  12  21  21  31  00   122.00   -68.52    53.48
2002  12  21  21  32  00   122.71   -67.88    54.84
2002  12  21  21  33  00   122.47   -67.45    55.02
2002  12  21  21  34  00   121.60   -68.27    53.33
2002  12  21  21  35  00   121.48   -70.28    51.20
2002  12  21  21  36  00   122.04   -69.52    52.52
2002  12  21  21  37  00   119.76   -68.60    51.16
2002  12  21  21  38  00   123.19   -69.42    53.77
2002  12  21  21  39  00   128.24   -69.36    58.88
2002  12  21  21  40  00   134.28   -68.28    66.00
2002  12  21  21  41  00   129.24   -68.13    61.11
2002  12  21  21  42  00   122.27   -68.05    54.23
2002  12  21  21  43  00   114.17   -67.82    46.35
2002  12  21  21  44  00   114.23   -67.76    46.47
2002  12  21  21  45  00   116.66   -68.06    48.60
2002  12  21  21  46  00   116.02   -67.30    48.73
2002  12  21  21  47  00   119.31   -67.46    51.85
2002  12  21  21  48  00   120.42   -67.44    52.98
2002  12  21  21  49  00   121.07   -67.96    53.10
2002  12  21  21  50  00   120.23   -67.00    53.23
2002  12  21  21  51  00   124.12   -66.76    57.36
2002  12  21  21  52  00   130.48   -67.98    62.49
2002  12  21  21  53  00   133.53   -66.90    66.62
2002  12  21  21  54  00   137.66   -65.90    71.75
2002  12  21  21  55  00   142.18   -66.30    75.89
2002  12  21  21  56  00   147.17   -66.15    81.02
2002  12  21  21  57  00   154.66   -66.52    88.15
2002  12  21  21  58  00   163.82   -66.55    97.27
2002  12  21  21  59  00   168.76   -66.38   102.39
2002  12  21  22  00  00   173.36   -65.83   107.53
2002  12  21  22  01  00   180.83   -66.16   114.67
2002  12  21  22  02  00   182.60   -66.80   115.80
2002  12  21  22  03  00   179.29   -67.35   111.94
2002  12  21  22  04  00   174.90   -66.83   108.07
2002  12  21  22  05  00   169.03   -67.83   101.20
2002  12  21  22  06  00   164.66   -67.32    97.34
2002  12  21  22  07  00   163.98   -67.50    96.49
2002  12  21  22  08  00   158.04   -68.41    89.63
2002  12  21  22  09  00   154.15   -68.38    85.76
2002  12  21  22  10  00   159.75   -67.85    91.90
2002  12  21  22  11  00   171.35   -69.30   102.05
2002  12  21  22  12  00   177.93   -69.73   108.19
2002  12  21  22  13  00   176.28   -68.94   107.34
2002  12  21  22  14  00   177.46   -68.97   108.49
2002  12  21  22  15  00   179.06   -67.43   111.63
2002  12  21  22  16  00   181.77   -66.99   114.79
2002  12  21  22  17  00   184.37   -67.44   116.93
2002  12  21  22  18  00   178.76   -67.69   111.07
2002  12  21  22  19  00   172.82   -66.60   106.21
2002  12  21  22  20  00   171.85   -66.49   105.36
2002  12  21  22  21  00   167.77   -64.26   103.50
2002  12  21  22  22  00   168.34   -67.69   100.65
2002  12  21  22  23  00   167.00   -68.21    98.79
2002  12  21  22  24  00   158.07   -68.15    89.92
2002  12  21  22  25  00   153.74   -69.67    84.06
2002  12  21  22  26  00   159.21   -75.17    84.05
2002  12  21  22  27  00   159.49   -76.52    82.97
2002  12  21  22  28  00   155.31   -76.17    79.14
2002  12  21  22  29  00   160.04   -82.43    77.61
2002  12  21  22  30  00   157.18   -82.45    74.74
2002  12  21  22  31  00   170.14   -98.04    72.10
2002  12  21  22  32  00   192.61  -115.40    77.21
2002  12  21  22  33  00   195.69  -119.22    76.47
2002  12  21  22  34  00   200.92  -124.29    76.63
2002  12  21  22  35  00   214.16  -136.06    78.10
2002  12  21  22  36  00   199.13  -124.02    75.10
2002  12  21  22  37  00   190.94  -116.62    74.31
2002  12  21  22  38  00   175.88   -99.65    76.23
2002  12  21  22  39  00   177.11  -101.17    75.94
2002  12  21  22  40  00   194.52  -117.52    77.00
2002  12  21  22  41  00   245.41  -168.72    76.69
2002  12  21  22  42  00   233.95  -152.21    81.73
2002  12  21  22  43  00   254.82  -167.12    87.70
2002  12  21  22  44  00   250.10  -164.94    85.16
2002  12  21  22  45  00   243.66  -159.91    83.76
2002  12  21  22  46  00   247.91  -167.22    80.69
2002  12  21  22  47  00   251.35  -169.66    81.68
2002  12  21  22  48  00   257.90  -176.02    81.88
2002  12  21  22  49  00   289.06  -203.40    85.66
2002  12  21  22  50  00   299.93  -212.73    87.20
2002  12  21  22  51  00   288.19  -199.94    88.25
2002  12  21  22  52  00   275.31  -190.95    84.36
2002  12  21  22  53  00   244.30  -166.94    77.35
2002  12  21  22  54  00   244.15  -167.53    76.63
2002  12  21  22  55  00   248.10  -171.75    76.36
2002  12  21  22  56  00   255.40  -174.64    80.76
2002  12  21  22  57  00   251.26  -167.97    83.28
2002  12  21  22  58  00   251.57  -165.18    86.39
2002  12  21  22  59  00   250.97  -166.57    84.39
2002  12  21  23  00  00   251.50  -165.12    86.38
2002  12  21  23  01  00   244.75  -157.35    87.40
2002  12  21  23  02  00   224.42  -137.30    87.12
2002  12  21  23  03  00   215.97  -122.88    93.10
2002  12  21  23  04  00   233.08  -133.58    99.50
2002  12  21  23  05  00   227.06  -121.16   105.90
2002  12  21  23  06  00   236.06  -126.84   109.21
2002  12  21  23  07  00   258.85  -132.94   125.91
2002  12  21  23  08  00   268.00  -127.31   140.70
2002  12  21  23  09  00   265.19  -124.90   140.29
2002  12  21  23  10  00   264.06  -129.35   134.70
2002  12  21  23  11  00   249.90  -125.30   124.60
2002  12  21  23  12  00   229.28  -120.17   109.11
2002  12  21  23  13  00   205.65  -112.92    92.74
2002  12  21  23  14  00   188.72  -105.16    83.56
2002  12  21  23  15  00   188.21  -104.95    83.26
2002  12  21  23  16  00   210.06  -127.02    83.03
2002  12  21  23  17  00   227.29  -144.56    82.73
2002  12  21  23  18  00   263.11  -187.82    75.29
2002  12  21  23  19  00   338.56  -268.05    70.51
2002  12  21  23  20  00   310.20  -244.47    65.73
2002  12  21  23  21  00   287.24  -223.10    64.14
2002  12  21  23  22  00   247.32  -190.59    56.73
2002  12  21  23  23  00   206.74  -145.82    60.92
2002  12  21  23  24  00   260.13  -192.36    67.77
2002  12  21  23  25  00   373.37  -307.69    65.68
2002  12  21  23  26  00   307.28  -249.48    57.80
2002  12  21  23  27  00   293.79  -244.77    49.02
2002  12  21  23  28  00   296.28  -248.91    47.38
2002  12  21  23  29  00   288.87  -237.78    51.09
2002  12  21  23  30  00   274.26  -220.78    53.48
2002  12  21  23  31  00   267.91  -208.48    59.43
2002  12  21  23  32  00   272.05  -205.82    66.23
2002  12  21  23  33  00   285.60  -211.66    73.94
2002  12  21  23  34  00   298.26  -220.19    78.07
2002  12  21  23  35  00   282.65  -199.11    83.54
2002  12  21  23  36  00   288.83  -203.40    85.43
2002  12  21  23  37  00   302.89  -221.33    81.57
2002  12  21  23  38  00   319.26  -241.59    77.67
2002  12  21  23  39  00   346.54  -269.69    76.85
2002  12  21  23  40  00   351.91  -279.42    72.49
2002  12  21  23  41  00   324.47  -256.77    67.69
2002  12  21  23  42  00   325.19  -260.94    64.25
2002  12  21  23  43  00   369.76  -305.41    64.35
2002  12  21  23  44  00   348.93  -284.06    64.87
2002  12  21  23  45  00   330.62  -265.69    64.94
2002  12  21  23  46  00   341.63  -277.08    64.54
2002  12  21  23  47  00   335.70  -273.76    61.94
2002  12  21  23  48  00   291.42  -232.98    58.44
2002  12  21  23  49  00   297.65  -246.25    51.40
2002  12  21  23  50  00   300.26  -253.71    46.55
2002  12  21  23  51  00   274.80  -228.63    46.18
2002  12  21  23  52  00   282.17  -227.50    54.67
2002  12  21  23  53  00   284.44  -224.79    59.65
2002  12  21  23  54  00   273.73  -214.00    59.73
2002  12  21  23  55  00   268.41  -209.03    59.38
2002  12  21  23  56  00   253.56  -195.46    58.10
2002  12  21  23  57  00   245.94  -189.47    56.46
2002  12  21  23  58  00   235.87  -180.16    55.72
2002  12  21  23  59  00   245.31  -182.65    62.66
