
Data downloaded from OMNIWeb and processed by omniweb_read.py

No AlphaRatio was considered

#TIMEDELAY
0.0

#START
 2002 12 21 01 22 00 000    3.19     2.22    -9.34  -514.20      9.90     38.70    6.87     73664.0
 2002 12 21 01 23 00 000    3.14     2.91    -9.15  -513.70     12.50     36.50    6.80     78909.0
 2002 12 21 01 24 00 000    3.12     3.12    -9.10  -514.10      8.80     37.90    7.11     79491.0
 2002 12 21 01 25 00 000    3.45     1.78    -9.31  -514.00     10.10     36.30    6.92     79961.0
 2002 12 21 01 26 00 000    2.70     1.61    -9.54  -512.10      9.40     36.00    6.69     75812.0
 2002 12 21 01 27 00 000    2.05     1.42    -9.74  -507.90     13.40     38.00    6.33     84156.0
 2002 12 21 01 28 00 000    2.08     1.75    -9.69  -510.90     11.40     37.10    5.59     83215.0
 2002 12 21 01 29 00 000    1.94     1.99    -9.62  -508.20      7.00     40.00    6.93     81878.0
 2002 12 21 01 30 00 000    1.53     2.04    -9.67  -508.20      7.00     40.00    6.93     81878.0
 2002 12 21 01 31 00 000    1.79     2.06    -9.62  -504.60      6.00     38.00    7.22     95471.0
 2002 12 21 01 32 00 000    2.21     2.12    -9.55  -504.40      5.80     38.80    6.72     82111.0
 2002 12 21 01 33 00 000    2.64     2.40    -9.30  -510.00      5.70     37.90    6.75     79361.0
 2002 12 21 01 34 00 000    2.76     3.03    -9.11  -509.50      4.50     39.60    6.72     80767.0
 2002 12 21 01 35 00 000    2.38     2.76    -9.26  -507.60      6.30     34.60    6.85     75182.0
 2002 12 21 01 36 00 000    4.00     2.42    -8.74  -512.20     10.10     31.50    7.66     62988.0
 2002 12 21 01 37 00 000    5.22     4.51    -7.73  -518.80      0.90     28.90    8.28     78748.0
 2002 12 21 01 38 00 000    5.18     4.72    -7.61  -517.10     -1.30     22.10    7.67     55108.0
 2002 12 21 01 39 00 000    5.31     5.54    -6.96  -517.10     -1.30     22.10    7.67     55108.0
 2002 12 21 01 40 00 000    5.20     6.13    -6.67  -519.90     -4.40     22.70    8.31     37081.0
 2002 12 21 01 41 00 000    5.17     5.73    -6.99  -518.30     -4.40     24.10    8.34     44367.0
 2002 12 21 01 42 00 000    5.61     5.42    -6.87  -517.70     -4.50     24.60    8.36     47399.0
 2002 12 21 01 43 00 000    6.15     4.86    -7.08  -522.10      4.80     22.40    7.21     39861.0
 2002 12 21 01 44 00 000    6.05     5.74    -6.38  -522.30     -3.80     18.30    7.37     36526.0
 2002 12 21 01 45 00 000    5.98     6.53    -5.68  -522.30     -7.80     16.40    7.45     34970.0
 2002 12 21 01 46 00 000    6.10     7.01    -4.90  -518.40    -11.60     14.60    7.49     40941.0
 2002 12 21 01 47 00 000    6.36     6.87    -4.82  -518.40    -11.60     14.60    7.49     40941.0
 2002 12 21 01 48 00 000    6.47     6.89    -4.51  -522.00     -9.40     13.40    7.36     37147.0
 2002 12 21 01 49 00 000    6.97     7.06    -3.11  -522.70    -11.90     10.10    7.01     40728.0
 2002 12 21 01 50 00 000    6.18     7.70    -2.96  -516.60    -18.20      7.50    6.97     35743.0
 2002 12 21 01 51 00 000    5.74     8.34    -1.63  -516.80    -21.30      3.90    6.64     45149.0
 2002 12 21 01 52 00 000    5.07     7.71    -4.52  -516.70    -14.10      8.20    5.71     40906.0
 2002 12 21 01 53 00 000    4.87     7.13    -5.99  -516.70    -11.40     10.10    5.50     38057.0
 2002 12 21 01 54 00 000    5.11     7.84    -4.87  -512.60    -18.70     14.20    6.82     40340.0
 2002 12 21 01 55 00 000    5.49     7.03    -5.63  -514.70    -15.20     12.80    6.86     41555.0
 2002 12 21 01 56 00 000    5.30     7.33    -5.48  -515.20    -14.20     15.60    7.06     41051.0
 2002 12 21 01 57 00 000    5.35     6.74    -6.08  -513.60    -12.70     14.70    6.84     41618.0
 2002 12 21 01 58 00 000    5.36     7.54    -4.96  -514.20    -14.80     14.20    6.94     43058.0
 2002 12 21 01 59 00 000    5.62     7.27    -5.15  -514.80    -13.90     12.10    6.69     45420.0
 2002 12 21 02 00 00 000    5.52     7.05    -5.51  -515.00    -12.90     13.70    6.77     44907.0
 2002 12 21 02 01 00 000    5.53     7.03    -5.47  -515.40    -13.20     18.90    7.26     42109.0
 2002 12 21 02 02 00 000    5.28     6.87    -5.85  -514.50    -14.60     13.80    7.37     44068.0
 2002 12 21 02 03 00 000    5.38     6.22    -6.40  -513.40     -6.60     16.80    7.61     45194.0
 2002 12 21 02 04 00 000    5.54     6.30    -6.21  -514.40     -6.60     19.30    7.79     44642.0
 2002 12 21 02 05 00 000    5.21     5.54    -7.15  -513.80     -5.20     18.10    7.90     48794.0
 2002 12 21 02 06 00 000    4.90     5.50    -7.41  -513.50     -4.60     18.10    7.81     48971.0
 2002 12 21 02 07 00 000    4.75     5.54    -7.49  -513.40     -3.20     18.40    7.27     46302.0
 2002 12 21 02 08 00 000    4.44     5.48    -7.63  -510.60     -8.70     22.40    7.50     42257.0
 2002 12 21 02 09 00 000    4.30     5.38    -7.81  -511.30     -7.10     22.00    7.72     45615.0
 2002 12 21 02 10 00 000    4.55     5.10    -7.80  -511.70     -4.90     18.70    7.55     46056.0
 2002 12 21 02 11 00 000    5.49     5.87    -6.34  -513.60     -9.70     18.70    7.48     45512.0
 2002 12 21 02 12 00 000    5.11     5.45    -7.04  -514.00    -13.30     12.20    6.94     46849.0
 2002 12 21 02 13 00 000    4.65     5.55    -7.19  -513.20     -8.50     19.40    7.60     45141.0
 2002 12 21 02 14 00 000    4.36     4.83    -7.87  -508.30     -6.90     22.60    7.57     49166.0
 2002 12 21 02 15 00 000    4.66     4.48    -7.94  -512.50     -5.80     20.30    8.17     54825.0
 2002 12 21 02 16 00 000    4.27     4.32    -8.22  -510.10     -1.40     19.40    8.13     55660.0
 2002 12 21 02 17 00 000    4.27     4.32    -8.14  -513.20     -4.50     19.10    7.53     49999.0
 2002 12 21 02 18 00 000    4.23     3.91    -8.43  -513.20     -4.50     19.10    7.53     49999.0
 2002 12 21 02 19 00 000    3.88     4.38    -8.37  -509.30     -4.10     20.60    7.73     52861.0
 2002 12 21 02 20 00 000    3.73     4.67    -8.21  -509.30     -4.10     20.60    7.73     52861.0
 2002 12 21 02 21 00 000    3.51     4.24    -8.55  -507.40     -3.50     19.90    7.91     55563.0
 2002 12 21 02 22 00 000    3.35     3.97    -8.72  -507.40     -3.50     19.90    7.91     55563.0
 2002 12 21 02 23 00 000    3.39     3.61    -8.85  -504.20     -2.20     22.40    7.04     59218.0
 2002 12 21 02 24 00 000    3.46     3.35    -8.86  -504.20     -2.20     22.40    7.04     59218.0
 2002 12 21 02 25 00 000    3.48     3.78    -8.64  -506.30     -6.30     23.80    7.83     50122.0
 2002 12 21 02 26 00 000    3.29     3.55    -8.76  -507.20     -6.60     22.90    7.86     50749.0
 2002 12 21 02 27 00 000    3.52     4.91    -8.03  -510.50     -7.60     19.40    7.96     53096.0
 2002 12 21 02 28 00 000    3.34     5.09    -8.01  -503.10     -9.20     22.30    7.37     46321.0
 2002 12 21 02 29 00 000    3.61     6.29    -7.01  -505.10    -11.70     21.00    7.42     49552.0
