mlt,mlat_eb,ef_eb,mlat_05,ef_05,mlat_10,ef_10,mlat_15,ef_15,mlat_20,ef_20,mlat_25,ef_25,mlat_30,ef_30,mlat_35,ef_35,mlat_40,ef_40,mlat_45,ef_45,mlat_50,ef_50,mlat_55,ef_55,mlat_60,ef_60,mlat_65,ef_65,mlat_70,ef_70,mlat_75,ef_75,mlat_80,ef_80,mlat_85,ef_85,mlat_90,ef_90,mlat_95,ef_95,mlat_pb,ef_pb
0.125,66.39793935934047,137.09972509961216,66.90905572355216,166.85020350229928,67.27420284538094,192.3074213681613,67.58290572892254,214.9739440250994,67.86176850256687,237.8024051130795,68.12212532112785,257.89126970285395,68.37001325823077,277.7044005973773,68.60982538867005,295.3541055824922,68.84238999085805,313.3179860015815,69.06714382393307,330.95267865712714,69.28755882748827,341.51313547745474,69.49990013402666,353.48994554110266,69.70698308069595,361.3569707608026,69.91226266578802,363.3112973537955,70.12383139659642,358.15918891962434,70.33992793420616,345.20440692097344,70.58701994624349,324.69513333140236,70.87004146145517,292.4544842242262,71.21798368525401,253.5500938177104,71.69496938663255,204.07939743648362,72.25215841169793,142.19947604071254
0.375,66.3186400221304,137.05219361450148,66.81861428788761,166.51684701175117,67.17584980373071,191.0693919304854,67.47842378492857,212.22649767359871,67.75164289652632,233.14891535527778,68.00987948209026,252.0422547958078,68.25534810994287,270.22632514062497,68.4938264684409,285.4300103532962,68.72480014820353,302.0619062627512,68.9517644703874,317.2140230875851,69.17716206038946,327.0476025469202,69.39498367289083,339.13291641477196,69.60868104604518,346.11051103768744,69.81847701170805,348.42065264000547,70.03614641961188,342.68970637085494,70.25767187554573,332.2136524616808,70.51102618773982,312.5518616996679,70.80168195528898,281.51345488996,71.16275028183348,243.74197060342289,71.65615023864908,198.07378560325847,72.20088353443226,141.3125918962851
0.625,66.26889553311992,137.71432576275245,66.75261016232487,166.27694313245104,67.09922395170122,189.85743305001174,67.392971810013,210.7731344656884,67.65972816373692,230.72587820056256,67.91320935828465,246.6308787435611,68.15474342438867,263.0972728382167,68.3908114744057,275.18392032926994,68.62174253773851,288.9946769904755,68.84894501043297,301.81867756425663,69.07768135395048,311.5770437559584,69.30057627369736,321.7177566536384,69.5216341576302,328.8271116924882,69.73646591281167,331.4943301275696,69.95874439114404,327.90689104494993,70.18608825901866,317.01830078354936,70.4467877087821,298.15473638324494,70.74303666585158,268.4932268573381,71.11736809869211,233.75769165028495,71.62602321211813,191.3437293589172,72.15323818558943,140.646778113457
0.875,66.23961946704488,137.23119755209962,66.70782261332299,163.9354163852909,67.04722709492601,187.33328660991538,67.33356904380554,206.9720600190141,67.59459728074975,225.84760405916802,67.84216404531804,240.99888734605895,68.07808493361625,255.37767041318946,68.3115639180007,265.26599488548214,68.5409854037318,276.06240048091485,68.76676645028328,287.0840258048483,68.99589277043613,295.2687299452261,69.222246233692,304.1122161523884,69.44684302626133,310.12381854480486,69.66687217657744,312.2616353111396,69.89738412167505,309.9432211815739,70.13309891942183,300.24506932357974,70.40020820691419,282.1625373757807,70.70737649442293,253.96051332777705,71.09963056021176,222.44267675836358,71.62711887163529,183.64412192674035,72.17592993378219,139.6934255178376
1.125,66.23420923182874,137.17924598200995,66.6959883103162,162.08646770444122,67.03035465922059,184.43509085981785,67.31169676034841,205.21336257810603,67.56829718251778,222.43469459679181,67.81032919240448,237.15377902078592,68.0427302883343,249.9997664970878,68.2702352679573,258.7265139649685,68.49495043294726,268.0780952368375,68.71768171921694,276.8811633499692,68.94572197709037,285.1370408586444,69.17059270053961,291.22365169466246,69.39834533422403,295.72594778706645,69.62499754879009,296.2187515429635,69.86317937751795,293.61260163049315,70.10855194072366,284.13024633143516,70.38709879378743,267.80785802966733,70.7078710342214,242.81141305065788,71.11540956567609,212.94987316106844,71.66839381216208,177.17356821531186,72.20379256724081,139.69155747866142
1.375,66.25171728042888,136.51446199132351,66.70911886797788,159.22136887267234,67.04157521713798,180.63246229783036,67.31829364198516,201.19256959037565,67.56989030087064,217.1549593006596,67.80944794434708,231.3374374587006,68.03776053177914,242.9621157013412,68.26114815003045,251.24768886617065,68.48168861058002,258.6802193570449,68.70176245283638,266.29990174654085,68.92661942637605,273.7426426112263,69.15019675489327,277.51399071081914,69.38137756727002,281.2403901925827,69.61177781545013,280.26150753483495,69.85736861220222,277.7695398201212,70.11336127443505,269.39544647822635,70.40331085670243,253.77422471892245,70.74054994400954,230.57849048505764,71.1670727549657,202.8601335113338,71.74779546567189,170.94907119312586,72.30199325330733,139.14928085388144
1.625,66.32035066977424,135.55116298343623,66.77233425168697,156.4436064604791,67.10209695658331,176.40186280759045,67.37647840661279,194.95230024035902,67.624280785973,209.94731999370734,67.86082222874757,222.73492190562123,68.08590526953448,233.70139168846092,68.30597626574705,241.79874883473062,68.52437999517035,247.1325165720394,68.74069242887953,255.26291376418547,68.96272566967613,261.91134583304245,69.18512334752305,263.9286003878992,69.41610071938682,265.35472001071383,69.6531460202513,262.7895001447276,69.90588089166773,259.17123442845883,70.17661228282553,250.3433833861249,70.48255725493162,236.60631881432872,70.83699754538658,216.79808264950478,71.27986547514064,192.0555988324287,71.88014662647326,164.99593178531129,72.41735580238314,138.85925176660388
1.875,66.3962202171915,134.88804694104118,66.84648663540517,155.03423291362915,67.1785078177917,174.16462506558153,67.45248185154735,191.03173815960218,67.6983379770419,204.74656221960376,67.93162639547813,219.1666132723674,68.15384261455381,230.10644057032053,68.36918928992078,238.21738117607487,68.58269812216524,243.61095887008926,68.79673481295512,251.53667395110352,69.01416316080162,256.28610385772595,69.234487558023,257.9790509845334,69.46306327781485,257.9312176083257,69.70157542300281,253.194253459027,69.96165760181266,247.3128541032853,70.24207599258494,238.65851262060755,70.55793469183162,223.53631407847064,70.9317472699016,206.08016543301633,71.39402893978625,183.36062982129576,72.01546059969147,160.03010598558825,72.53973827897143,138.524455783635
2.125,66.51177415607872,134.84107629563738,66.96285934169526,154.24082836179866,67.29644114101636,171.10278115038074,67.57179687142003,186.95196286343662,67.81654133077804,200.31193294819107,68.04914860880478,213.83526249149438,68.27129031247034,224.0289481934213,68.48444673427205,231.59654450491993,68.696083588883,237.27332960047153,68.90899916083742,245.36841911227066,69.12582836902185,249.08968423316423,69.34549024125711,250.7451073805205,69.57534026322811,249.837253856681,69.81837996885342,243.61672830783604,70.08199898526095,236.72868391034942,70.37157090348074,227.19602473534246,70.70139320890264,212.51629699949908,71.09069089483091,196.06276182700944,71.56851307452314,176.73849813672223,72.20718537911341,156.68494931398817,72.7076104695751,137.7008890646188
2.375,66.63536476431084,134.14918593659564,67.08914425338125,153.6914422681247,67.42752788316194,170.34860906944874,67.70532892991424,185.65981297533955,67.95078927132128,199.08637216050508,68.18370833720118,212.2616881547649,68.40614968966463,221.9609508363878,68.6198733803743,229.515946397624,68.83462898072669,233.70188896837433,69.04976224470528,239.9918996660245,69.26935419245339,243.25010361961705,69.49222990219675,244.64600558603166,69.72549176053629,243.51543195748752,69.97304020601626,236.8476785935017,70.24153881932924,228.07977869917036,70.5405485240622,218.2434607993764,70.88485894295435,204.14170339007487,71.29223143987353,187.46557703158004,71.78654842641828,170.95743897149367,72.43853099235105,153.21689610650984,72.94352753188079,135.98701166053075
