mlt,mlat_eb,ef_eb,mlat_05,ef_05,mlat_10,ef_10,mlat_15,ef_15,mlat_20,ef_20,mlat_25,ef_25,mlat_30,ef_30,mlat_35,ef_35,mlat_40,ef_40,mlat_45,ef_45,mlat_50,ef_50,mlat_55,ef_55,mlat_60,ef_60,mlat_65,ef_65,mlat_70,ef_70,mlat_75,ef_75,mlat_80,ef_80,mlat_85,ef_85,mlat_90,ef_90,mlat_95,ef_95,mlat_pb,ef_pb
16.125,-0.004880841622759551,0.25996964736421063,-0.005463024053348218,0.24914638080312124,-0.0059126662980011555,0.26520920658049024,-0.0061683653699332675,0.2860504004883666,-0.006370624368101681,0.3474032714523074,-0.006547430986228521,0.35004362354249513,-0.006658660830136653,0.3905640589631065,-0.006720074984076094,0.4437939283142269,-0.006738415302008636,0.4312264679281809,-0.006721183304539327,0.48456773896212924,-0.006779940500563457,0.5066443097852329,-0.006829986852671498,0.5496797715242406,-0.006825698363561404,0.5822364561861839,-0.006808777344577369,0.5476264649888698,-0.006892581916640689,0.5936831462759583,-0.007002922594336151,0.5748700087507734,-0.007156909856426958,0.5422344485983768,-0.007381489866357525,0.5199224373601954,-0.007595757465166988,0.4363291600231483,-0.007716312798957842,0.3855715276881645,-0.00812433436736741,0.3200993900959251
16.375,-0.00466359272251371,0.2543843259320587,-0.005257464256663916,0.25031909408746705,-0.005668983309000774,0.26079359893319154,-0.005888622966696957,0.2966660047096734,-0.006065136935710136,0.3504025553204032,-0.00620967930533131,0.35541004876611965,-0.006285973486161865,0.3897561308367139,-0.006311927392366829,0.43008761336653945,-0.006309987707150226,0.4341670920232723,-0.006277993786893064,0.4828490818979039,-0.006302954020165417,0.5056655426179141,-0.006339149195048925,0.5573692728498626,-0.006337152253086405,0.6020563065423941,-0.0063528182919457,0.5852185157592014,-0.006441852175526642,0.6265749405731363,-0.006523091486844947,0.624685217461677,-0.006698854246715441,0.5827369590693692,-0.0069031978203547405,0.5530210280896041,-0.007065342203661925,0.46969583354400024,-0.007310401289353538,0.4200662884110586,-0.007699328624184447,0.32037918297755114
16.625,-0.00450422528018661,0.25314332564036035,-0.005146275642783362,0.2419547750447754,-0.005509204819836681,0.255394970496786,-0.0057078977253041865,0.28822129569899724,-0.005871310141668682,0.3509856642974239,-0.005972903029116774,0.33043895213501595,-0.005997892655848211,0.38420023508048395,-0.006009794880458106,0.42319534017774424,-0.005993738405918967,0.4404415244696586,-0.005952172705920123,0.4800301844725124,-0.00595820300239909,0.5020923225275573,-0.005969480162128879,0.5566710881678469,-0.005964320812398457,0.6124092046698909,-0.00597652313083065,0.5983658767840437,-0.006075579327123793,0.6361960273288486,-0.00615877648986702,0.6504611184721717,-0.0063561235883997395,0.5943361173178594,-0.0065540707717295825,0.5660209147416504,-0.006743279516206064,0.4991305952066255,-0.0070224594700038934,0.43672095128446475,-0.00760826918092718,0.3139271855966567
16.875,-0.0043655945343937345,0.24620706700710246,-0.004955628066878973,0.237048297156684,-0.005265534684423305,0.2543439543405584,-0.005424622808222082,0.2976757494325252,-0.005567982568815446,0.3544562289062546,-0.005630733664132258,0.3425944212481173,-0.005638048519659223,0.4055321748397413,-0.005609423921431087,0.4353547054624179,-0.00557921520376137,0.4646927841980402,-0.00553483841168745,0.5279811954983445,-0.005522730111101874,0.5474196100878753,-0.0055277753053218645,0.6126078294239342,-0.0055168739550849185,0.6549653046839263,-0.005518987909982104,0.6343920719549747,-0.00561150433602658,0.6776835762952211,-0.005698024642405194,0.7023952508121031,-0.005922420528877615,0.6473162380497899,-0.006100818358480278,0.6056461911892058,-0.006269798032516112,0.527266946887412,-0.006509910250612557,0.457863005898083,-0.007155160572420897,0.30153514776632995
17.125,-0.004260075789128651,0.24269856007027188,-0.004822161933818688,0.24484176357625262,-0.0050970290008055625,0.27267252072221115,-0.005232751412768354,0.3012760239397936,-0.005333366931186418,0.35473257136859815,-0.005359653262634464,0.34998813912402477,-0.00534642756826226,0.4007978926136203,-0.005292883501043908,0.44432671962050313,-0.005251711943344308,0.4865990453726897,-0.005207766764786729,0.5626639555185058,-0.005187964294251119,0.5897728941393414,-0.005172759274889027,0.6570846953028843,-0.005156829572055953,0.6995371406575145,-0.0051618289454607915,0.6925245098694898,-0.00525980331573201,0.7250257534612705,-0.005340495538353078,0.7287889849237164,-0.005563585539192392,0.6908721841517458,-0.005721342455078856,0.6442198393786265,-0.005906290234168537,0.5663760154037933,-0.006204830106246076,0.4874350263018355,-0.006568953672782598,0.29749129198860486
17.375,-0.004166035291837359,0.24179135323505208,-0.0046489042084228846,0.2609395022393449,-0.004884051913329682,0.29998877949989805,-0.004986185089863924,0.3299457295478376,-0.005041763945265885,0.3902017917280852,-0.005030021021054339,0.36970006635921043,-0.004996518658683868,0.4236119035322817,-0.004934874564518892,0.478100151267153,-0.004876573520727323,0.5272279506980803,-0.004820427928729971,0.6137020411483264,-0.0047983704979626274,0.6512078040257692,-0.00476374116323004,0.7025809627875789,-0.004767063149689526,0.7567603269628376,-0.0047795739578808,0.7533409422671131,-0.004861032271013455,0.7779027370967884,-0.004936633261650715,0.756046494942214,-0.005135373186623831,0.7244631064068996,-0.005269646523957563,0.6731852262189799,-0.00542569246748561,0.5996470145257785,-0.005758095043348323,0.5107871715266575,-0.0058770586072373196,0.2807220442763001
17.625,-0.003816027300108816,0.22983968986450895,-0.00423741088137656,0.2756243051284552,-0.0044324667863632474,0.32346263296614675,-0.004524882326276785,0.35730616870712545,-0.004561714679275226,0.40320416070064924,-0.004534820559823945,0.3967764269527803,-0.004489452411332713,0.4505032462307131,-0.004420817749964699,0.5015059614856596,-0.004346706863912374,0.556572782182248,-0.004277960787661976,0.6396910851769055,-0.004234978824554747,0.7086710810571942,-0.004182329014392017,0.7386575391438487,-0.004192900280677694,0.7954834016214678,-0.004214885191871006,0.8015035521862437,-0.004287929988814085,0.808344020102842,-0.004341342808029364,0.7768885478393376,-0.0044957093247251795,0.7322487151970011,-0.004594239882350273,0.6873277021860867,-0.004719618874620357,0.6259883568608446,-0.005020317050567796,0.520416437197684,-0.005082264573310357,0.2616366409608362
17.875,-0.003358975779118045,0.2313102452803338,-0.003684920269630458,0.3096204635219593,-0.0038359360997024016,0.3758047883868103,-0.003890211865044156,0.4426367740279474,-0.003916077249634982,0.4775337124985864,-0.00390239837868791,0.4916073679430597,-0.003844765325867641,0.5366652330552952,-0.003765430811725515,0.5926067719890584,-0.00369147808876318,0.6513269497013917,-0.003628584836523002,0.7446991571256335,-0.003584567708388457,0.8142783181369977,-0.0035140071597558374,0.8296697907373816,-0.003510675019767039,0.8749689584856332,-0.0035292281958423473,0.8810590573933721,-0.0035579197144658754,0.8702325575585012,-0.003586537877780739,0.8500405103941718,-0.0036975549284463624,0.7942349148692436,-0.003761370059056661,0.752501790938147,-0.0038398597189622918,0.6779779377804721,-0.004091807036293734,0.5534638000828309,-0.00393913054953954,0.26184245331647643
18.125,-0.0034169158139214467,0.23579988119112122,-0.0036342335606333537,0.34394203349987496,-0.0037250972393240048,0.4364487957375573,-0.003741071923531119,0.5169827723224368,-0.0037182664991131232,0.5551399323399264,-0.0036514041240508334,0.5763806512765891,-0.003562837443692975,0.6183013922064033,-0.00346016009503764,0.6676305219077889,-0.0033601125301841533,0.7405093365071155,-0.003266176963908441,0.8370417598311262,-0.0031833899429324734,0.8941993468413235,-0.0030886602471324265,0.9160199482921105,-0.003056049826072951,0.9605355382839342,-0.0030251979393421985,0.9671322770807097,-0.003007357332651293,0.9353291132204749,-0.0029959160455343163,0.9255638587229847,-0.003053803063279281,0.8623151824488883,-0.0030323984482068032,0.8161044938732888,-0.0030391688188418672,0.7321137924674194,-0.0032226852301228633,0.5867231784030443,-0.0029038813887872204,0.26088858775277285
18.375,-0.003388132369794568,0.23685226167764975,-0.0034641574790711697,0.3719029644548815,-0.003493085331907696,0.4816998199935543,-0.003467233721387634,0.5687824208806881,-0.003419325754351682,0.6142213410167127,-0.003320273563648603,0.6293989491391707,-0.0031988581313910107,0.6781966789833339,-0.003079332639600621,0.7428404586223664,-0.0029584514090690807,0.8142610800900354,-0.002843611732148405,0.907443158401078,-0.002737208909434231,0.975422861136938,-0.002612524774463318,0.9928136663904941,-0.002556015017331039,1.0389127471049153,-0.0025165261912519178,1.0513188189065885,-0.002478063614550051,1.0134608083413494,-0.0024405405385660908,0.983241669949851,-0.0024541776396923313,0.9150040740381549,-0.0023955642713811816,0.8588929350458748,-0.002351193768330726,0.7701816720836022,-0.002465420666084954,0.6087661539668098,-0.0018670177991830681,0.26597493820978607
